,metadata,ArticleID,index,last name,first name,AuthorName,clean name,confirmed name,Sex
996,"Kreinin, Me",12738,,Kreinin, Me, Me Kreinin,,,
997,"Kreinin, Me",17572,,Kreinin, Me, Me Kreinin,,,
998,"Kreinin, Me",17821,,Kreinin, Me, Me Kreinin,,,
999,"Kreinin, Me",19323,,Kreinin, Me, Me Kreinin,,,
1000,"Kreinin, Me",24706,,Kreinin, Me, Me Kreinin,,,
1001,"Kreinin, Me",25076,,Kreinin, Me, Me Kreinin,,,
1002,"Kreinin, Me",25248,,Kreinin, Me, Me Kreinin,,,
1003,"Kreinin, Me",27214,,Kreinin, Me, Me Kreinin,,,
1004,"Fox, Ka",11963,,Fox, Ka, Ka Fox,,,
1005,"Kravis, Ib",11964,,Kravis, Ib, Ib Kravis,,,
1006,"Kravis, Ib",12662,,Kravis, Ib, Ib Kravis,,,
1007,"Kravis, Ib",16264,,Kravis, Ib, Ib Kravis,,,
1008,"Kravis, Ib",20746,,Kravis, Ib, Ib Kravis,,,
1009,"Kravis, Ib",22506,,Kravis, Ib, Ib Kravis,,,
1010,"Kravis, Ib",26409,,Kravis, Ib, Ib Kravis,,,
1011,"Kravis, Ib",26525,,Kravis, Ib, Ib Kravis,,,
1012,"Kravis, Ib",28099,,Kravis, Ib, Ib Kravis,,,
1013,"Letwin, Wl",11965,,Letwin, Wl, Wl Letwin,,,
1014,"Tiebout, Cm",11966,,Tiebout, Cm, Cm Tiebout,Cm Tiebout,Charles Mills Tiebout,Male
1015,"Tiebout, Cm",11968,,Tiebout, Cm, Cm Tiebout,Cm Tiebout,Charles Mills Tiebout,Male
1016,"Tiebout, Cm",11982,,Tiebout, Cm, Cm Tiebout,Cm Tiebout,Charles Mills Tiebout,Male
1017,"North, Dc",11967,,North, Dc, Dc North,Dc North,Douglass C. North,Male
1018,"North, Dc",13767,,North, Dc, Dc North,Dc North,Douglass C. North,Male
1019,"North, Dc",14894,,North, Dc, Dc North,Dc North,Douglass C. North,Male
1020,"North, Dc",22858,,North, Dc, Dc North,Dc North,Douglass C. North,Male
1021,"North, Dc",24275,,North, Dc, Dc North,Dc North,Douglass C. North,Male
1022,"Johnson, Dg",11970,,Johnson, Dg, Dg Johnson,,,
1023,"Johnson, Dg",14724,,Johnson, Dg, Dg Johnson,,,
1024,"Johnson, Dg",22777,,Johnson, Dg, Dg Johnson,,,
1025,"Johnson, Dg",27913,,Johnson, Dg, Dg Johnson,,,
1026,"Johnson, Hg",11971,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1027,"Johnson, Hg",12040,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1028,"Johnson, Hg",12957,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1029,"Johnson, Hg",13964,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1030,"Johnson, Hg",14594,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1031,"Johnson, Hg",14608,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1032,"Johnson, Hg",14639,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1033,"Johnson, Hg",14733,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1034,"Johnson, Hg",14867,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1035,"Johnson, Hg",17560,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1036,"Johnson, Hg",17653,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1037,"Johnson, Hg",19299,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1038,"Johnson, Hg",22560,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1039,"Johnson, Hg",22657,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1040,"Johnson, Hg",24629,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1041,"Johnson, Hg",25272,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1042,"Johnson, Hg",25333,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1043,"Johnson, Hg",27978,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1044,"Johnson, Hg",28708,,Johnson, Hg, Hg Johnson,Hg Johnson,Harry G. Johnson,Male
1045,"Hasson, Ja",11972,,Hasson, Ja, Ja Hasson,,,
1046,"Rottenberg, S",11973,,Rottenberg, S, S Rottenberg,,,
1047,"Rottenberg, S",17843,,Rottenberg, S, S Rottenberg,,,
1048,"Rottenberg, S",19280,,Rottenberg, S, S Rottenberg,,,
1049,"Kahan, A",11974,,Kahan, A, A Kahan,,,
1050,"Kahan, A",12742,,Kahan, A, A Kahan,,,
1051,"Bergson, A",11976,,Bergson, A, A Bergson,A Bergson,Abram Bergson,Male
1052,"Bergson, A",13647,,Bergson, A, A Bergson,A Bergson,Abram Bergson,Male
1053,"Bergson, A",13912,,Bergson, A, A Bergson,A Bergson,Abram Bergson,Male
1054,"Bergson, A",19203,,Bergson, A, A Bergson,A Bergson,Abram Bergson,Male
1055,"Bergson, A",26681,,Bergson, A, A Bergson,A Bergson,Abram Bergson,Male
1056,"Bergson, A",28495,,Bergson, A, A Bergson,A Bergson,Abram Bergson,Male
1057,"Bernaut, R",11976,,Bernaut, R, R Bernaut,,,
1058,"Turgeon, L",11976,,Turgeon, L, L Turgeon,,,
1059,"Leeman, Wa",11977,,Leeman, Wa, Wa Leeman,,,
1060,"Moore, Ca",11978,,Moore, Ca, Ca Moore,,,
1061,"Parrish, Jb",11979,,Parrish, Jb, Jb Parrish,,,
1062,"Auten, Jh",11980,,Auten, Jh, Jh Auten,,,
1063,"Auten, Jh",25146,,Auten, Jh, Jh Auten,,,
1064,"Adler, Jh",11983,,Adler, Jh, Jh Adler,,,
1065,"Murphy, Jc",11988,,Murphy, Jc, Jc Murphy,Jc Murphy,J. Carter Murphy,Male
1066,"Murphy, Jc",27612,,Murphy, Jc, Jc Murphy,Jc Murphy,J. Carter Murphy,Male
1067,"Corbin, Da",11990,,Corbin, Da, Da Corbin,,,
1068,"Break, Gf",11991,,Break, Gf, Gf Break,,,
1069,"Break, Gf",13012,,Break, Gf, Gf Break,,,
1070,"Break, Gf",24262,,Break, Gf, Gf Break,,,
1071,"Samuelson, Pa",11992,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1072,"Samuelson, Pa",12017,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1073,"Samuelson, Pa",12748,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1074,"Samuelson, Pa",12761,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1075,"Samuelson, Pa",12772,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1076,"Samuelson, Pa",12938,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1077,"Samuelson, Pa",13343,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1078,"Samuelson, Pa",13406,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1079,"Samuelson, Pa",14420,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1080,"Samuelson, Pa",14847,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1081,"Samuelson, Pa",14851,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1082,"Samuelson, Pa",14877,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1083,"Samuelson, Pa",15200,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1084,"Samuelson, Pa",15677,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1085,"Samuelson, Pa",16884,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1086,"Samuelson, Pa",17846,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1087,"Samuelson, Pa",17870,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1088,"Samuelson, Pa",18099,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1089,"Samuelson, Pa",20597,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1090,"Samuelson, Pa",20803,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1091,"Samuelson, Pa",22535,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1092,"Samuelson, Pa",22598,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1093,"Samuelson, Pa",24594,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1094,"Samuelson, Pa",25315,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1095,"Samuelson, Pa",26497,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1096,"Samuelson, Pa",26609,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1097,"Samuelson, Pa",27223,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1098,"Samuelson, Pa",27636,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1099,"Samuelson, Pa",28283,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1100,"Samuelson, Pa",28547,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1101,"Samuelson, Pa",28658,,Samuelson, Pa, Pa Samuelson,Pa Samuelson,Paul A. Samuelson,Male
1102,"Miller, E",11993,,Miller, E, E Miller,,,
1103,"Cyert, Rm",11994,,Cyert, Rm, Rm Cyert,Rm Cyert,Richard M. Cyert,Male
1104,"Cyert, Rm",12808,,Cyert, Rm, Rm Cyert,Rm Cyert,Richard M. Cyert,Male
1105,"Cyert, Rm",13534,,Cyert, Rm, Rm Cyert,Rm Cyert,Richard M. Cyert,Male
1106,"Cyert, Rm",22532,,Cyert, Rm, Rm Cyert,Rm Cyert,Richard M. Cyert,Male
1107,"Cyert, Rm",22554,,Cyert, Rm, Rm Cyert,Rm Cyert,Richard M. Cyert,Male
1108,"Cyert, Rm",22708,,Cyert, Rm, Rm Cyert,Rm Cyert,Richard M. Cyert,Male
1109,"Cyert, Rm",25199,,Cyert, Rm, Rm Cyert,Rm Cyert,Richard M. Cyert,Male
1110,"March, Jg",11994,,March, Jg, Jg March,,,
1111,"March, Jg",12808,,March, Jg, Jg March,,,
1112,"March, Jg",27663,,March, Jg, Jg March,,,
1113,"Solow, Rm",11995,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1114,"Solow, Rm",12017,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1115,"Solow, Rm",12846,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1116,"Solow, Rm",13523,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1117,"Solow, Rm",14863,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1118,"Solow, Rm",18037,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1119,"Solow, Rm",18102,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1120,"Solow, Rm",19334,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1121,"Solow, Rm",22796,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1122,"Solow, Rm",22823,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1123,"Solow, Rm",25055,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1124,"Solow, Rm",25240,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1125,"Solow, Rm",27672,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1126,"Solow, Rm",28042,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1127,"Solow, Rm",28207,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1128,"Solow, Rm",28642,,Solow, Rm, Rm Solow,Rm Solow,Robert M. Solow,Male
1129,"Levitt, T",11996,,Levitt, T, T Levitt,,,
1130,"Levitt, T",28367,,Levitt, T, T Levitt,,,
1131,"Levin, Hj",11997,,Levin, Hj, Hj Levin,Hj Levin,Harvey J. Levin:,Male
1132,"Levin, Hj",12970,,Levin, Hj, Hj Levin,Hj Levin,Harvey J. Levin:,Male
1133,"Levin, Hj",13981,,Levin, Hj, Hj Levin,Hj Levin,Harvey J. Levin:,Male
1134,"Levin, Hj",14243,,Levin, Hj, Hj Levin,Hj Levin,Harvey J. Levin:,Male
1135,"Levin, Hj",14740,,Levin, Hj, Hj Levin,Hj Levin,Harvey J. Levin:,Male
1136,"Levin, Hj",16807,,Levin, Hj, Hj Levin,Hj Levin,Harvey J. Levin:,Male
1137,"Levin, Hj",17816,,Levin, Hj, Hj Levin,Hj Levin,Harvey J. Levin:,Male
1138,"Lerdau, E",11999,,Lerdau, E, E Lerdau,E Lerdau,Enrique Lerdau,Male
1139,"Lerdau, E",25027,,Lerdau, E, E Lerdau,E Lerdau,Enrique Lerdau,Male
1140,"Rowe, J",11999,,Rowe, J, J Rowe,,,
1141,"Robinson, R",12000,,Robinson, R, R Robinson,,,
1142,"Robinson, R",12009,,Robinson, R, R Robinson,,,
1143,"Robinson, R",25205,,Robinson, R, R Robinson,,,
1144,"Robinson, R",25252,,Robinson, R, R Robinson,,,
1145,"Markham, Jw",12001,,Markham, Jw, Jw Markham,,,
1146,"Markham, Jw",14735,,Markham, Jw, Jw Markham,,,
1147,"Markham, Jw",17488,,Markham, Jw, Jw Markham,,,
1148,"Markham, Jw",25359,,Markham, Jw, Jw Markham,,,
1149,"Sheahan, J",12003,,Sheahan, J, J Sheahan,,,
1150,"Sheahan, J",12784,,Sheahan, J, J Sheahan,,,
1151,"Sheahan, J",12947,,Sheahan, J, J Sheahan,,,
1152,"Roberts, Dr",12004,,Roberts, Dr, Dr Roberts,,,
1153,"Stockfisch, Ja",12005,,Stockfisch, Ja, Ja Stockfisch,,,
1154,"Guttentag, J",12007,,Guttentag, J, J Guttentag,J Guttentag,Jack M. Guttentag,Male
1155,"Arant, Wd",12008,,Arant, Wd, Wd Arant,,,
1156,"Harbison, F",12010,,Harbison, F, F Harbison,F Harbison,Frederick Harris Harbison,Male
1157,"Strassmann, Wp",12012,,Strassmann, Wp, Wp Strassmann,,,
1158,"Strassmann, Wp",12813,,Strassmann, Wp, Wp Strassmann,,,
1159,"Felix, D",12013,,Felix, D, D Felix,,,
1160,"Segal, M",12014,,Segal, M, M Segal,,,
1161,"Segal, M",17852,,Segal, M, M Segal,,,
1162,"Campbell, Rw",12015,,Campbell, Rw, Rw Campbell,,,
1163,"Campbell, Rw",12842,,Campbell, Rw, Rw Campbell,,,
1164,"Quandt, Re",12016,,Quandt, Re, Re Quandt,Re Quandt,Richard E. Quandt,Male
1165,"Quandt, Re",13323,,Quandt, Re, Re Quandt,Re Quandt,Richard E. Quandt,Male
1166,"Quandt, Re",14747,,Quandt, Re, Re Quandt,Re Quandt,Richard E. Quandt,Male
1167,"Quandt, Re",14822,,Quandt, Re, Re Quandt,Re Quandt,Richard E. Quandt,Male
1168,"Quandt, Re",17555,,Quandt, Re, Re Quandt,Re Quandt,Richard E. Quandt,Male
1169,"Quandt, Re",17710,,Quandt, Re, Re Quandt,Re Quandt,Richard E. Quandt,Male
1170,"Quandt, Re",25423,,Quandt, Re, Re Quandt,Re Quandt,Richard E. Quandt,Male
1171,"Schlesinger, Jr",12019,,Schlesinger, Jr, Jr Schlesinger,,,
1172,"Schlesinger, Jr",12790,,Schlesinger, Jr, Jr Schlesinger,,,
1173,"Schlesinger, Jr",25355,,Schlesinger, Jr, Jr Schlesinger,,,
1174,"Alexander, Kjw",12020,,Alexander, Kjw, Kjw Alexander,,,
1175,"Galenson, W",12022,,Galenson, W, W Galenson,,,
1176,"Galenson, W",14650,,Galenson, W, W Galenson,,,
1177,"Jones, Rw",12023,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1178,"Jones, Rw",14640,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1179,"Jones, Rw",15546,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1180,"Jones, Rw",17524,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1181,"Jones, Rw",22815,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1182,"Jones, Rw",23004,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1183,"Jones, Rw",23227,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1184,"Jones, Rw",23288,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1185,"Jones, Rw",24195,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1186,"Jones, Rw",25426,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1187,"Jones, Rw",26531,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1188,"Jones, Rw",28295,,Jones, Rw, Rw Jones,Rw Jones,Ronald W. Jones,Male
1189,"Lancaster, K",12024,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1190,"Lancaster, K",12889,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1191,"Lancaster, K",13008,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1192,"Lancaster, K",13040,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1193,"Lancaster, K",14707,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1194,"Lancaster, K",14834,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1195,"Lancaster, K",17536,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1196,"Lancaster, K",25047,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1197,"Lancaster, K",28470,,Lancaster, K, K Lancaster,K Lancaster,Kelvin J. Lancaster,Male
1198,"Dobb, M",12025,,Dobb, M, M Dobb,,,
1199,"Holton, Rh",12026,,Holton, Rh, Rh Holton,,,
1200,"Holton, Rh",16840,,Holton, Rh, Rh Holton,,,
1201,"Pearce, If",12027,,Pearce, If, If Pearce,If Pearce,I. F. Pearce,Male
1202,"Pearce, If",12707,,Pearce, If, If Pearce,If Pearce,I. F. Pearce,Male
1203,"Pearce, If",12978,,Pearce, If, If Pearce,If Pearce,I. F. Pearce,Male
1204,"Pearce, If",24308,,Pearce, If, If Pearce,If Pearce,I. F. Pearce,Male
1205,"Amey, Lr",12027,,Amey, Lr, Lr Amey,,,
1206,"Klein, Lr",12029,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1207,"Klein, Lr",12695,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1208,"Klein, Lr",12868,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1209,"Klein, Lr",12943,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1210,"Klein, Lr",13606,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1211,"Klein, Lr",15601,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1212,"Klein, Lr",17491,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1213,"Klein, Lr",25094,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1214,"Klein, Lr",25204,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1215,"Klein, Lr",27263,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1216,"Klein, Lr",27648,,Klein, Lr, Lr Klein,Lr Klein,Lawrence R. Klein,Male
1217,"Turvey, R",12030,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1218,"Turvey, R",13413,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1219,"Turvey, R",14098,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1220,"Turvey, R",17538,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1221,"Turvey, R",17569,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1222,"Turvey, R",17575,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1223,"Turvey, R",17717,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1224,"Turvey, R",22715,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1225,"Turvey, R",25111,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1226,"Turvey, R",25149,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1227,"Turvey, R",28052,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1228,"Turvey, R",28499,,Turvey, R, R Turvey,R Turvey,Ralph Turvey,Male
1229,"Strotz, Rh",12031,,Strotz, Rh, Rh Strotz,Rh Strotz,Robert H. Strotz,Male
1230,"Strotz, Rh",12673,,Strotz, Rh, Rh Strotz,Rh Strotz,Robert H. Strotz,Male
1231,"Strotz, Rh",12915,,Strotz, Rh, Rh Strotz,Rh Strotz,Robert H. Strotz,Male
1232,"Strotz, Rh",25164,,Strotz, Rh, Rh Strotz,Rh Strotz,Robert H. Strotz,Male
1233,"Strotz, Rh",25172,,Strotz, Rh, Rh Strotz,Rh Strotz,Robert H. Strotz,Male
1234,"Strotz, Rh",28030,,Strotz, Rh, Rh Strotz,Rh Strotz,Robert H. Strotz,Male
1235,"Stuvel, G",12032,,Stuvel, G, G Stuvel,G Stuvel,G. Stuvel,Male
1236,"Stuvel, G",12688,,Stuvel, G, G Stuvel,G Stuvel,G. Stuvel,Male
1237,"Stuvel, G",12857,,Stuvel, G, G Stuvel,G Stuvel,G. Stuvel,Male
1238,"Stuvel, G",13020,,Stuvel, G, G Stuvel,G Stuvel,G. Stuvel,Male
1239,"Stykolt, S",12033,,Stykolt, S, S Stykolt,,,
1240,"Stykolt, S",25285,,Stykolt, S, S Stykolt,,,
1241,"Scott, A",12033,,Scott, A, A Scott,A Scott,Anthony D. Scott,Male
1242,"Scott, A",13721,,Scott, A, A Scott,A Scott,Anthony D. Scott,Male
1243,"Scott, A",13722,,Scott, A, A Scott,A Scott,Anthony D. Scott,Male
1244,"Scott, A",14334,,Scott, A, A Scott,A Scott,Anthony D. Scott,Male
1245,"Scott, A",15240,,Scott, A, A Scott,A Scott,Anthony D. Scott,Male
1246,"Scott, A",15757,,Scott, A, A Scott,A Scott,Anthony D. Scott,Male
1247,"Wicker, Er",12035,,Wicker, Er, Er Wicker,Er Wicker,Elmus R. Wicker,Male
1248,"Wicker, Er",25177,,Wicker, Er, Er Wicker,Er Wicker,Elmus R. Wicker,Male
1249,"Hazelwood, A",12036,,Hazelwood, A, A Hazelwood,,,
1250,"Beckmann, Mj",12037,,Beckmann, Mj, Mj Beckmann,Mj Beckmann,Martin J. Beckmann,Male
1251,"Beckmann, Mj",19347,,Beckmann, Mj, Mj Beckmann,Mj Beckmann,Martin J. Beckmann,Male
1252,"Beckmann, Mj",22617,,Beckmann, Mj, Mj Beckmann,Mj Beckmann,Martin J. Beckmann,Male
1253,"Beckmann, Mj",25388,,Beckmann, Mj, Mj Beckmann,Mj Beckmann,Martin J. Beckmann,Male
1254,"Robinson, J",12041,,Robinson, J, J Robinson,,,
1255,"Robinson, J",12692,,Robinson, J, J Robinson,,,
1256,"Robinson, J",14668,,Robinson, J, J Robinson,,,
1257,"Robinson, J",14879,,Robinson, J, J Robinson,,,
1258,"Robinson, J",17794,,Robinson, J, J Robinson,,,
1259,"Robinson, J",17862,,Robinson, J, J Robinson,,,
1260,"Robinson, J",24554,,Robinson, J, J Robinson,,,
1261,"Robinson, J",25056,,Robinson, J, J Robinson,,,
1262,"Robinson, J",25136,,Robinson, J, J Robinson,,,
1263,"Robinson, J",28194,,Robinson, J, J Robinson,,,
1264,"Robinson, J",28342,,Robinson, J, J Robinson,,,
1265,"Robinson, J",28546,,Robinson, J, J Robinson,,,
1266,"Moses, Leon N.",12042,,Moses, Leon N., Leon N. Moses,,,
1267,"Reder, M. W.",12043,,Reder, M. W., M. W. Reder,M. W. Reder,Melvin W. Reder,Male
1268,"Reder, M. W.",16275,,Reder, M. W., M. W. Reder,M. W. Reder,Melvin W. Reder,Male
1269,"Reder, M. W.",16481,,Reder, M. W., M. W. Reder,M. W. Reder,Melvin W. Reder,Male
1270,"Reder, M. W.",17353,,Reder, M. W., M. W. Reder,M. W. Reder,Melvin W. Reder,Male
1271,"Reder, M. W.",19472,,Reder, M. W., M. W. Reder,M. W. Reder,Melvin W. Reder,Male
1272,"Reder, M. W.",19728,,Reder, M. W., M. W. Reder,M. W. Reder,Melvin W. Reder,Male
1273,"Reder, M. W.",21865,,Reder, M. W., M. W. Reder,M. W. Reder,Melvin W. Reder,Male
1274,"Reder, M. W.",22103,,Reder, M. W., M. W. Reder,M. W. Reder,Melvin W. Reder,Male
1275,"Horowitz, Morris A.",12044,,Horowitz, Morris A., Morris A. Horowitz,,,
1276,"Wolf, Charles, Jr.",12045,,Wolf, Charles, Charles Wolf,Charles Wolf,Charles Wolf,Male
1277,"Hildebrand, George H.",12046,,Hildebrand, George H., George H. Hildebrand,George H. Hildebrand,George H. Hildebrand,Male
1278,"Hildebrand, George H.",20399,,Hildebrand, George H., George H. Hildebrand,George H. Hildebrand,George H. Hildebrand,Male
1279,"Hildebrand, George H.",20483,,Hildebrand, George H., George H. Hildebrand,George H. Hildebrand,George H. Hildebrand,Male
1280,"Hildebrand, George H.",21394,,Hildebrand, George H., George H. Hildebrand,George H. Hildebrand,George H. Hildebrand,Male
1281,"Friedman, Milton",12047,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1282,"Friedman, Milton",12093,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1283,"Friedman, Milton",17406,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1284,"Friedman, Milton",19589,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1285,"Friedman, Milton",19611,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1286,"Friedman, Milton",19806,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1287,"Friedman, Milton",19895,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1288,"Friedman, Milton",20099,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1289,"Friedman, Milton",20217,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1290,"Friedman, Milton",20269,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1291,"Friedman, Milton",20394,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
1292,"Friedman, Milton",21279,,Friedman, Milton, Milton Friedman,Milton Friedman,Milton Friedman,Male
