,0,AuthorID
2586,"Riedel, Frank",12205
2587,"YOKELL, MD",12206
2588,"RISA, AE",12207
2589,"Dar, Manzoor H.",12208
2590,"Machin, Stephen",12209
2591,"Elliott, Matthew",12210
2592,"CRAMP, AB",12211
2593,"Cai, Jing",12212
2594,"PURVIS, DD",12213
2595,"Eldridge, Douglas H.",12214
2596,"Wooders, J",12215
2597,"MIRER, TW",12216
2598,"Tetlock, Philip E.",12217
2599,"DAVIES, JH",12218
2600,"MORLEY, S",12219
2601,"RIDDELL, WC",12220
2602,"ZIELINSKI, JG",12221
2603,"ANDO, AK",12222
2604,"CHRIST, CF",12223
2605,"Shi, Zhentao",12224
2606,"Brunner, Karl",12225
2607,"Grether, Edward T.",12226
2608,"Ruffieux, B",12227
2609,"Eslava, Marcela",12228
2610,"PAPANDREOU, AG",12229
2611,"Auten, GE",12230
2612,"Bidder, Rhys",12231
2613,"DEMEZA, D",12232
2614,"DOUGHERTY, CR",12233
2615,"North, Douglass C.",12234
2616,"Natal, Jean-Marc",12235
2617,"Nash, J. F.",12236
2618,"Li, Xianghong",12237
2619,"Rickman, N",12238
2620,"Coglianese, John",12239
2621,"Henkel, Joachim",12240
2622,"Lin, Frina",12241
2623,"Hall, Robert E.",12242
2624,"MCNICOLL, I",12243
2625,"Asheim, GB",12244
2626,"LESLIE, D",12245
2627,"Grimm, Veronika",12246
2628,"Joslin, Scott",12247
2629,"Banerjee, Ryan N.",12248
2630,"Guesnerie, Roger",12249
2631,"Verhulst, Michael J.",12250
2632,"OLSON, M",12251
2633,"PHIPPS, S",12252
2634,"DAVIS, RM",12253
2635,"TAN, AHH",12254
2636,"Wolff, Edward N.",12255
2637,"Ziliak, James",12256
2638,"Working, E. J.",12257
2639,"THEOCHARIS, RD",12258
2640,"Staller, George J.",12259
2641,"Seo, Kyoungwon",12260
2642,"HASMATSU, Y",12261
2643,"SACHS, JD",12262
2644,"Li, Ming",12263
2645,"SILBER, WL",12264
2646,"Eswaran, Mukesh",12265
2647,"MULLIGAN, JG",12266
2648,"Patton, Robert D.",12267
2649,"Tombe, Trevor",12268
2650,"Henderson, A.",12269
2651,"Polk, Judd",12270
2652,"Shimeles, Abebe",12271
2653,"Ise, John",12272
2654,"Glaeser, E",12273
2655,"Zhang, Zhenxuan",12274
2656,"Schone, BS",12275
2657,"Teague, Vanessa",12276
2658,"Staiger, D",12277
2659,"Schiantarelli, F",12278
2660,"HIGGINS, RS",12279
2661,"Salvanes, Kjell G.",12280
2662,"Burger, E.",12281
2663,"Portes, R",12282
2664,"Magruder, Jeremy",12283
2665,"Zarate, Roman A.",12284
2666,"Jastram, Roy W.",12285
2667,"Berry, Steven T.",12286
2668,"PACKER, AH",12287
2669,"Rippy, J. Fred",12288
2670,"Saez, Emmanuel",12289
2671,"Clark, Robert",12290
2672,"Price, CW",12291
2673,"Snell, Andy",12292
2674,"VINING, DR",12293
2675,"Volij, Oscar",12294
2676,"CHIPTY, T",12295
2677,"Greenstein, Shane",12296
2678,"HEAL, GM",12297
2679,"EHRENBERG, RG",12298
2680,"ORR, L",12299
2681,"KEELEY, MC",12300
2682,"Windmeijer, Frank",12301
2683,"Wu, YR",12302
2684,"Prat, A",12303
2685,"Vriend, Nicolaas J.",12304
2686,"CARLEVARO, F",12305
2687,"ROBINSON, R",12306
2688,"Zhuravskaya, E",12307
2689,"Bentolila, Samuel",12308
2690,"Letzler, Robert",12309
2691,"Alan, Sule",12310
2692,"GERSCHENKRON, A",12311
2693,"MASON, TI",12312
2694,"Grove, Wayne A.",12313
2695,"Bohn, H",12314
2696,"Lynham, John",12315
2697,"Schkade, D",12316
2698,"Olivetti, Claudia",12317
2699,"HUMMELS, D",12318
2700,"OSWALD, AJ",12319
2701,"SCHULTZ, TW",12320
2702,"SADKA, E",12321
2703,"Ciccone, A",12322
2704,"JOHNSTON, J",12323
2705,"Binzel, Christine",12324
2706,"Healy, Kieran",12325
2707,"LEIBENSTEIN, H",12326
2708,"MASSELL, BF",12327
2709,"JOY, L",12328
2710,"PREGL, Z",12329
2711,"BATOR, FM",12330
2712,"Hu, LJ",12331
2713,"SPYCHALSKI, JC",12332
2714,"Dunayevskaya, Raya",12333
2715,"MACKAY, DI",12334
2716,"HANCOCK, K",12335
2717,"Riley, Rebecca",12336
2718,"LAMBERTON, DM",12337
2719,"Scharf, Kimberley A.",12338
2720,"Setzler, Bradley",12339
2721,"HIRSCH, BT",12340
2722,"Beissner, Patrick",12341
2723,"MORLEY, SA",12342
2724,"Palme, M",12343
2725,"Chen, Y",12344
2726,"Jenkins, H. P. B.",12345
2727,"Roy, Rene",12346
2728,"Hine, RC",12347
2729,"WURTELE, ZS",12348
2730,"Robinson, JA",12349
2731,"SWAN, C",12350
2732,"Helm, Ines",12351
2733,"EICHENGREEN, B",12352
2734,"GUASCH, JL",12353
2735,"Smith, John H.",12354
2736,"Rosse, James N.",12355
2737,"Borghans, L",12356
2738,"Currie, D",12357
2739,"Haselmann, Rainer",12358
2740,"Payne, Collin R.",12359
2741,"De, Oindrila",12360
2742,"Troiano, Ugo",12361
2743,"COHEN, BI",12362
2744,"Finkelshtain, I",12363
2745,"Schiman, Jeffrey C.",12364
2746,"Mund, Vernon A.",12365
2747,"Shubik, M.",12366
2748,"Ponticelli, Jacopo",12367
2749,"Fernandez-Val, Ivan",12368
2750,"Johnson, S",12369
2751,"Wilson, Alistair J.",12370
2752,"LEVHARL, D",12371
2753,"Turner, John L.",12372
2754,"Thomas, CJ",12373
2755,"WORRALL, T",12374
2756,"BLANCHARD, O",12375
2757,"Jin, Wenchao",12376
2758,"ADLER, M",12377
2759,"Asplund, M",12378
2760,"LETWIN, WL",12379
2761,"Johannes, Michael",12380
2762,"Dagnelie, Olivier",12381
2763,"Barna, Tibor",12382
2764,"Fisher, WH",12383
2765,"Vickrey, William",12384
2766,"Corbi, Raphael",12385
2767,"Spriggs, WE",12386
2768,"Camerer, Colin F.",12387
2769,"VOTEY, HL",12388
2770,"Ormerod, P",12389
2771,"Poindexter, J. Carl",12390
2772,"VENABLES, AJ",12391
2773,"Kaufman, Alex",12392
2774,Ke Shaowei,12393
2775,"Venancio, Ana",12394
2776,"GLEZAKOS, C",12395
2777,"WILDE, LL",12396
2778,"KESSIDES, IN",12397
2779,"Meghir, Costas",12398
2780,"Rao, Gautam",12399
2781,"Zarnowitz, Victor",12400
2782,"GORDON, E",12401
2783,"Doleac, Jennifer L.",12402
2784,"RUDEBUSCH, GD",12403
2785,"Frederiksen, Anders",12404
2786,"McKenzie, LW",12405
2787,"Weckstein, R. S.",12406
2788,"Tertilt, Michele",12407
2789,"Shove, G. F.",12408
2790,"HARTMAN, R",12409
2791,"LEVINE, ME",12410
2792,"Kapetanios, George",12411
2793,"Shifa, Abdulaziz B.",12412
2794,"KAEMPFER, WH",12413
2795,"Galbiati, Roberto",12414
2796,"Porzio, Tommaso",12415
2797,"RIVLIN, AM",12416
2798,"Humphrey, Steven J.",12417
2799,"Wisdom, Jessica",12418
2800,"Allen, Roy",12419
2801,"ROBINSON, G",12420
2802,"Williams, D",12421
2803,"Engelmann, Dirk",12422
2804,"Bosworth, Steven J.",12423
2805,"Klein, L. R.",12424
2806,"Kircher, Philipp",12425
2807,"Magnac, T",12426
2808,"Al-Ubaydli, Omar",12427
2809,"Mitra, P",12428
2810,"Brandolini, Andrea",12429
2811,"Friedman, D",12430
2812,"MASTERS, SH",12431
2813,"Mester, LJ",12432
2814,"Ding, Tingting",12433
2815,"Lewis, R",12434
2816,"TANDON, P",12435
2817,"BALASSA, BA",12436
2818,"Guillebaud, C. W.",12437
2819,"Lyon, Leverett S.",12438
2820,"Chen, Yi-Chun",12439
2821,"Melvin, M",12440
2822,"Lumsdaine, RL",12441
2823,"BLOCK, MK",12442
2824,"Feenstra, R",12443
2825,"Lane, Nathan",12444
2826,"MILBOURNE, R",12445
2827,"Keil, M",12446
2828,"Fishman, Ram",12447
2829,"Kremer, M",12448
2830,"Kaplan, Greg",12449
2831,"ANDREWS, M",12450
2832,"Kujal, Praveen",12451
2833,"JAKUBSON, G",12452
2834,"Bernard, Andrew B.",12453
2835,"BUTLER, JS",12454
2836,"HOLTMANN, AG",12455
2837,"WEMELSFELDER, J",12456
2838,"Sadka, E",12457
2839,"Schofield, Heather",12458
2840,"YELLEN, JL",12459
2841,"Andrews, MJ",12460
2842,"TORREY, BB",12461
2843,"Schmitz, A",12462
2844,"Kan, Raymond",12463
2845,"Greif, A",12464
2846,"Kahn, S",12465
2847,"WALSH, V",12466
2848,"Walstad, W",12467
2849,"SIMMONS, P",12468
2850,"WALTERS, AA",12469
2851,"Autor, David",12470
2852,"THOMSON, HF",12471
2853,"Van, PH",12472
2854,"Bean, Robert W.",12473
2855,"BURT, OR",12474
2856,"Hart, PE",12475
2857,"Wrobel, Marian V.",12476
2858,"Armand, Alex",12477
2859,"STEKLER, H",12478
2860,"Schutz, Nicolas",12479
2861,"Long, BT",12480
2862,"JAGANNATHAN, R",12481
2863,"Johnson, E",12482
2864,"BARNOW, BS",12483
2865,"Grant, Matthew",12484
2866,"Sanz, Carlos",12485
2867,"Piolatto, Amedeo",12486
2868,"Henderson, Daniel J.",12487
2869,"Vroman, S",12488
2870,"BURMEISTER, E",12489
2871,"HALPERN, PJ",12490
2872,"Rubenson, Daniel",12491
2873,"Kuminoff, Nicolai V.",12492
2874,"CHATTERJEE, S",12493
2875,"Robst, J",12494
2876,"Stoffman, Noah",12495
2877,"Leuven, Edwin",12496
2878,"Hallock, KF",12497
2879,"Sandholtz, Wayne Aaron",12498
2880,"BOADWAY, R",12499
2881,"LELAND, H",12500
2882,"Crum, W. L.",12501
2883,"Nishimura, K",12502
2884,"FISHER, PG",12503
2885,"VOLIN, L",12504
2886,"Radde, Soeren",12505
2887,"FERREIRA, RD",12506
2888,"Heyes, Anthony",12507
2889,"Singell, LD",12508
2890,"PATEL, J",12509
2891,"Yafe, H",12510
2892,"CURRIE, D",12511
2893,"Zellner, Arnold",12512
2894,"Antecol, Heather",12513
2895,"Washbrook, E",12514
2896,"Imrohoroglu, A",12515
2897,"BERGER, AN",12516
2898,"Pezzin, LE",12517
2899,"POSSEN, UM",12518
2900,"Filipski, Mateusz",12519
2901,"Flores-Lagunes, A",12520
2902,"Hill, J",12521
2903,"RANIS, G",12522
2904,"Hemous, David",12523
2905,"Chancel, Lucas",12524
2906,"LIVIATAN, N",12525
2907,"KAUFMANN, JH",12526
2908,"HAUSE, JC",12527
2909,"Galperti, Simone",12528
2910,"Strobel, Martin",12529
2911,"Silberston, Aubrey",12530
2912,"Scott, A. D.",12531
2913,"NANTO, DK",12532
2914,"Hau, H",12533
2915,"Ferrero, Andrea",12534
2916,"MacGarvey, Charles J.",12535
2917,"HELLWIG, MF",12536
2918,"Kotlikoff, LJ",12537
2919,"SAPIR, A",12538
2920,"Just, David R.",12539
2921,"VERNON, R",12540
2922,"BEGG, DKH",12541
2923,"Cesur, Resul",12542
2924,"Schultz, C",12543
2925,"Evans, CL",12544
2926,"Stoye, Jorg",12545
2927,"Hacker, Louis M.",12546
2928,"Carr, J. L.",12547
2929,"Myerson, Roger B.",12548
2930,"Strausz, Roland",12549
2931,"Cahuc, Pierre",12550
2932,"Benhabib, J",12551
2933,"Clerides, Sofronis",12552
2934,"SCHOTTER, A",12553
2935,"Miller, Conrad",12554
2936,"WORKING, H",12555
2937,"Kuchler, Theresa",12556
2938,"Levitt, Steven",12557
2939,"Wydick, B",12558
2940,"Repetto, Luca",12559
2941,"Terrones, ME",12560
2942,"Strauss, Frederick",12561
2943,"Myers, Gordon",12562
2944,"Lee, Jinhyuk",12563
2945,"Luo, Ye",12564
2946,"WAUD, RN",12565
2947,"Abadir, KM",12566
2948,"HERSKOVITS, MJ",12567
2949,"AHMAD, S",12568
2950,"Anderson, BE",12569
2951,"Zidar, Owen",12570
2952,"Boskin, MJ",12571
2953,"Ghysels, E.",12572
2954,"Rebeck, K",12573
2955,"SCHUH, GE",12574
2956,"Working, Holbrook",12575
2957,"Ehlers, Lars",12576
2958,"Bresnahan, TF",12577
2959,"Kotok, E. I.",12578
2960,"Strulovici, Bruno",12579
2961,"Eliasz, P",12580
2962,"Bain, Joe S.",12581
2963,"Pavoni, Nicola",12582
2964,"Huber, Kilian",12583
2965,"Grampp, William D.",12584
2966,"Pandey, P",12585
2967,"List, John",12586
2968,"SPIEGELMAN, RG",12587
2969,"Rudik, Ivan",12588
2970,ROTHENBE.J,12589
2971,"SMITHSON, CW",12590
2972,"Spengler, Joseph J.",12591
2973,"Bengtsson, Niklas",12592
2974,"AVERY, C",12593
2975,"de Walque, Gregory",12594
2976,"Dynan, KE",12595
2977,"MORCK, R",12596
2978,"DOWNS, TW",12597
2979,"Hoeffler, Jan H.",12598
2980,"Dushi, I",12599
2981,"SEIVER, DA",12600
2982,"Ertac, Seda",12601
2983,"Khwaja, Asim Ijaz",12602
2984,"NOZICK, R",12603
2985,"Flandreau, Marc",12604
2986,"Haynes, M",12605
2987,"SANDLER, T",12606
2988,"Weinberg, Edgar",12607
2989,"Dickstein, Michael J.",12608
2990,"Kauppinen, Ilpo",12609
2991,"Morita, H",12610
2992,"NETZER, D",12611
2993,"SAMIEI, H",12612
2994,"BROWN, DG",12613
2995,"Sahay, R",12614
2996,"HORN, BL",12615
2997,"SLOAN, FA",12616
2998,"HAMADA, RS",12617
2999,"Fernandes, Ana",12618
3000,"Nash, John F., Jr.",12619
3001,"Cottani, JA",12620
3002,"BRIMMER, AF",12621
3003,"Long, Clarence D.",12622
3004,"OLIVERA, JHG",12623
3005,"Immervoll, Herwig",12624
3006,"Bronfenbrenner, Martin",12625
3007,"Ciccone, Antonio",12626
3008,"Ajello, Andrea",12627
3009,"Gallipoli, Giovanni",12628
3010,"Lepetyuk, Vadym",12629
3011,"CHWE, MSY",12630
3012,"Brandts, J",12631
3013,"BEEBE, JH",12632
3014,"MUNK, KJ",12633
3015,"Loewenstein, George",12634
3016,"CRIPPS, TF",12635
3017,"Robinson, Nehemiah",12636
3018,"ESPINOSA, J",12637
3019,"Angrist, Joshua D.",12638
3020,"RAPOPORT, J",12639
3021,"MCINTOSH, J",12640
3022,"von Ehrlich, Maximilian",12641
3023,"Staiger, RW",12642
3024,"Stolper, W. F.",12643
3025,"Markose, SM",12644
3026,"Kudamatsu, M",12645
3027,"Lin, Xiaoji",12646
3028,"KHAN, MA",12647
3029,"Wright, Helen",12648
3030,"Freeman, Mark C.",12649
3031,"Ferreira, Fernando",12650
3032,"Herrnstadt, Irwin L.",12651
3033,"Gordon, Sidartha",12652
3034,"BRANCH, B",12653
3035,"CUTLER, DM",12654
3036,"Reyes, Jessica Wolpaw",12655
3037,"Aizenman, J",12656
3038,"Besley, T",12657
3039,"Morton, Anton S.",12658
3040,"GODFREY, LG",12659
3041,"SHAANAN, J",12660
3042,"MAYNARD, G",12661
3043,"Yemane, Alshadye",12662
3044,"CORNWALL, J",12663
3045,"ASCHOFF, J",12664
3046,"Spiegler, Ran",12665
3047,"Michaud, Pierre-Carl",12666
3048,"MICKLEWRIGHT, J",12667
3049,"GRETHER, ET",12668
3050,"Pradhan, Menno",12669
3051,"Wu, Stephen",12670
3052,"Kimball, MS",12671
3053,"KHATKHATE, DR",12672
3054,"HELLIWELL, JF",12673
3055,"DEATON, A",12674
3056,"JOERDING, W",12675
3057,"Schneider, P. H.",12676
3058,"Qin, Bei",12677
3059,"Devereux, MP",12678
3060,"Cruz-Aguayo, Yyannu",12679
3061,"Lleras-Muney, A",12680
3062,"ROEMER, JE",12681
3063,"Baez, Javier",12682
3064,"HEY, JD",12683
3065,"Pongou, Roland",12684
3066,"HARRIS, JR",12685
3067,"Robertson, D. H.",12686
3068,"LEMIEUX, T",12687
3069,"THISSE, JF",12688
3070,"Gonzalez, Libertad",12689
3071,"JAMES, DW",12690
3072,"Kalemli-Ozcan, S",12691
3073,"Weber, Andrea",12692
3074,"Armantier, Olivier",12693
3075,"Drake, L",12694
3076,"VICKREY, WS",12695
3077,"Segerstrom, PS",12696
3078,"Jarmin, Ron",12697
3079,"LOEWENSTEIN, G",12698
3080,"Weintraub, Robert E.",12699
3081,"VONHOHENBALKEN, B",12700
3082,"Tew, B.",12701
3083,"HESTER, DD",12702
3084,"Matthews, Steven A.",12703
3085,"VANAGS, A",12704
3086,"BICKSLER, JL",12705
3087,"CLINE, WR",12706
3088,"Triantis, S. G.",12707
3089,"PEARSE, PH",12708
3090,"Becker, WE",12709
3091,"ANTONIOU, A",12710
3092,"Kyle, Jordan",12711
3093,"Bettinger, EP",12712
3094,"Embrey, Matthew",12713
3095,"ONIKI, H",12714
3096,"Hansen, GD",12715
3097,"PERRI, TJ",12716
3098,"Graham, FC",12717
3099,"Davis, Horace B.",12718
3100,"Schram, Arthur",12719
3101,"MOSSIN, J",12720
3102,"AARON, H",12721
3103,"Froehlich, Walter",12722
3104,"Goldenweiser, E. A.",12723
3105,"Preinreich, Gariel A. D.",12724
3106,"Lemos, Renata",12725
3107,"Schoar, Antoinette",12726
3108,"RAINEY, RB",12727
3109,"Hicks, Ursula K.",12728
3110,HELMBERG.P,12729
3111,"BERGSTROM, T",12730
3112,"JONES, PR",12731
3113,"Flynn, MA",12732
3114,"Konigs, Sebastian",12733
3115,"STEWART, JB",12734
3116,"Grunberg, Emile",12735
3117,"KAHANA, N",12736
3118,"BALK, BM",12737
3119,"ZIETZ, J",12738
3120,"Manso, Gustavo",12739
3121,"ARANT, WD",12740
3122,"FARBER, HS",12741
3123,"EINHORN, HA",12742
3124,"KOLM, SC",12743
3125,"Iacovone, Leonardo",12744
3126,"Shapiro, I",12745
3127,"Mullainathan, Sendhil",12746
3128,"Ruggles, Richard",12747
3129,"POSTLEWAITE, A",12748
3130,"Lee, William",12749
3131,"Stanca, Luca",12750
3132,"NAPLES, MI",12751
3133,"Suedekum, Jens",12752
3134,"SCHARFSTEIN, DS",12753
3135,"BARKER, TS",12754
3136,"Pavan, A",12755
3137,"Santoni, M",12756
3138,"Hotchkiss, JL",12757
3139,"Lutfalla, Georges",12758
3140,"KAIN, JF",12759
3141,"GILBERT, G",12760
3142,"Fan, Haichao",12761
3143,"Ali, S. Nageeb",12762
3144,"Stromberg, David",12763
3145,"FREY, BS",12764
3146,KHACHATU.TS,12765
3147,"Schnell, Molly",12766
3148,"CETIN, H",12767
3149,"GRACE, HS",12768
3150,"Lindh, T",12769
3151,"Burgess, Robin",12770
3152,"Sargent, Thomas J.",12771
3153,"Stevens, Ibrahim",12772
3154,"Venkatesh, Arjun",12773
3155,"Newell, Ben Rhodri",12774
3156,"Edwards, Edgar O.",12775
3157,"FARMER, REA",12776
3158,"Vegh, CA",12777
3159,"COOK, JP",12778
3160,"Dhingra, Swati",12779
3161,"STEGER, WA",12780
3162,"Warburton, Clark",12781
3163,"CALVO, GA",12782
3164,"Stokey, Nancy L.",12783
3165,"MATTHEWS, S",12784
3166,"Small, KA",12785
3167,"Lo Duca, Marco",12786
3168,"Duh, Josephine",12787
3169,"CRASWELL, R",12788
3170,"OSHIMA, HT",12789
3171,"Rebeck, Ken",12790
3172,"MORIGUCHI, C",12791
3173,"Brandts, Jordi",12792
3174,"Ritchie, J. Muriel",12793
3175,"CLARK, CS",12794
3176,"WOLKOWITZ, B",12795
3177,"NAQVI, KA",12796
3178,"RHODES, GF",12797
3179,"STONE, R",12798
3180,"Makower, H.",12799
3181,"Nicita, Alessandro",12800
3182,"Levine, DK",12801
3183,"Burns, Eveline M.",12802
3184,"Snowberg, Erik",12803
3185,"Archibong, Belinda",12804
3186,"FRIEDLAND, C",12805
3187,"SORENSON, J",12806
3188,"Hargreaves-Heap, S",12807
3189,"Calcott, P",12808
3190,"Slinger, H. W.",12809
3191,"Carvalho, Vasco M.",12810
3192,"JEWKES, J",12811
3193,"TIDEMAN, TN",12812
3194,"MCCLELLAND, WG",12813
3195,"PASHIGIAN, BP",12814
3196,"WAKAR, A",12815
3197,"Meckel, Katherine",12816
3198,"LABAND, DN",12817
3199,"McKinney, CN",12818
3200,"Rodgers, WM",12819
3201,"Zerom, Dawit",12820
3202,"Bidner, Chris",12821
3203,"HARRIGAN, F",12822
3204,"EPPLE, D",12823
3205,"BUSSCHAU, WJ",12824
3206,"Kagel, JH",12825
3207,"AIGNER, DJ",12826
3208,"Court, L. M.",12827
3209,"ADLER, D",12828
3210,"Pantano, Juan",12829
3211,"Munley, Vincent G.",12830
3212,"Cooper, W. W.",12831
3213,"REDISCH, M",12832
3214,"KEELER, TE",12833
3215,"HADDAD, L",12834
3216,"Vriend, NJ",12835
3217,"Gruener, Hans Peter",12836
3218,"Carruth, Alan",12837
3219,"Vishny, RW",12838
3220,"MARTIN, N",12839
3221,"WATSON, AM",12840
3222,"SCHMEIDLER, D",12841
3223,"Raetzel, Steffen",12842
3224,"MALMQUIST, DH",12843
3225,"ARNOULD, RJ",12844
3226,"Danielson, A",12845
3227,"Juselius, Katarina",12846
3228,"STEINMEIER, TL",12847
3229,"VAHEY, SP",12848
3230,"BOEHM, V",12849
3231,"Rosenthal, L",12850
3232,"Colm, Gerhard",12851
3233,"Perotti, R",12852
3234,"Siegfried, JJ",12853
3235,"Balbuzanov, Ivan",12854
3236,"Fernandez, Jose M.",12855
3237,"GREENWALD, B",12856
3238,"DAVIES, SW",12857
3239,"HAUSMAN, J",12858
3240,"de Bromhead, Alan",12859
3241,"Abdellaoui, Mohammed",12860
3242,"MUDAMBI, R",12861
3243,"Salter, Leonard A., Jr.",12862
3244,"Nelson, Benjamin D.",12863
3245,"Autor, DH",12864
3246,"Stabile, Mark",12865
3247,"Felli, L",12866
3248,"CARDOSO, EA",12867
3249,"Tang, Heiwai",12868
3250,"KAFKA, A",12869
3251,"GROUT, PA",12870
3252,"COOLEY, DE",12871
3253,"Jacobi, Liana",12872
3254,"Scheinkman, Jose A.",12873
3255,"Bruce, A",12874
3256,"Weisskopf, Walter A.",12875
3257,"Harper, Michael J.",12876
3258,"Weiss, Harry",12877
3259,"Meyers, Albert L.",12878
3260,"Fand, David I.",12879
3261,"HAMILTON, MT",12880
3262,"MATHIOS, AD",12881
3263,"Starr, Sonja",12882
3264,"Yorukoglu, M",12883
3265,"WONNACOTT, RJ",12884
3266,"Daniel, Betty C.",12885
3267,"GORDON, DF",12886
3268,"RANGAZAS, P",12887
3269,"Ozak, Omer",12888
3270,"OWENS, A",12889
3271,"Calvo, Guillermo A.",12890
3272,"CAMPBELL, BO",12891
3273,"KULESHOV, A",12892
3274,"HERFINDAHL, OC",12893
3275,"Steuerle, CE",12894
3276,"Pippenger, John",12895
3277,"MORSE, LC",12896
3278,"JOVICIC, M",12897
3279,"van Praag, BMS",12898
3280,"SCHWARTZ, ES",12899
3281,"van Ours, Jan C.",12900
3282,"Southey, C",12901
3283,"Paserman, M. Daniele",12902
3284,"Hawkes, DD",12903
3285,"Dixon, Huw",12904
3286,"Reeb, David M.",12905
3287,"SARGENT, JR",12906
3288,"HORST, T",12907
3289,"Smith, RJ",12908
3290,"Desai, MA",12909
3291,"WESSON, J",12910
3292,"VICKERY, C",12911
3293,"Dechezlepretre, Antoine",12912
3294,"Boly, Amadou",12913
3295,"DERVIS, K",12914
3296,"Strange, WC",12915
3297,"Holmstroem, Bengt",12916
3298,"COWAN, R",12917
3299,"MILGROM, P",12918
3300,"TABB, WK",12919
3301,"Mansfield, Edwin",12920
3302,"Matthews, Peter Hans",12921
3303,"Lettau, M",12922
3304,"Zhang, Lei",12923
3305,"Stock, James H.",12924
3306,"Poterbe, James",12925
3307,"Levitt, S",12926
3308,"Edmonston, J. Harvey",12927
3309,"Sleet, Christopher",12928
3310,"STONE, JA",12929
3311,"STARR, RM",12930
3312,"ROBINSON, PM",12931
3313,"HARTWICK, JM",12932
3314,"Hoover, Edgar M.",12933
3315,"Chau, Nancy H.",12934
3316,"Smeeding, TM",12935
3317,"Menendez, A",12936
3318,"Maffry, August",12937
3319,"Fischer, R",12938
3320,"NORTON, HS",12939
3321,"Romm, Assaf",12940
3322,"D'acunto, Francesco",12941
3323,"BETSON, D",12942
3324,"Park, Andreas",12943
3325,"Vohra, Rajiv",12944
3326,"Mukherjee, Arijit",12945
3327,"Eisner, R.",12946
3328,"RUETER, F",12947
3329,"MICHAELY, M",12948
3330,"CRUTCHFIELD, JA",12949
3331,"Chalkley, M",12950
3332,"KIMMEL, J",12951
3333,"BARTEN, AP",12952
3334,"NETTL, JP",12953
3335,"BINNUN, G",12954
3336,"ROTEMBERG, JJ",12955
3337,"Dillenberger, David",12956
3338,"Molinari, Francesca",12957
3339,"BEHRMAN, J",12958
3340,"Michalopoulos, Stelios",12959
3341,"Dodd, Edward L.",12960
3342,"Stock, Wendy A.",12961
3343,"GEORGE, KD",12962
3344,"PINERA, J",12963
3345,"SHACKLE, GLS",12964
3346,"LEBARON, AD",12965
3347,"Dierker, E",12966
3348,"STANBURY, WT",12967
3349,"Corlett, W. J.",12968
3350,"BHASKAR, V",12969
3351,"Adler, Hans A.",12970
3352,"Smith, Jeremy",12971
3353,"Vespa, Emanuel",12972
3354,"Xie, Huan",12973
3355,"Helper, S",12974
3356,"Healy, Kent T.",12975
3357,"Thorp, Susan",12976
3358,"Brandt, L",12977
3359,"Wang, Hai",12978
3360,"Page, T",12979
3361,"KINGSTON, GH",12980
3362,"RUGMAN, AM",12981
3363,"Talvi, Ernesto",12982
3364,"SAMUELSON, P",12983
3365,"Sarle, Charles F.",12984
3366,"Watkins, Myron W.",12985
3367,"BURBIDGE, JB",12986
3368,"Estevan, Fernanda",12987
3369,"SUNDRUM, RM",12988
3370,"Mollerstrom, Johanna",12989
3371,"Miller, J. Don, Jr.",12990
3372,"Reed, W. Robert",12991
3373,"ONITSUKA, Y",12992
3374,"De Rock, Bram",12993
3375,"Powdthavee, Nattavudh",12994
3376,"Keane, MP",12995
3377,"Papaioannou, Elias",12996
3378,"Magnac, Thierry",12997
3379,"Scholz, JK",12998
3380,"De Groote, Olivier",12999
3381,"LEIMER, DR",13000
3382,"Rich, J",13001
3383,"Sullivan, D",13002
3384,"Tricaud, Clemence",13003
3385,"DRIFFILL, J",13004
3386,"HART, WR",13005
3387,"BUTCHER, KF",13006
3388,"REILLY, B",13007
3389,"Storrie, D",13008
3390,"Rivlin, AM",13009
3391,"Hay, JR",13010
3392,"FOGARTY, MP",13011
3393,"Vesterlund, L",13012
3394,"CARROLL, CD",13013
3395,"POLACHEK, S",13014
3396,"BONIN, JM",13015
3397,"Philipson, T",13016
3398,"Engstrom, Eric",13017
3399,"Jones, Christina",13018
3400,"Goeree, Jacob K.",13019
3401,"Veall, MR",13020
3402,"MISHAN, EJ",13021
3403,"Kramarz, F",13022
3404,"Blank, David M.",13023
3405,"Pauly, MV",13024
3406,"Benyishay, Ariel",13025
3407,"Braggion, Fabio",13026
3408,"David, Joel M.",13027
3409,"Blomberg, SB",13028
3410,"Johnston, Bruce F.",13029
3411,"CHAREMZA, WW",13030
3412,"Kim, Kyungmin",13031
3413,"BAZERMAN, MH",13032
3414,"SMALE, S",13033
3415,"BRETON, A",13034
3416,"Swinkels, Jeroen M.",13035
3417,"Tahoun, Ahmed",13036
3418,"PETERS, S",13037
3419,"ELTIS, WA",13038
3420,"CRAVEN, J",13039
3421,"Bentzel, R.",13040
3422,"Fernandez-Val, I.",13041
3423,"Cole, Harold L.",13042
3424,"COOPER, WH",13043
3425,"Bose, Nayana",13044
3426,"NEVILE, JW",13045
3427,"RIMMER, D",13046
3428,"GARNAUT, R",13047
3429,"MINGO, JJ",13048
3430,"CAMPBELL, HF",13049
3431,"IRELAND, NJ",13050
3432,"Scheuer, Florian",13051
3433,"BERGSTRAND, JH",13052
3434,"Bastianello, Lorenzo",13053
3435,"Guay, Alain",13054
3436,"Parker, JA",13055
