,metadata,last name,first name
707,"Groen, Jeffrey A.",Groen, Jeffrey A.
708,"Polivka, Anne E.",Polivka, Anne E.
709,"Belasen, Ariel R.",Belasen, Ariel R.
710,"Polachek, Solomon W.",Polachek, Solomon W.
711,"Mcintosh, Molly Fifer",Mcintosh, Molly Fifer
712,"Barro, Robert J.",Barro, Robert J.
713,"Ursua, Jose F.",Ursua, Jose F.
714,"Gabaix, Xavier",Gabaix, Xavier
715,"Gourio, Francois",Gourio, Francois
716,"Martin, Ian W. R.",Martin, Ian W. R.
717,"Burman, Leonard E.",Burman, Leonard E.
718,"Geissler, Christopher",Geissler, Christopher
719,"Toder, Eric J.",Toder, Eric J.
720,"Poterba, James",Poterba, James
721,"Sinai, Todd",Sinai, Todd
722,"Metcalf, Gilbert E.",Metcalf, Gilbert E.
723,"Easterly, William",Easterly, William
724,"Rodrik, Dani",Rodrik, Dani
725,"Gonzalez De Lara, Yadira",Gonzalez De Lara, Yadira
726,"Greif, Avner",Greif, Avner
727,"Jha, Saumitra",Jha, Saumitra
728,"Rajan, Raghuram G.",Rajan, Raghuram G.
729,"Esty, Daniel C.",Esty, Daniel C.
730,"Feldstein, Martin",Feldstein, Martin
731,"Baldwin, Richard",Baldwin, Richard
732,"Berglof, Erik",Berglof, Erik
733,"Burkart, Mike",Burkart, Mike
734,"Friebel, Guldo",Friebel, Guldo
735,"Paltseva, Elena",Paltseva, Elena
736,"Favero, Carlo",Favero, Carlo
737,"Giavazzi, Francesco",Giavazzi, Francesco
738,"Chiappori, Pierre-Andre",Chiappori, Pierre-Andre
739,"Salanie, Bernard",Salanie, Bernard
740,"Daily, Glenn",Daily, Glenn
741,"Hendel, Igal",Hendel, Igal
742,"Lizzeri, Alessandro",Lizzeri, Alessandro
743,"Cutler, David M.",Cutler, David M.
744,"Finkelstein, Amy",Finkelstein, Amy
745,"Mcgarry, Kathleen",Mcgarry, Kathleen
746,"Armel, K. Carrie",Armel, K. Carrie
747,"Rangel, Antonio",Rangel, Antonio
748,"Caplin, Andrew",Caplin, Andrew
749,"Dean, Mark",Dean, Mark
750,"Brocas, Isabelle",Brocas, Isabelle
752,"Ali, S. Nageeb",Ali, S. Nageeb
754,"Kartik, Navin",Kartik, Navin
755,"Palfrey, Thomas R.",Palfrey, Thomas R.
756,"Gerardi, Dino",Gerardi, Dino
757,"Yariv, Leeat",Yariv, Leeat
758,"Battaglini, Marco",Battaglini, Marco
759,"Morton, Rebecca B.",Morton, Rebecca B.
761,"Prendergast, Canice",Prendergast, Canice
762,"Besley, Timothy",Besley, Timothy
763,"Ghatak, Maitreesh",Ghatak, Maitreesh
764,"Akerlof, George A.",Akerlof, George A.
765,"Kranton, Rachel E.",Kranton, Rachel E.
767,"Meads, Neil",Meads, Neil
768,"Surico, Paolo",Surico, Paolo
769,"Blinder, Alan S.",Blinder, Alan S.
770,"Morgan, John",Morgan, John
771,"Romer, Christina D.",Romer, Christina D.
772,"Romer, David H.",Romer, David H.
773,"Colander, David",Colander, David
774,"Howitt, Peter",Howitt, Peter
775,"Kirman, Alan",Kirman, Alan
776,"Leijonhufvud, Axel",Leijonhufvud, Axel
777,"Mehrling, Perry",Mehrling, Perry
778,"Brock, William A.",Brock, William A.
779,"Durlauf, Steven N.",Durlauf, Steven N.
780,"Rondina, Giacomo",Rondina, Giacomo
781,"Lebaron, Blake",Lebaron, Blake
782,"Tesfatsion, Leigh",Tesfatsion, Leigh
783,"Hoover, Kevin D.",Hoover, Kevin D.
784,"Johansen, Soren",Johansen, Soren
785,"Juselius, Katarina",Juselius, Katarina
786,"Petrongolo, Barbara",Petrongolo, Barbara
787,"Pissarides, Christopher A.",Pissarides, Christopher A.
788,"Davis, Steven J.",Davis, Steven J.
789,"Shimer, Robert",Shimer, Robert
790,"Kyle, Albert S.",Kyle, Albert S.
791,"Viswanathan, S.",Viswanathan, S.
792,"Chakraborty, Archishman",Chakraborty, Archishman
793,"Yilmaz, Bilge",Yilmaz, Bilge
794,"Peng, Lin",Peng, Lin
795,"Roell, Ailsa",Roell, Ailsa
796,"Bodie, Zvi",Bodie, Zvi
797,"Ruffino, Doriana",Ruffino, Doriana
798,"Treussard, Jonathan",Treussard, Jonathan
799,"Gomes, Francisco J.",Gomes, Francisco J.
800,"Kotlikoff, Laurence J.",Kotlikoff, Laurence J.
801,"Viceira, Luis M.",Viceira, Luis M.
802,"Brown, Jeffrey R.",Brown, Jeffrey R.
803,"Kling, Jeffrey R.",Kling, Jeffrey R.
804,"Mullainathan, Sendhil",Mullainathan, Sendhil
805,"Wrobel, Marian V.",Wrobel, Marian V.
806,"Bostic, Raphael W.",Bostic, Raphael W.
807,"Lee, Kwan Ok",Lee, Kwan Ok
808,"Charles, Kerwin Kofi",Charles, Kerwin Kofi
809,"Hurst, Erik",Hurst, Erik
810,"Stephens, Melvin, Jr.",Stephens, Melvin
811,"Tufano, Peter",Tufano, Peter
812,"Lane, Philip R.",Lane, Philip R.
813,"Milesi-Ferretti, Gian Maria",Milesi-Ferretti, Gian Maria
814,"Hau, Harald",Hau, Harald
815,"Rey, Helene",Rey, Helene
816,"Reinhart, Carmen M.",Reinhart, Carmen M.
817,"Rogoff, Kenneth S.",Rogoff, Kenneth S.
818,"Altonji, Joseph G.",Altonji, Joseph G.
819,"Elder, Todd E.",Elder, Todd E.
820,"Taber, Christopher R.",Taber, Christopher R.
821,"Bhattacharya, Jay",Bhattacharya, Jay
822,"Shaikh, Azeem M.",Shaikh, Azeem M.
823,"Vytlacil, Edward",Vytlacil, Edward
824,"Li, Qi",Li, Qi
825,"Racine, Jeffrey S.",Racine, Jeffrey S.
826,"Wooldridge, Jeffrey M.",Wooldridge, Jeffrey M.
827,"Goldin, Claudia",Goldin, Claudia
828,"Katz, Lawrence F.",Katz, Lawrence F.
829,"Fryer, Roland G.",Fryer, Roland G.
830,"Levitt, Steven D.",Levitt, Steven D.
831,"List, John A.",List, John A.
832,"Andersen, Steffen",Andersen, Steffen
833,"Bulte, Erwin",Bulte, Erwin
834,"Gneezy, Uri",Gneezy, Uri
836,"Rodgers, William M., Iii",Rodgers, William M.
837,"Card, David",Card, David
838,"Blank, Rebecca M.",Blank, Rebecca M.
839,"Jefferson, Philip N.",Jefferson, Philip N.
840,"Hoover, Gary A.",Hoover, Gary A.
841,"Enders, Walter",Enders, Walter
842,"Freeman, Donald G.",Freeman, Donald G.
843,"Buckles, Kasey",Buckles, Kasey
844,"Mammen, Kristin",Mammen, Kristin
845,"Lusardi, Annamaria",Lusardi, Annamaria
846,"Mitchell, Olivia S.",Mitchell, Olivia S.
847,"Agnew, Julie R.",Agnew, Julie R.
848,"Anderson, Lisa R.",Anderson, Lisa R.
849,"Gerlach, Jeffrey R.",Gerlach, Jeffrey R.
850,"Szykman, Lisa R.",Szykman, Lisa R.
851,"Goldberg, Pinelopi Koujianou",Goldberg, Pinelopi Koujianou
852,"Hellerstein, Rebecca",Hellerstein, Rebecca
853,"Nakamura, Emi",Nakamura, Emi
854,"Burstein, Ariel",Burstein, Ariel
855,"Hellwig, Christian",Hellwig, Christian
856,"Arkolakis, Costas",Arkolakis, Costas
857,"Demidova, Svetlana",Demidova, Svetlana
858,"Klenow, Peter J.",Klenow, Peter J.
859,"Rodriguez-Clare, Andres",Rodriguez-Clare, Andres
860,"Aw, Bee Yan",Aw, Bee Yan
861,"Roberts, Mark J.",Roberts, Mark J.
862,"Xu, Daniel Y.",Xu, Daniel Y.
864,"Krishna, Kala",Krishna, Kala
865,"Case, Anne",Case, Anne
867,"Deaton, Angus",Deaton, Angus
868,"Peracchi, Franco",Peracchi, Franco
869,"Duflo, Esther",Duflo, Esther
870,"Kremer, Michael",Kremer, Michael
871,"Robinson, Jonathan",Robinson, Jonathan
872,"Banerjee, Abhijit V.",Banerjee, Abhijit V.
876,"Kshetramade, Mayuresh",Kshetramade, Mayuresh
877,"Aguero, Jorge M.",Aguero, Jorge M.
878,"Marks, Mindy S.",Marks, Mindy S.
879,"Field, Erica",Field, Erica
880,"Levinson, Matthew",Levinson, Matthew
881,"Pande, Rohini",Pande, Rohini
882,"Visaria, Sujata",Visaria, Sujata
883,"Camacho, Adriana",Camacho, Adriana
884,"Arunachalam, Raj",Arunachalam, Raj
885,"Shah, Manisha",Shah, Manisha
886,"Clark, Gregory",Clark, Gregory
887,"O'Rourke, Kevin H.",O'Rourke, Kevin H.
888,"Taylor, Alan M.",Taylor, Alan M.
889,"Jacks, David S.",Jacks, David S.
890,"Meissner, Christopher A.",Meissner, Christopher A.
891,"Novy, Dennis",Novy, Dennis
892,"Quinn, Dennis P.",Quinn, Dennis P.
893,"Voth, Hans-Joachim",Voth, Hans-Joachim
894,"Walstad, William B.",Walstad, William B.
895,"Buckles, Stephen",Buckles, Stephen
897,"Rebeck, Ken",Rebeck, Ken
898,"Schaur, Georg",Schaur, Georg
899,"Watts, Michael",Watts, Michael
900,"Becker, William E.",Becker, William E.
901,"Hao, Lingxin",Hao, Lingxin
902,"Hotz, V. Joseph",Hotz, V. Joseph
903,"Jin, Ginger Z.",Jin, Ginger Z.
904,"Sefton, James",Sefton, James
905,"Van De Ven, Justin",Van De Ven, Justin
906,"Weale, Martin",Weale, Martin
907,"Yang, Dean",Yang, Dean
908,"Beine, Michel",Beine, Michel
909,"Docquier, Frederic",Docquier, Frederic
910,"Rapoport, Hillel",Rapoport, Hillel
911,"Castello-Climent, Amparo",Castello-Climent, Amparo
912,"Domenech, Rafael",Domenech, Rafael
913,"Lee, Jihong",Lee, Jihong
914,"Meade, Ellen E.",Meade, Ellen E.
915,"Stasavage, David",Stasavage, David
916,"Cornand, Camille",Cornand, Camille
917,"Heinemann, Frank",Heinemann, Frank
918,"Temin, Peter",Temin, Peter
920,"Levy, Haim",Levy, Haim
921,"Klonner, Stefan",Klonner, Stefan
922,"Rablen, Matthew D.",Rablen, Matthew D.
923,"Harrison, Glenn W.",Harrison, Glenn W.
926,"Brandenburger, Adam",Brandenburger, Adam
927,"Friedenberg, Amanda",Friedenberg, Amanda
928,"Keisler, H. Jerome",Keisler, H. Jerome
929,"Manso, Gustavo",Manso, Gustavo
930,"Roth, Alvin E.",Roth, Alvin E.
931,"Battu, Harminder",Battu, Harminder
932,"Ma, Ada",Ma, Ada
933,"Phimister, Euan",Phimister, Euan
935,"Kourtellos, Andros",Kourtellos, Andros
936,"Tan, Chih Ming",Tan, Chih Ming
937,"Ermisch, John",Ermisch, John
938,"Pronzato, Chiara",Pronzato, Chiara
939,"Faraglia, Elisa",Faraglia, Elisa
940,"Marcet, Albert",Marcet, Albert
941,"Scott, Andrew",Scott, Andrew
942,"Fonseca, Miguel A.",Fonseca, Miguel A.
943,"Normann, Hans-Theo",Normann, Hans-Theo
944,"Gai, Prasanna",Gai, Prasanna
945,"Kapadia, Sujit",Kapadia, Sujit
946,"Millard, Stephen",Millard, Stephen
947,"Perez, Ander",Perez, Ander
948,"Horstmann, Ignatius J.",Horstmann, Ignatius J.
949,"Scharf, Kimberley A.",Scharf, Kimberley A.
950,"Maurer, Juergen",Maurer, Juergen
951,"Meier, Andre",Meier, Andre
952,"Nosbusch, Yves",Nosbusch, Yves
953,"Rathelot, Roland",Rathelot, Roland
954,"Sillard, Patrick",Sillard, Patrick
955,"Booth, Alison L.",Booth, Alison L.
956,"Van Ours, Jan C.",Van Ours, Jan C.
957,"Connolly, Sara",Connolly, Sara
958,"Gregory, Mary",Gregory, Mary
959,"Dearden, Lorraine",Dearden, Lorraine
960,"Fitzsimons, Emla",Fitzsimons, Emla
961,"Goodman, Alissa",Goodman, Alissa
962,"Kaplan, Greg",Kaplan, Greg
967,"Paull, Gillian",Paull, Gillian
968,"Konrad, Kai A.",Konrad, Kai A.
969,"Kessing, Sebastian G.",Kessing, Sebastian G.
970,"Seidmann, Daniel J.",Seidmann, Daniel J.
971,"Ho, Teck H.",Ho, Teck H.
972,"Wang, Xin",Wang, Xin
973,"Camerer, Colin F.",Camerer, Colin F.
974,"Bag, Parimal Kanti",Bag, Parimal Kanti
975,"Roy, Santanu",Roy, Santanu
976,"Carpenter, Jeffrey",Carpenter, Jeffrey
977,"Holmes, Jessica",Holmes, Jessica
978,"Matthews, Peter Hans",Matthews, Peter Hans
979,"Blumenschein, Karen",Blumenschein, Karen
980,"Blomquist, Glenn C.",Blomquist, Glenn C.
982,"Horn, Nancy",Horn, Nancy
983,"Freeman, Patricia",Freeman, Patricia
984,"Propper, Carol",Propper, Carol
985,"Burgess, Simon",Burgess, Simon
986,"Gossage, Denise",Gossage, Denise
987,"Delfgaauw, Josse",Delfgaauw, Josse
988,"Dur, Robert",Dur, Robert
989,"Brandts, Jordi",Brandts, Jordi
990,"Pezanis-Christou, Paul",Pezanis-Christou, Paul
991,"Schram, Arthur",Schram, Arthur
992,"Dolan, Paul",Dolan, Paul
993,"Kahneman, Daniel",Kahneman, Daniel
994,"Lalive, Rafael",Lalive, Rafael
996,"Zweimueller, Josef",Zweimueller, Josef
997,"Shupp, Robert S.",Shupp, Robert S.
998,"Williams, Arlington W.",Williams, Arlington W.
999,"Melitz, Marc J.",Melitz, Marc J.
1000,"Ottaviano, Giancarlo I. P.",Ottaviano, Giancarlo I. P.
1001,"Tomz, Michael",Tomz, Michael
1002,"Goldstein, Judith L.",Goldstein, Judith L.
1003,"Rivers, Douglas",Rivers, Douglas
1004,"Rose, Andrew K.",Rose, Andrew K.
1005,"Rothstein, Jesse",Rothstein, Jesse
1006,"Hoxby, Caroline A.",Hoxby, Caroline A.
1007,"Barwell, Richard D.",Barwell, Richard D.
1008,"Schweitzer, Mark E.",Schweitzer, Mark E.
1009,"Bauer, Thomas",Bauer, Thomas
1010,"Bonin, Holger",Bonin, Holger
1011,"Goette, Lorenz",Goette, Lorenz
1014,"Cook, Philip J.",Cook, Philip J.
1015,"Ludwig, Jens",Ludwig, Jens
1016,"Venkatesh, Sudhir",Venkatesh, Sudhir
1017,"Braga, Anthony A.",Braga, Anthony A.
1018,"Devicienti, Francesco",Devicienti, Francesco
1019,"Maida, Agata",Maida, Agata
1020,"Sestito, Paolo",Sestito, Paolo
1024,"Leigh, Andrew",Leigh, Andrew
1025,"Sutton, John",Sutton, John
1026,"Goux, Dominique",Goux, Dominique
1027,"Maurin, Eric",Maurin, Eric
1028,"Pischke, Joern-Steffen",Pischke, Joern-Steffen
1029,"Rubinstein, Ariel",Rubinstein, Ariel
1030,"Cordella, Tito",Cordella, Tito
1031,"Dell'Ariccia, Giovanni",Dell'Ariccia, Giovanni
1032,"Gintis, Herbert",Gintis, Herbert
1034,"Spiegel, Mark M.",Spiegel, Mark M.
1035,"Parsley, David C.",Parsley, David C.
1036,"Wei, Shang-Jin",Wei, Shang-Jin
1038,"Araujo, Luis",Araujo, Luis
1039,"Minetti, Raoul",Minetti, Raoul
1040,"Gruener, Hans Peter",Gruener, Hans Peter
1041,"Schils, Ruediger",Schils, Ruediger
1042,"Giannitsarou, Chryssi",Giannitsarou, Chryssi
1043,"Collard, Fabrice",Collard, Fabrice
1044,"Dellas, Harris",Dellas, Harris
1045,"Postel-Vinay, Fabien",Postel-Vinay, Fabien
1046,"Turon, Helene",Turon, Helene
1047,"Li, Hongbin",Li, Hongbin
1048,"Liu, Pak Wai",Liu, Pak Wai
1049,"Zhang, Junsen",Zhang, Junsen
1050,"Ma, Ning",Ma, Ning
1051,"Piccione, Michele",Piccione, Michele
1053,"Chen, Yongmin",Chen, Yongmin
1054,"Riordan, Michael H.",Riordan, Michael H.
1055,"Ray, Debraj",Ray, Debraj
1056,"Baland, Jean-Marie",Baland, Jean-Marie
1057,"Dagnelie, Olivier",Dagnelie, Olivier
1058,"Schultz, Christian",Schultz, Christian
1059,"Nocke, Volker",Nocke, Volker
1060,"Peitz, Martin",Peitz, Martin
1061,"Rigdon, Mary L.",Rigdon, Mary L.
1062,"Mccabe, Kevin A.",Mccabe, Kevin A.
1063,"Smith, Vernon L.",Smith, Vernon L.
1064,"Fong, Christina M.",Fong, Christina M.
1065,"Maximiano, Sandra",Maximiano, Sandra
1066,"Sloof, Randolph",Sloof, Randolph
1067,"Sonnemans, Joep",Sonnemans, Joep
1068,"Charness, Gary",Charness, Gary
1069,"Levine, David I.",Levine, David I.
1070,"Huck, Steffen",Huck, Steffen
1072,"Mueller, Wieland",Mueller, Wieland
1074,"Aktas, Nihat",Aktas, Nihat
1075,"De Bodt, Eric",De Bodt, Eric
1076,"Roll, Richard",Roll, Richard
1077,"Roeller, Lars-Hendrik",Roeller, Lars-Hendrik
1078,"Machin, Stephen",Machin, Stephen
1079,"Mcnally, Sandra",Mcnally, Sandra
1080,"Silva, Olmo",Silva, Olmo
1081,"Friederich, Sylvain",Friederich, Sylvain
1082,"Payne, Richard",Payne, Richard
1083,"Phelps, Edmund S.",Phelps, Edmund S.
1084,"Autor, David H.",Autor, David H.
1085,"Kerr, William R.",Kerr, William R.
1086,"Kugler, Adriana D.",Kugler, Adriana D.
1087,"Boeri, Tito",Boeri, Tito
1088,"Garibaldi, Pietro",Garibaldi, Pietro
1089,"Brugemann, Bjorn",Brugemann, Bjorn
1090,"Cahuc, Pierre",Cahuc, Pierre
1091,"Koeniger, Winfried",Koeniger, Winfried
1092,"Faggio, Giulia",Faggio, Giulia
1093,"Nickell, Stephen",Nickell, Stephen
1094,"Kahn, Lawrence M.",Kahn, Lawrence M.
1096,"Prat, Julien",Prat, Julien
1097,"Macleod, W. Bentley",Macleod, W. Bentley
1098,"Nakavachara, Voraprapa",Nakavachara, Voraprapa
1099,"Messina, Julian",Messina, Julian
1100,"Vallanti, Giovanna",Vallanti, Giovanna
1101,"Hutchinson, Kevin P.",Hutchinson, Kevin P.
1102,"Yates, Andrew J.",Yates, Andrew J.
1103,"Mccormick, Robert E.",Mccormick, Robert E.
1104,"Tollison, Robert D.",Tollison, Robert D.
1105,"Cunha, Flavio",Cunha, Flavio
1106,"Heckman, James",Heckman, James
1107,"Wolpin, Kenneth I.",Wolpin, Kenneth I.
1109,"Keane, Michael",Keane, Michael
1110,"Khwaja, Ahmed",Khwaja, Ahmed
1111,"Salm, Martin",Salm, Martin
1112,"Silverman, Dan",Silverman, Dan
1113,"Geweke, John",Geweke, John
1114,"Bloch, Francis",Bloch, Francis
1115,"Genicot, Garance",Genicot, Garance
1117,"Bramoulle, Yann",Bramoulle, Yann
1118,"Kranton, Rachel",Kranton, Rachel
1119,"Fafchamps, Marcel",Fafchamps, Marcel
1120,"Gubert, Flore",Gubert, Flore
1121,"Allcott, Hunt",Allcott, Hunt
1122,"Karlan, Dean",Karlan, Dean
1123,"Mobius, Markus M.",Mobius, Markus M.
1124,"Rosenblat, Tanya S.",Rosenblat, Tanya S.
1125,"Szeidl, Adam",Szeidl, Adam
1126,"Calvo-Armengol, Antoni",Calvo-Armengol, Antoni
1127,"De Marti, Joan",De Marti, Joan
1128,"Jackson, Matthew O.",Jackson, Matthew O.
1130,"Gale, Douglas M.",Gale, Douglas M.
1131,"Kariv, Shachar",Kariv, Shachar
1132,"Black, Dan A.",Black, Dan A.
1133,"Galdo, Jose",Galdo, Jose
1134,"Smith, Jeffrey A.",Smith, Jeffrey A.
1137,"Chetty, Raj",Chetty, Raj
1138,"Weber, Andrea",Weber, Andrea
1140,"Duggan, Mark G.",Duggan, Mark G.
1141,"Bergemann, Dirk",Bergemann, Dirk
1142,"Morris, Stephen",Morris, Stephen
1143,"Athey, Susan",Athey, Susan
1144,"Segal, Ilya",Segal, Ilya
1145,"Compte, Olivier",Compte, Olivier
1146,"Jehiel, Philippe",Jehiel, Philippe
1147,"Glimcher, Paul William",Glimcher, Paul William
1148,"Kable, Joseph",Kable, Joseph
1149,"Louie, Kenway",Louie, Kenway
1152,"Choi, Syngjoo",Choi, Syngjoo
1153,"Fisman, Raymond",Fisman, Raymond
1156,"Brunnermeier, Markus K.",Brunnermeier, Markus K.
1157,"Gollier, Christian",Gollier, Christian
1158,"Parker, Jonathan A.",Parker, Jonathan A.
1159,"Eliaz, Kfir",Eliaz, Kfir
1161,"Battigalli, Pierpaolo",Battigalli, Pierpaolo
1162,"Dufwenberg, Martin",Dufwenberg, Martin
1164,"Schmidt, Klaus A.",Schmidt, Klaus A.
1165,"Hart, Oliver",Hart, Oliver
1166,"Moore, John",Moore, John
1168,"Garleanu, Nicolae",Garleanu, Nicolae
1169,"Pedersen, Lasse Heje",Pedersen, Lasse Heje
1170,"Lagos, Ricardo",Lagos, Ricardo
1171,"Rocheteau, Guillaume",Rocheteau, Guillaume
1172,"Duffie, Darrell",Duffie, Darrell
1174,"Hendershott, Terrence",Hendershott, Terrence
1175,"Seasholes, Mark S.",Seasholes, Mark S.
1176,"Mitchell, Mark",Mitchell, Mark
1178,"Pulvino, Todd",Pulvino, Todd
1179,"Ashcraft, Adam B.",Ashcraft, Adam B.
1181,"Dynan, Karen E.",Dynan, Karen E.
1182,"Ravina, Enrichetta",Ravina, Enrichetta
1183,"Ravn, Morten O.",Ravn, Morten O.
1184,"Schmitt-Grohe, Stephanie",Schmitt-Grohe, Stephanie
1185,"Uribe, Martin",Uribe, Martin
1186,"Uhlig, Harald",Uhlig, Harald
1187,"Abel, Andrew B.",Abel, Andrew B.
1188,"Eberly, Janice C.",Eberly, Janice C.
1189,"Panageas, Stavros",Panageas, Stavros
1190,"Bloom, Nick",Bloom, Nick
1191,"Sundaresan, Suresh",Sundaresan, Suresh
1192,"Wang, Neng",Wang, Neng
1193,"Quinn, Stephen",Quinn, Stephen
1194,"Roberds, William",Roberds, William
1195,"Rousseau, Peter L.",Rousseau, Peter L.
1196,"Weiman, David F.",Weiman, David F.
1197,"James, John A.",James, John A.
1198,"Velde, Francois R.",Velde, Francois R.
1199,"Grubb, Farley",Grubb, Farley
1200,"Silber, William L.",Silber, William L.
1201,"Nason, James M.",Nason, James M.
1203,"Occhino, Filippo",Occhino, Filippo
1204,"Oosterlinck, Kim",Oosterlinck, Kim
1205,"White, Eugene N.",White, Eugene N.
1206,"Gavazza, Alessandro",Gavazza, Alessandro
1208,"Levy, Gilat",Levy, Gilat
1209,"Mattozzi, Andrea",Mattozzi, Andrea
1210,"Merlo, Antonio",Merlo, Antonio
1211,"Bourguignon, Francois",Bourguignon, Francois
1212,"Sundberg, Mark",Sundberg, Mark
1213,"Rajan, Raghuram",Rajan, Raghuram
1214,"Subramanian, Arvind",Subramanian, Arvind
1216,"Burnside, Craig",Burnside, Craig
1217,"Eichenbaum, Martin",Eichenbaum, Martin
1218,"Rebelo, Sergio",Rebelo, Sergio
1219,"Alvarez, Fernando",Alvarez, Fernando
1220,"Atkeson, Andrew",Atkeson, Andrew
1221,"Kehoe, Patrick J.",Kehoe, Patrick J.
1222,"Bacchetta, Philippe",Bacchetta, Philippe
1223,"Van Wincoop, Eric",Van Wincoop, Eric
1224,"Dekle, Robert",Dekle, Robert
1225,"Eaton, Jonathan",Eaton, Jonathan
1226,"Kortum, Samuel",Kortum, Samuel
1227,"Ghironi, Fabio",Ghironi, Fabio
1231,"Asiedu, Elizabeth",Asiedu, Elizabeth
1232,"Freeman, James A.",Freeman, James A.
1233,"Reed, Deborah",Reed, Deborah
1234,"Danziger, Sheldon",Danziger, Sheldon
1235,"Gelan, Abera",Gelan, Abera
1236,"Fealing, Kaye Husbands",Fealing, Kaye Husbands
1237,"Peoples, James",Peoples, James
1238,"Ong, Paul",Ong, Paul
1239,"Mar, Don",Mar, Don
1240,"Minier, Jenny",Minier, Jenny
1241,"Blankenau, William F.",Blankenau, William F.
1242,"Simpson, Nicole B.",Simpson, Nicole B.
1243,"Tomljanovich, Marc",Tomljanovich, Marc
1244,"Carroll, Anne",Carroll, Anne
1245,"Corman, Hope",Corman, Hope
1246,"Noonan, Kelly",Noonan, Kelly
1247,"Reichman, Nancy E.",Reichman, Nancy E.
1248,"Pabilonia, Sabrina Wulff",Pabilonia, Sabrina Wulff
1249,"Ward-Batts, Jennifer",Ward-Batts, Jennifer
1250,"Reyes, Jessica Wolpaw",Reyes, Jessica Wolpaw
1251,"Amuedo-Dorantes, Catalina",Amuedo-Dorantes, Catalina
1252,"Bansak, Cynthia",Bansak, Cynthia
1253,"Raphael, Steven",Raphael, Steven
1254,"Hotchkiss, Julie L.",Hotchkiss, Julie L.
1255,"Pitts, M. Melinda",Pitts, M. Melinda
1256,"Hilmer, Christiana",Hilmer, Christiana
1257,"Hilmer, Michael",Hilmer, Michael
1258,"Goldman, Dana",Goldman, Dana
1259,"Philipson, Tomas J.",Philipson, Tomas J.
1260,"Murphy, Kevin M.",Murphy, Kevin M.
1261,"Topel, Robert H.",Topel, Robert H.
1262,"Lichtenberg, Frank R.",Lichtenberg, Frank R.
1263,"Perrigne, Isabelle",Perrigne, Isabelle
1264,"Vuong, Quang",Vuong, Quang
1265,"Aguirregabiria, Victor",Aguirregabiria, Victor
1266,"Mira, Pedro",Mira, Pedro
1267,"Roman, Hernan",Roman, Hernan
1268,"Chapman, James T. E.",Chapman, James T. E.
1269,"Mcadams, David",Mcadams, David
1270,"Paarsch, Harry J.",Paarsch, Harry J.
1271,"Bajari, Patrick",Bajari, Patrick
1272,"Fox, Jeremy T.",Fox, Jeremy T.
1273,"Ryan, Stephen P.",Ryan, Stephen P.
1274,"Bernheim, B. Douglas",Bernheim, B. Douglas
1276,"Gul, Faruk",Gul, Faruk
1277,"Pesendorfer, Wolfgang",Pesendorfer, Wolfgang
1278,"Koszegi, Botond",Koszegi, Botond
1279,"Rabin, Matthew",Rabin, Matthew
1280,"Bergstrom, Theodore C.",Bergstrom, Theodore C.
1281,"Rayo, Luis",Rayo, Luis
1282,"Becker, Gary S.",Becker, Gary S.
1283,"Robson, Arthur J.",Robson, Arthur J.
1284,"Kaplan, Hillard S.",Kaplan, Hillard S.
1286,"Samuelson, Larry",Samuelson, Larry
1287,"Oyer, Paul",Oyer, Paul
1288,"Grove, Wayne A.",Grove, Wayne A.
1289,"Wu, Stephen",Wu, Stephen
1292,"Krueger, Alan B.",Krueger, Alan B.
1293,"Levitt, Steven",Levitt, Steven
1294,"Poterbe, James",Poterbe, James
1295,"Cunat, Alejandro",Cunat, Alejandro
1296,"Maffezzoli, Marco",Maffezzoli, Marco
1297,"Adam, Klaus",Adam, Klaus
1298,"Rosenkranz, Stephanie",Rosenkranz, Stephanie
1299,"Schmitz, Patrick W.",Schmitz, Patrick W.
1300,"Sweeting, Andrew",Sweeting, Andrew
1301,"Conde-Ruiz, J. Ignacio",Conde-Ruiz, J. Ignacio
1302,"Profeta, Paola",Profeta, Paola
1303,"Canova, Fabio",Canova, Fabio
1304,"Pappa, Evi",Pappa, Evi
1305,"Webb, David C.",Webb, David C.
1306,"Jacobsson, Fredric",Jacobsson, Fredric
1308,"Borgquist, Lars",Borgquist, Lars
1309,"Anderberg, Dan",Anderberg, Dan
1310,"Andersson, Fredrik",Andersson, Fredrik
1311,"Alonso-Carrera, Jaime",Alonso-Carrera, Jaime
1312,"Caballe, Jordi",Caballe, Jordi
1313,"Raurich, Xavier",Raurich, Xavier
1314,"Escriche, Luisa",Escriche, Luisa
1315,"Di Tommaso, Maria L.",Di Tommaso, Maria L.
1316,"Raiser, Martin",Raiser, Martin
1317,"Weeks, Melvyn",Weeks, Melvyn
1319,"Sarafidis, Yianis",Sarafidis, Yianis
1320,"Feldman, Naomi E.",Feldman, Naomi E.
1321,"Slemrod, Joel",Slemrod, Joel
1322,"Bayer, Patrick",Bayer, Patrick
1323,"Timmins, Christopher",Timmins, Christopher
1324,"Leonardi, Marco",Leonardi, Marco
1326,"Fredriksson, Peter",Fredriksson, Peter
1327,"Holmlund, Bertil",Holmlund, Bertil
1329,"Aslund, Olof",Aslund, Olof
1330,"Rooth, Dan-Olof",Rooth, Dan-Olof
1331,"Gueth, Werner",Gueth, Werner
