,metadata,ArticleID,index,last name,first name
420252,"Lavy, Victor",23418,,Lavy, Victor
420253,"Sand, Edith",23418,,Sand, Edith
420318,"Pons, Vincent",23419,,Pons, Vincent
420319,"Liegey, Guillaume",23419,,Liegey, Guillaume
420369,"Zhang, Y. Jane",23420,,Zhang, Y. Jane
420413,"Aghion, Philippe",23421,,Aghion, Philippe
420414,"Akcigit, Ufuk",23421,,Akcigit, Ufuk
420415,"Bergeaud, Antonin",23421,,Bergeaud, Antonin
420416,"Blundell, Richard",23421,,Blundell, Richard
420417,"Hemous, David",23421,,Hemous, David
420471,"Arkolakis, Costas",23422,,Arkolakis, Costas
420472,"Costinot, Arnaud",23422,,Costinot, Arnaud
420473,"Donaldson, Dave",23422,,Donaldson, Dave
420474,"Rodriguez-Clare, Andrs",23422,,Rodriguez-Clare, Andrs
420522,"Azevedo, Eduardo M.",23423,,Azevedo, Eduardo M.
420523,"Budish, Eric",23423,,Budish, Eric
420569,"Azoulay, Pierre",23424,,Azoulay, Pierre
420570,"Zivin, Joshua S. Graff",23424,,Zivin, Joshua S. Graff
420571,"Li, Danielle",23424,,Li, Danielle
420572,"Sampat, Bhaven N.",23424,,Sampat, Bhaven N.
420639,"Bagger, Jesper",23425,,Bagger, Jesper
420640,"Lentz, Rasmus",23425,,Lentz, Rasmus
420696,"Bertrand, Marianne",23426,,Bertrand, Marianne
420697,"Black, Sandra E.",23426,,Black, Sandra E.
420698,"Jensen, Sissel",23426,,Jensen, Sissel
420699,"Lleras-Muney, Adriana",23426,,Lleras-Muney, Adriana
420753,"Cunha, Jesse M.",23427,,Cunha, Jesse M.
420754,"De Giorgi, Giacomo",23427,,De Giorgi, Giacomo
420755,"Jayachandran, Seema",23427,,Jayachandran, Seema
420816,"Dovis, Alessandro",23428,,Dovis, Alessandro
420872,"Enke, Benjamin",23429,,Enke, Benjamin
420873,"Zimmermann, Florian",23429,,Zimmermann, Florian
420932,"Fajgelbaum, Pablo D.",23430,,Fajgelbaum, Pablo D.
420933,"Morales, Eduardo",23430,,Morales, Eduardo
420934,"Serrato, Juan Carlos Suarez",23430,,Serrato, Juan Carlos Suarez
420935,"Zidar, Owen",23430,,Zidar, Owen
421000,"Fang, Zheng",23431,,Fang, Zheng
421001,"Santos, Andres",23431,,Santos, Andres
421052,"Rampini, Adriano A.",23432,,Rampini, Adriano A.
421053,"Viswanathan, S.",23432,,Viswanathan, S.
421094,"Chiappori, Pierre-Andre",23433,,Chiappori, Pierre-Andre
421095,"Salanie, Bernard",23433,,Salanie, Bernard
421096,"Salanie, Francois",23433,,Salanie, Francois
421097,"Gandhi, Amit",23433,,Gandhi, Amit
421145,"Beissner, Patrick",23434,,Beissner, Patrick
421146,"Riedel, Frank",23434,,Riedel, Frank
421192,"Che, Yeon-Koo",23435,,Che, Yeon-Koo
421193,"Kim, Jinwoo",23435,,Kim, Jinwoo
421194,"Kojima, Fuhito",23435,,Kojima, Fuhito
421245,"Demuynck, Thomas",23436,,Demuynck, Thomas
421246,"Herings, P. Jean-Jacques",23436,,Herings, P. Jean-Jacques
421247,"Saulle, Riccardo D.",23436,,Saulle, Riccardo D.
421248,"Seel, Christian",23436,,Seel, Christian
421294,"Itskhoki, Oleg",23437,,Itskhoki, Oleg
421295,"Moll, Benjamin",23437,,Moll, Benjamin
421340,"Breza, Emily",23438,,Breza, Emily
421341,"Chandrasekhar, Arun G.",23438,,Chandrasekhar, Arun G.
421389,"Eckstein, Zvi",23439,,Eckstein, Zvi
421390,"Keane, Michael",23439,,Keane, Michael
421391,"Lifshitz, Osnat",23439,,Lifshitz, Osnat
421441,"Bayer, Christian",23440,,Bayer, Christian
421442,"Luetticke, Ralph",23440,,Luetticke, Ralph
421443,Lien Pham-Dao,23440,,Lien Pham-Dao,MISSING
421444,"Tjaden, Volker",23440,,Tjaden, Volker
421514,"Gayle, George-Levi",23441,,Gayle, George-Levi
421515,"Shephard, Andrew",23441,,Shephard, Andrew
421563,"Gourieroux, C.",23442,,Gourieroux, C.
421564,"Monfort, A.",23442,,Monfort, A.
421565,"Zakoian, J. -M.",23442,,Zakoian, J. -M.
421615,"Zimmerman, Seth D.",23443,,Zimmerman, Seth D.
421665,"Criscuolo, Chiara",23444,,Criscuolo, Chiara
421666,"Martin, Ralf",23444,,Martin, Ralf
421667,"Overman, Henry G.",23444,,Overman, Henry G.
421668,"Van Reenen, John",23444,,Van Reenen, John
421723,"Garcia-Schmidt, Mariana",23445,,Garcia-Schmidt, Mariana
421724,"Woodford, Michael",23445,,Woodford, Michael
421765,"Giorcelli, Michela",23446,,Giorcelli, Michela
421814,"Davis, Donald R.",23447,,Davis, Donald R.
421815,"Dingel, Jonathan I.",23447,,Dingel, Jonathan I.
421866,"Abowd, John M.",23448,,Abowd, John M.
421867,"Schmutte, Ian M.",23448,,Schmutte, Ian M.
421922,"Sampat, Bhaven",23449,,Sampat, Bhaven
421923,"Williams, Heidi L.",23449,,Williams, Heidi L.
421988,"Khan, Adnan Q.",23450,,Khan, Adnan Q.
421989,"Khwaja, Asim Ijaz",23450,,Khwaja, Asim Ijaz
421990,"Olken, Benjamin A.",23450,,Olken, Benjamin A.
422035,"Di Tella, Sebastian",23451,,Di Tella, Sebastian
422077,"Coibion, Olivier",23452,,Coibion, Olivier
422078,"Gorodnichenko, Yuriy",23452,,Gorodnichenko, Yuriy
422079,"Hong, Gee Hee",23452,,Hong, Gee Hee
422120,"Hastings, Justine",23453,,Hastings, Justine
422121,"Shapiro, Jesse M.",23453,,Shapiro, Jesse M.
422191,"Ohanian, Lee E.",23454,,Ohanian, Lee E.
422192,"Restrepo-Echavarria, Paulina",23454,,Restrepo-Echavarria, Paulina
422193,"Wright, Mark L. J.",23454,,Wright, Mark L. J.
422241,"Jensen, Robert",23455,,Jensen, Robert
422242,"Miller, Nolan H.",23455,,Miller, Nolan H.
422294,"Choi, Albert H.",23456,,Choi, Albert H.
422295,"Spier, Kathryn E.",23456,,Spier, Kathryn E.
422355,"Fudenberg, Drew",23457,,Fudenberg, Drew
422356,"Strack, Philipp",23457,,Strack, Philipp
422357,"Strzalecki, Tomasz",23457,,Strzalecki, Tomasz
422412,"Dubois, Pierre",23458,,Dubois, Pierre
422413,"Lasio, Laura",23458,,Lasio, Laura
422461,"Hamilton, Barton H.",23459,,Hamilton, Barton H.
422462,"Jungheim, Emily",23459,,Jungheim, Emily
422463,"Mcmanus, Brian",23459,,Mcmanus, Brian
422464,"Pantano, Juan",23459,,Pantano, Juan
422512,"Casaburi, Lorenzo",23460,,Casaburi, Lorenzo
422513,"Willis, Jack",23460,,Willis, Jack
422583,"Shapiro, Joseph S.",23461,,Shapiro, Joseph S.
422584,"Walker, Reed",23461,,Walker, Reed
422652,"Monte, Ferdinando",23462,,Monte, Ferdinando
422653,"Redding, Stephen J.",23462,,Redding, Stephen J.
422654,"Rossi-Hansberg, Esteban",23462,,Rossi-Hansberg, Esteban
422708,"Chen, Kaiji",23463,,Chen, Kaiji
422709,"Ren, Jue",23463,,Ren, Jue
422710,"Zha, Tao",23463,,Zha, Tao
422781,"Walters, Christopher R.",23464,,Walters, Christopher R.
422851,"Bailey, Michael",23465,,Bailey, Michael
422852,"Cao, Ruiqing",23465,,Cao, Ruiqing
422853,"Kuchler, Theresa",23465,,Kuchler, Theresa
422854,"Stroebel, Johannes",23465,,Stroebel, Johannes
422922,"Benkert, Jean-Michel",23466,,Benkert, Jean-Michel
422923,"Netzer, Nick",23466,,Netzer, Nick
422987,"Cornelissen, Thomas",23467,,Cornelissen, Thomas
422988,"Dustmann, Christian",23467,,Dustmann, Christian
422989,"Raute, Anna",23467,,Raute, Anna
422990,"Schonberg, Uta",23467,,Schonberg, Uta
423045,"Dellavigna, Stefano",23468,,Dellavigna, Stefano
423046,"Pope, Devin",23468,,Pope, Devin
423112,"Dur, Umut",23469,,Dur, Umut
423113,"Kominers, Scott Duke",23469,,Kominers, Scott Duke
423114,"Pathak, Parag A.",23469,,Pathak, Parag A.
423115,"Sonmez, Tayfun",23469,,Sonmez, Tayfun
423184,"Luo, Yao",23470,,Luo, Yao
423185,"Perrigne, Isabelle",23470,,Perrigne, Isabelle
423186,"Vuong, Quang",23470,,Vuong, Quang
423257,"Sugaya, Takuo",23471,,Sugaya, Takuo
423258,"Wolitzky, Alexander",23471,,Wolitzky, Alexander
423314,"Todd, Petra",23472,,Todd, Petra
423315,"Wolpin, Kenneth I.",23472,,Wolpin, Kenneth I.
423367,"Battaglini, Marco",23473,,Battaglini, Marco
423368,"Patacchini, Eleonora",23473,,Patacchini, Eleonora
423409,"Johnston, Andrew C.",23474,,Johnston, Andrew C.
423410,"Mas, Alexandre",23474,,Mas, Alexandre
423453,"Agrawal, David R.",23475,,Agrawal, David R.
423454,"Hoyt, William H.",23475,,Hoyt, William H.
423492,"Ashournia, Damoun",23476,,Ashournia, Damoun
423532,"Castello-Climent, Amparo",23477,,Castello-Climent, Amparo
423533,"Chaudhary, Latika",23477,,Chaudhary, Latika
423534,"Mukhopadhyay, Abhiroop",23477,,Mukhopadhyay, Abhiroop
423587,"Durrmeyer, Isis",23478,,Durrmeyer, Isis
423588,"Samano, Mario",23478,,Samano, Mario
423631,"Edwards, Griffin",23479,,Edwards, Griffin
423632,"Nesson, Erik",23479,,Nesson, Erik
423633,"Robinson, Joshua J.",23479,,Robinson, Joshua J.
423634,"Vars, Fredrick",23479,,Vars, Fredrick
423678,"Gathmann, Christina",23480,,Gathmann, Christina
423679,"Keller, Nicolas",23480,,Keller, Nicolas
423721,"Mengel, Friederike",23481,,Mengel, Friederike
423764,"Michalopoulos, Stelios",23482,,Michalopoulos, Stelios
423765,"Naghavi, Alireza",23482,,Naghavi, Alireza
423766,"Prarolo, Giovanni",23482,,Prarolo, Giovanni
423807,"Ferraro, Domenico",23483,,Ferraro, Domenico
423808,"Peretto, Pietro F.",23483,,Peretto, Pietro F.
423848,"Piffer, Michele",23484,,Piffer, Michele
423849,"Podstawski, Maximilian",23484,,Podstawski, Maximilian
423889,"Qureshi, Javaeria A.",23485,,Qureshi, Javaeria A.
423948,"Repetto, Luca",23486,,Repetto, Luca
424001,"Gaubert, Cecile",23487,,Gaubert, Cecile
424061,"De Quidt, Jonathan",23488,,De Quidt, Jonathan
424062,"Haushofer, Johannes",23488,,Haushofer, Johannes
424063,"Roth, Christopher",23488,,Roth, Christopher
424143,"Fredriksson, Peter",23489,,Fredriksson, Peter
424144,"Hensvik, Lena",23489,,Hensvik, Lena
424145,"Skans, Oskar Nordstrom",23489,,Skans, Oskar Nordstrom
424217,"Juhasz, Reka",23490,,Juhasz, Reka
424278,"Carrell, Scott E.",23491,,Carrell, Scott E.
424279,"Hoekstra, Mark",23491,,Hoekstra, Mark
424280,"Kuka, Elira",23491,,Kuka, Elira
424347,"Colacito, Ric",23492,,Colacito, Ric
424348,"Croce, Max",23492,,Croce, Max
424349,"Ho, Steven",23492,,Ho, Steven
424350,"Howard, Philip",23492,,Howard, Philip
424402,"Acemoglu, Daron",23493,,Acemoglu, Daron
424403,"Akcigit, Ufuk",23493,,Akcigit, Ufuk
424404,"Alp, Harun",23493,,Alp, Harun
424405,"Bloom, Nicholas",23493,,Bloom, Nicholas
424406,"Kerr, William",23493,,Kerr, William
424482,"Kitamura, Yuichi",23494,,Kitamura, Yuichi
424483,"Stoye, Jorg",23494,,Stoye, Jorg
424548,"Chernozhukov, Victor",23495,,Chernozhukov, Victor
424549,"Fernandez-Val, Ivan",23495,,Fernandez-Val, Ivan
424550,"Luo, Ye",23495,,Luo, Ye
424608,"Lee, Sokbae",23496,,Lee, Sokbae
424609,"Salanie, Bernard",23496,,Salanie, Bernard
424673,"Chen, Xiaohong",23497,,Chen, Xiaohong
424674,"Christensen, Timothy M.",23497,,Christensen, Timothy M.
424675,"Tamer, Elie",23497,,Tamer, Elie
424724,"Miller, Joshua B.",23498,,Miller, Joshua B.
424725,"Sanjurjo, Adam",23498,,Sanjurjo, Adam
424814,"Attanasio, Orazio",23499,,Attanasio, Orazio
424815,"Levell, Peter",23499,,Levell, Peter
424816,"Low, Hamish",23499,,Low, Hamish
424817,"Sanchez-Marcos, Virginia",23499,,Sanchez-Marcos, Virginia
424882,"Dell, Melissa",23500,,Dell, Melissa
424883,"Lane, Nathan",23500,,Lane, Nathan
424884,"Querubin, Pablo",23500,,Querubin, Pablo
424949,"Duflo, Esther",23501,,Duflo, Esther
424950,"Greenstone, Michael",23501,,Greenstone, Michael
424951,"Pande, Rohini",23501,,Pande, Rohini
424952,"Ryan, Nicholas",23501,,Ryan, Nicholas
425018,"Einav, Liran",23502,,Einav, Liran
425019,"Finkelstein, Amy",23502,,Finkelstein, Amy
425020,"Mahoney, Neale",23502,,Mahoney, Neale
425081,"Schennach, Susanne M.",23503,,Schennach, Susanne M.
425133,"Amodio, Francesco",23504,,Amodio, Francesco
425134,"Di Maio, Michele",23504,,Di Maio, Michele
425177,"Angelucci, Manuela",23505,,Angelucci, Manuela
425178,"De Giorgi, Giacomo",23505,,De Giorgi, Giacomo
425179,"Rasul, Imran",23505,,Rasul, Imran
425239,"Beach, Brian",23506,,Beach, Brian
425240,"Hanlon, W. Walker",23506,,Hanlon, W. Walker
425295,"Cheng, Yuk-Shing",23507,,Cheng, Yuk-Shing
425296,"Chung, Kim-Sau",23507,,Chung, Kim-Sau
425349,"Choy, James P.",23508,,Choy, James P.
425397,"Cohn, Alain",23509,,Cohn, Alain
425398,"Marechal, Michel Andre",23509,,Marechal, Michel Andre
425448,"Combes, Jean-Louis",23510,,Combes, Jean-Louis
425449,"Debrun, Xavier",23510,,Debrun, Xavier
425450,"Minea, Alexandru",23510,,Minea, Alexandru
425451,"Tapsoba, Rene",23510,,Tapsoba, Rene
425496,"Guimaraes, Bernardo",23511,,Guimaraes, Bernardo
425497,"Machado, Caio",23511,,Machado, Caio
425556,"Harris, Matthew C.",23512,,Harris, Matthew C.
425557,"Kohn, Jennifer L.",23512,,Kohn, Jennifer L.
425600,"Calzolari, Giacomo",23513,,Calzolari, Giacomo
425601,"Ichino, Andrea",23513,,Ichino, Andrea
425602,"Manaresi, Francesco",23513,,Manaresi, Francesco
425603,"Nellas, Viki",23513,,Nellas, Viki
425647,"Panagopoulos, Andreas",23514,,Panagopoulos, Andreas
425648,"Park, In-Uck",23514,,Park, In-Uck
425700,"Sin, Isabelle",23515,,Sin, Isabelle
425753,"Suesse, Marvin",23516,,Suesse, Marvin
425799,"Falk, Armin",23517,,Falk, Armin
425800,"Becker, Anke",23517,,Becker, Anke
425801,"Dohmen, Thomas",23517,,Dohmen, Thomas
425802,"Enke, Benjamin",23517,,Enke, Benjamin
425803,"Huffman, David",23517,,Huffman, David
425804,"Sunde, Uwe",23517,,Sunde, Uwe
425850,"Kueng, Lorenz",23518,,Kueng, Lorenz
425890,"Dickstein, Michael J.",23519,,Dickstein, Michael J.
425891,"Morales, Eduardo",23519,,Morales, Eduardo
425933,"Mertens, Karel",23520,,Mertens, Karel
425934,"Olea, Jose Luis Montiel",23520,,Olea, Jose Luis Montiel
425989,"Arnold, David",23521,,Arnold, David
425990,"Dobbie, Will",23521,,Dobbie, Will
425991,"Yang, Crystal S.",23521,,Yang, Crystal S.
426036,"Nakamura, Emi",23522,,Nakamura, Emi
426037,"Steinsson, Jon",23522,,Steinsson, Jon
426038,"Sun, Patrick",23522,,Sun, Patrick
426039,"Villar, Daniel",23522,,Villar, Daniel
426093,"Spenkuch, Jorg L.",23523,,Spenkuch, Jorg L.
426094,"Toniatti, David",23523,,Toniatti, David
426136,"Cantoni, Davide",23524,,Cantoni, Davide
426137,"Dittmar, Jeremiah",23524,,Dittmar, Jeremiah
426138,"Yuchtman, Noam",23524,,Yuchtman, Noam
426202,"Gomes, Renato",23525,,Gomes, Renato
426203,"Tirole, Jean",23525,,Tirole, Jean
426270,"Shi, Shouyong",23526,,Shi, Shouyong
426271,"Delacroix, Alain",23526,,Delacroix, Alain
426316,Thanh Nguyen,23527,,Thanh Nguyen,MISSING
426317,"Vohra, Rakesh",23527,,Vohra, Rakesh
426357,"Xu, Guo",23528,,Xu, Guo
426414,"Condra, Luke N.",23529,,Condra, Luke N.
426415,"Long, James D.",23529,,Long, James D.
426416,"Shaver, Andrew C.",23529,,Shaver, Andrew C.
426417,"Wright, Austin L.",23529,,Wright, Austin L.
426496,"Eliason, Paul J.",23530,,Eliason, Paul J.
426497,"Grieco, Paul L. E.",23530,,Grieco, Paul L. E.
426498,"Mcdevitt, Ryan C.",23530,,Mcdevitt, Ryan C.
426499,"Roberts, James W.",23530,,Roberts, James W.
426547,"Kuziemko, Ilyana",23531,,Kuziemko, Ilyana
426548,"Washington, Ebonya",23531,,Washington, Ebonya
426591,"Blumenstock, Joshua",23532,,Blumenstock, Joshua
426592,"Callen, Michael",23532,,Callen, Michael
426593,"Ghani, Tarek",23532,,Ghani, Tarek
426679,"Powell, David",23533,,Powell, David
426680,"Seabury, Seth",23533,,Seabury, Seth
426747,"Jones, Charles I.",23534,,Jones, Charles I.
426748,"Kim, Jihee",23534,,Kim, Jihee
426789,"Jackson, C. Kirabo",23535,,Jackson, C. Kirabo
426831,"Ortner, Juan",23536,,Ortner, Juan
426832,"Chassang, Sylvain",23536,,Chassang, Sylvain
426893,"Becker, Gary S.",23537,,Becker, Gary S.
426894,"Kominers, Scott Duke",23537,,Kominers, Scott Duke
426895,"Murphy, Kevin M.",23537,,Murphy, Kevin M.
426896,"Spenkuch, Jorg L.",23537,,Spenkuch, Jorg L.
426957,"Blundell, Richard",23538,,Blundell, Richard
426958,"Pistaferri, Luigi",23538,,Pistaferri, Luigi
426959,"Saporta-Eksten, Itay",23538,,Saporta-Eksten, Itay
427017,"Heckman, James J.",23539,,Heckman, James J.
427018,"Humphries, John Eric",23539,,Humphries, John Eric
427019,"Veramendi, Gregory",23539,,Veramendi, Gregory
427099,"Liang, James",23540,,Liang, James
427100,"Wang, Hui",23540,,Wang, Hui
427101,"Lazear, Edward P.",23540,,Lazear, Edward P.
427147,"Wolitzky, Alexander",23541,,Wolitzky, Alexander
427196,"Antolin-Diaz, Juan",23542,,Antolin-Diaz, Juan
427197,"Rubio-Ramirez, Juan F.",23542,,Rubio-Ramirez, Juan F.
427240,"Altonji, Joseph G.",23543,,Altonji, Joseph G.
427241,"Mansfield, Richard K.",23543,,Mansfield, Richard K.
427311,"Charles, Kerwin Kofi",23544,,Charles, Kerwin Kofi
427312,"Hurst, Erik",23544,,Hurst, Erik
427313,"Notowidigdo, Matthew J.",23544,,Notowidigdo, Matthew J.
427387,"Chyn, Eric",23545,,Chyn, Eric
427456,"Deb, Rahul",23546,,Deb, Rahul
427457,"Pai, Mallesh M.",23546,,Pai, Mallesh M.
427458,"Said, Maher",23546,,Said, Maher
427527,"Alan, Sule",23547,,Alan, Sule
427528,"Browning, Martin",23547,,Browning, Martin
427529,"Ejrnaes, Mette",23547,,Ejrnaes, Mette
427573,"Alan, Sule",23548,,Alan, Sule
427574,"Ertac, Seda",23548,,Ertac, Seda
427650,"Avis, Eric",23549,,Avis, Eric
427651,"Ferraz, Claudio",23549,,Ferraz, Claudio
427652,"Finan, Frederico",23549,,Finan, Frederico
427709,"Board, Simon",23550,,Board, Simon
427710,"Lu, Jay",23550,,Lu, Jay
427749,"Ilut, Cosmin",23551,,Ilut, Cosmin
427750,"Kehrig, Matthias",23551,,Kehrig, Matthias
427751,"Schneider, Martin",23551,,Schneider, Martin
427806,"Philippe, Arnaud",23552,,Philippe, Arnaud
427807,"Ouss, Aurelie",23552,,Ouss, Aurelie
427868,"Chiappori, Pierre-Andre",23553,,Chiappori, Pierre-Andre
427869,"Dias, Monica Costa",23553,,Dias, Monica Costa
427870,"Meghir, Costas",23553,,Meghir, Costas
427934,"Heckman, James J.",23554,,Heckman, James J.
427935,"Lazear, Edward P.",23554,,Lazear, Edward P.
427936,"Murphy, Kevin M.",23554,,Murphy, Kevin M.
427975,"Lindbeck, Assar",23555,,Lindbeck, Assar
427976,"Persson, Mats",23555,,Persson, Mats
428014,"Lanteri, Andrea",23556,,Lanteri, Andrea
428078,"Antecol, Heather",23557,,Antecol, Heather
428079,"Bedard, Kelly",23557,,Bedard, Kelly
428080,"Stearns, Jenna",23557,,Stearns, Jenna
428125,"Qin, Bei",23558,,Qin, Bei
428126,"Stromberg, David",23558,,Stromberg, David
428127,"Wu, Yanhui",23558,,Wu, Yanhui
428170,"Miao, Jianjun",23559,,Miao, Jianjun
428171,"Wang, Pengfei",23559,,Wang, Pengfei
428225,"Feng, Tangren",23560,,Feng, Tangren
428226,"Ke, Shaowei",23560,,Ke, Shaowei
428269,"Du, Songzi",23561,,Du, Songzi
428313,"Mogstad, Magne",23562,,Mogstad, Magne
428314,"Santos, Andres",23562,,Santos, Andres
428315,"Torgovitsky, Alexander",23562,,Torgovitsky, Alexander
428376,"Miravete, Eugenio J.",23563,,Miravete, Eugenio J.
428377,"Seim, Katja",23563,,Seim, Katja
428378,"Thurk, Jeff",23563,,Thurk, Jeff
428426,"Angeletos, George-Marios",23564,,Angeletos, George-Marios
428427,"Collard, Fabrice",23564,,Collard, Fabrice
428428,"Dellas, Harris",23564,,Dellas, Harris
428495,"Baillon, Aurelien",23565,,Baillon, Aurelien
428496,"Huang, Zhenxing",23565,,Huang, Zhenxing
428497,"Selim, Asli",23565,,Selim, Asli
428498,"Wakker, Peter P.",23565,,Wakker, Peter P.
428557,"Cao, Dan",23566,,Cao, Dan
428597,"Che, Yi",23567,,Che, Yi
428598,"Zhang, Lei",23567,,Zhang, Lei
428653,"Gaudin, Germain",23568,,Gaudin, Germain
428697,"Pons, Vincent",23569,,Pons, Vincent
428698,"Tricaud, Clemence",23569,,Tricaud, Clemence
428746,"Babus, Ana",23570,,Babus, Ana
428747,"Kondor, Peter",23570,,Kondor, Peter
428801,"Chen, Xiaohong",23571,,Chen, Xiaohong
428802,"Santos, Andres",23571,,Santos, Andres
428862,"Baqaee, David Rezza",23572,,Baqaee, David Rezza
428907,"Araujo, Aloisio",23573,,Araujo, Aloisio
428908,"Chateauneuf, Alain",23573,,Chateauneuf, Alain
428909,"Gama, Juan Pablo",23573,,Gama, Juan Pablo
428910,"Novinski, Rodrigo",23573,,Novinski, Rodrigo
428975,"Angeletos, George-Marios",23574,,Angeletos, George-Marios
428976,"Lian, Chen",23574,,Lian, Chen
429015,"Lockwood, Lee M.",23575,,Lockwood, Lee M.
429078,"Eusepi, Stefano",23576,,Eusepi, Stefano
429079,"Preston, Bruce",23576,,Preston, Bruce
429136,"Bianchi, Javier",23577,,Bianchi, Javier
429137,"Hatchondo, Juan Carlos",23577,,Hatchondo, Juan Carlos
429138,"Martinez, Leonardo",23577,,Martinez, Leonardo
429185,"Coibion, Olivier",23578,,Coibion, Olivier
429186,"Gorodnichenko, Yurii",23578,,Gorodnichenko, Yurii
429187,"Kumar, Saten",23578,,Kumar, Saten
429248,"Beaudry, Paul",23579,,Beaudry, Paul
429249,"Green, David A.",23579,,Green, David A.
429250,"Sand, Ben M.",23579,,Sand, Ben M.
429297,"Afzal, Uzma",23580,,Afzal, Uzma
429298,"D'Adda, Giovanna",23580,,D'Adda, Giovanna
429299,"Fafchamps, Marcel",23580,,Fafchamps, Marcel
429300,"Quinn, Simon",23580,,Quinn, Simon
429301,"Said, Farah",23580,,Said, Farah
429364,"Ben-Gad, Michael",23581,,Ben-Gad, Michael
429418,"Bonfatti, Roberto",23582,,Bonfatti, Roberto
429419,"O'Rourke, Kevin Hjortshoj",23582,,O'Rourke, Kevin Hjortshoj
429476,"Droller, Federico",23583,,Droller, Federico
429525,"Franklin, Simon",23584,,Franklin, Simon
429584,"Geerling, Wayne",23585,,Geerling, Wayne
429585,"Magee, Gary",23585,,Magee, Gary
429586,"Mishra, Vinod",23585,,Mishra, Vinod
429587,"Smyth, Russell",23585,,Smyth, Russell
429640,"Gerasimou, Georgios",23586,,Gerasimou, Georgios
429685,"Hong, Chew Soo",23587,,Hong, Chew Soo
429686,"Ratchford, Mark",23587,,Ratchford, Mark
429687,"Sagi, Jacob S.",23587,,Sagi, Jacob S.
429733,"Javorcik, Beata S.",23588,,Javorcik, Beata S.
429734,"Lo Turco, Alessia",23588,,Lo Turco, Alessia
429735,"Maggioni, Daniela",23588,,Maggioni, Daniela
429781,"Marshall, Guillermo",23589,,Marshall, Guillermo
429782,"Pires, Tiago",23589,,Pires, Tiago
429825,"Arkolakis, Costas",23590,,Arkolakis, Costas
429826,"Ramondo, Natalia",23590,,Ramondo, Natalia
429827,"Rodriguez-Clare, Andres",23590,,Rodriguez-Clare, Andres
429828,"Yeaple, Stephen",23590,,Yeaple, Stephen
429894,"Halac, Marina",23591,,Halac, Marina
429895,"Yared, Pierre",23591,,Yared, Pierre
429942,"Conconi, Paola",23592,,Conconi, Paola
429943,"Garcia-Santana, Manuel",23592,,Garcia-Santana, Manuel
429944,"Puccio, Laura",23592,,Puccio, Laura
429945,"Venturini, Roberto",23592,,Venturini, Roberto
430017,"Bracke, Philippe",23593,,Bracke, Philippe
430018,"Pinchbeck, Edward W.",23593,,Pinchbeck, Edward W.
430019,"Wyatt, James",23593,,Wyatt, James
430062,"Gierlinger, Johannes",23594,,Gierlinger, Johannes
430063,"Laczo, Sarolta",23594,,Laczo, Sarolta
430133,"Haselmann, Rainer",23595,,Haselmann, Rainer
430134,"Schoenherr, David",23595,,Schoenherr, David
430135,"Vig, Vikrant",23595,,Vig, Vikrant
430197,"Chetty, Raj",23596,,Chetty, Raj
430198,"Hendren, Nathaniel",23596,,Hendren, Nathaniel
430266,"Chetty, Raj",23597,,Chetty, Raj
430267,"Hendren, Nathaniel",23597,,Hendren, Nathaniel
430335,"Cai, Jing",23598,,Cai, Jing
430336,"Szeidl, Adam",23598,,Szeidl, Adam
430403,"Nakamura, Emi",23599,,Nakamura, Emi
430404,"Steinsson, Jon",23599,,Steinsson, Jon
430466,"Fowlie, Meredith",23600,,Fowlie, Meredith
430467,"Greenstone, Michael",23600,,Greenstone, Michael
430468,"Wolfram, Catherine",23600,,Wolfram, Catherine
430529,"Sorkin, Isaac",23601,,Sorkin, Isaac
430614,"Campante, Filipe",23602,,Campante, Filipe
430615,"Yanagizawa-Drott, David",23602,,Yanagizawa-Drott, David
430676,"Bayer, Patrick",23603,,Bayer, Patrick
430677,"Charles, Kerwin Kofi",23603,,Charles, Kerwin Kofi
430720,"Fieldhouse, Andrew J.",23604,,Fieldhouse, Andrew J.
430721,"Mertens, Karel",23604,,Mertens, Karel
430722,"Ravn, Morten O.",23604,,Ravn, Morten O.
430778,"Bursztyn, Leonardo",23605,,Bursztyn, Leonardo
430779,"Ferman, Bruno",23605,,Ferman, Bruno
430780,"Fiorin, Stefano",23605,,Fiorin, Stefano
430781,"Kanz, Martin",23605,,Kanz, Martin
430782,"Rao, Gautam",23605,,Rao, Gautam
430829,"Fox, Jeremy T.",23606,,Fox, Jeremy T.
430830,"Yang, Chenyu",23606,,Yang, Chenyu
430831,"Hsu, David H.",23606,,Hsu, David H.
430876,"Akcigit, Ufuk",23607,,Akcigit, Ufuk
430877,"Kerr, William R.",23607,,Kerr, William R.
430940,"Armstrong, Mark",23608,,Armstrong, Mark
430941,"Vickers, John",23608,,Vickers, John
430983,"Azrieli, Yaron",23609,,Azrieli, Yaron
430984,"Chambers, Christopher P.",23609,,Chambers, Christopher P.
430985,"Healy, Paul J.",23609,,Healy, Paul J.
431025,"Baker, Scott R.",23610,,Baker, Scott R.
431079,"Halevy, Yoram",23611,,Halevy, Yoram
431080,"Persitz, Dotan",23611,,Persitz, Dotan
431081,"Zrill, Lanny",23611,,Zrill, Lanny
431148,"Hall, Robert E.",23612,,Hall, Robert E.
431149,"Mueller, Andreas I.",23612,,Mueller, Andreas I.
