6933,"Papanikolaou, Dimitris",Dimitris Papanikolaou,Dimitris Papanikolaou,Male,,
12454,"Rosenberg, Dinah",Dinah Rosenberg,Dinah Rosenberg,Female,,
7017,"Webbink, Dinand",Dinand Webbink,Dinand Webbink,Male,,
682,"Gerardi, Dino",Dino Gerardi,Dino Gerardi,Male,,
1031,"Bergemann, Dirk",Dirk Bergemann,Dirk Bergemann,Male,,
11638,"Bethmann, Dirk",Dirk Bethmann,Dirk Bethmann,Male,,
8647,"Engelmann, Dirk",Dirk Engelmann,Dirk Engelmann,Male,,
12765,"Krueger, Dirk",Dirk Krueger,Dirk Krueger,Male,,
2040,"Aigner, Dj",Dj Aigner,Dennis J. Aigner,Male,,
8961,"Anderson, Dj",Dj Anderson,?,?,,
9517,"Aron, Dj",Dj Aron,?,?,,
9023,"Berri, Dj",Dj Berri,David Berri,Male,,
136,"Bogue, Dj",Dj Bogue,Donald J. Bogue,Male,,
3972,"Brown, Dj",Dj Brown,Donald J. Brown,Male,,
4531,"Clark, Dj",Dj Clark,?,?,,
9863,"Cooper, Dj",Dj Cooper,David J. Cooper,Male,,
8608,"Currie, Dj",Dj Currie,?,?,,
8484,"Fullerton, Dj",Dj Fullerton,Don Fullerton,Male,,
2202,"Harris, Dj",Dj Harris,Donald J. Harris,Male,,
3509,"Horwell, Dj",Dj Horwell,?,?,,
13938,"Lecraw, Dj",Dj Lecraw,Donald J. Lecraw,Male,,
4473,"Macunovich, Dj",Dj Macunovich,Diane J. Macunovich,Female,,
14498,"Mathieson, Dj",Dj Mathieson,?,?,,
8607,"Mayston, Dj",Dj Mayston,David John Mayston,Male,,
13643,"Menkhaus, Dj",Dj Menkhaus,Dale J. Menkhaus,Male,,
14537,"Mitchell, Dj",Dj Mitchell,?,?,,
4016,"Molina, Dj",Dj Molina,David Molina,Male,,
14403,"Morgan, Dj",Dj Morgan,Donald P. Morgan,Male,,
4074,"Morris, Dj",Dj Morris,Stephen Morris,Male,,
6125,"Mullineaux, Dj",Dj Mullineaux,Donald J. Mullineaux,Male,,
13531,"Neven, Dj",Dj Neven,Damien Neven,Male,,
7730,"Ott, Dj",Dj Ott,David J. Ott,Male,,
13472,"Poirier, Dj",Dj Poirier,Dale J. Poirier,Male,,
6763,"Richards, Dj",Dj Richards,?,?,,
6743,"Seidmann, Dj",Dj Seidmann,Daniel J. Seidmann,Male,,
4017,"Slottje, Dj",Dj Slottje,Daniel J. Slottje,Male,,
2853,"Smyth, Dj",Dj Smyth,David John Smyth,Male,,
1738,"Snower, Dj",Dj Snower,Dennis J. Snower,Male,,
4255,"Teece, Dj",Dj Teece,David Teece,Male,,
14071,"Thompson, Dj",Dj Thompson,?,?,,
6112,"Youngday, Dj",Dj Youngday,?,?,,
9519,"Mitchell, Djb",Djb Mitchell,?,?,,
8461,"Forsyth, Djc",Djc Forsyth,?,?,,
8466,"Backus, Dk",Dk Backus,David K. Backus,Male,,
1709,"Bhattacharyya, Dk",Dk Bhattacharyya,?,?,,
3284,"Brown, Dk",Dk Brown,?,?,,
13939,"Fausten, Dk",Dk Fausten,Dietrich K Fausten,Male,,
2891,"Foley, Dk",Dk Foley,Duncan K. Foley,Male,,
1839,"Ginther, Dk",Dk Ginther,Donna Ginther,Female,,
9837,"Guilkey, Dk",Dk Guilkey,David K. Guilkey,Male,,
3606,"Levine, Dk",Dk Levine,?,?,,
4115,"Nanto, Dk",Dk Nanto,Dick K. Nanto,Male,,
2746,"Osborne, Dk",Dk Osborne,Dale K. Osborne,Male,,
13391,"Sheppard, Dk",Dk Sheppard,?,?,,
6054,"Whitcomb, Dk",Dk Whitcomb,David K. Whitcomb,Male,,
9924,"Whynes, Dk",Dk Whynes,David Whynes,Male,,
4063,"Begg, Dkh",Dkh Begg,David K. H. Begg,Male,,
6076,"Bosworth, Dl",Dl Bosworth,?,?,,
2119,"Brito, Dl",Dl Brito,Dagobert L. Brito,Male,,
10171,"Carr, Dl",Dl Carr,David Carr,Male,,
11390,"Cleeton, Dl",Dl Cleeton,David L. Cleeton,Male,,
11963,"Coppock, Dl",Dl Coppock,?,?,,
4467,"Costa, Dl",Dl Costa,Dora L. Costa,Female,,
13438,"Hanson, Dl",Dl Hanson,?,?,,
7606,"Harnett, Dl",Dl Harnett,?,?,,
14510,"Huddle, Dl",Dl Huddle,?,?,,
13974,"Kaserman, Dl",Dl Kaserman,David L. Kaserman,Male,,
13600,"Kruse, Dl",Dl Kruse,Douglas Kruse,Male,,
2253,"Martin, Dl",Dl Martin,?,?,,
5919,"Mclachlan, Dl",Dl Mclachlan,Douglas MacLachlan,Male,,
1569,"Millimet, Dl",Dl Millimet,Daniel L. Millimet,Male,,
10150,"Moss, Dl",Dl Moss,?,?,,
9821,"Rogers, Dl",Dl Rogers,?,?,,
11792,"Rubinfeld, Dl",Dl Rubinfeld,Daniel L. Rubinfeld,Male,,
2280,"Sjoquist, Dl",Dl Sjoquist,David L. Sjoquist,Male,,
2496,"Strassmann, Dl",Dl Strassmann,?,?,,
9973,"Swenson, Dl",Dl Swenson,Deborah Swenson,Female,,
4794,"To, Dl",Dl To,?,?,,
4481,"Betson, Dm",Dm Betson,David M Benson,Male,,
1355,"Blank, Dm",Dm Blank,?,?,,
14521,"Chaffee, Dm",Dm Chaffee,?,?,,
1781,"Cutler, Dm",Dm Cutler,David M. Cutler,Male,,
13717,"Dalen, Dm",Dm Dalen,Dag Morten Dalen,Male,,
2721,"Ferranti, Dm",Dm Ferranti,?,?,,
6729,"Figart, Dm",Dm Figart,Deborah M. Figart,Female,,
2260,"Gordon, Dm",Dm Gordon,?,?,,
2329,"Grether, Dm",Dm Grether,David M. Grether,Male,,
11246,"Holland, Dm",Dm Holland,?,?,,
2404,"Holthaiusen, Dm",Dm Holthaiusen,?,?,,
5995,"Holthausen, Dm",Dm Holthausen,?,?,,
2619,"Ikle, Dm",Dm Ikle,?,?,,
2153,"Jaffee, Dm",Dm Jaffee,Dwight M. Jaffee,Male,,
9849,"Kreps, Dm",Dm Kreps,David M. Kreps,Male,,
12118,"Lamberton, Dm",Dm Lamberton,Donald M. Lamberton,Male,,
13900,"Lilien, Dm",Dm Lilien,David M. Lilien,Male,,
14152,"Maki, Dm",Dm Maki,?,?,,
3751,"Newbery, Dm",Dm Newbery,David M. G. Newbery,Male,,
3748,"Newbury, Dm",Dm Newbury,David M. G. Newbery,Male,,
9673,"Nuti, Dm",Dm Nuti,?,?,,
2621,"Schydlowsky, Dm",Dm Schydlowsky,Daniel M. Schydlowsky,Male,,
3786,"Showalter, Dm",Dm Showalter,?,?,,
8588,"Smith, Dm",Dm Smith,Doug Smith,Male,,
14170,"Whitmore, Dm",Dm Whitmore,Diane Whitmore Schanzenbach,Female,,
5778,"Winch, Dm",Dm Winch,Donald Norman Winch,Male,,
1476,"Wright, Dm",Dm Wright,?,?,,
2043,"Wu, Dm",Dm Wu,De-Min Wu,Male,,
2032,"Newbery, Dmg",Dmg Newbery,David M. G. Newbery,Male,,
4434,"Raff, Dmg",Dmg Raff,Daniel M. G. Raff,Male,,
12620,"Kuvshinov, Dmitry",Dmitry Kuvshinov,Dmitry Kuvshinov,Male,,
12628,"Taubinsky, Dmitry",Dmitry Taubinsky,Dmitry Taubinsky,Male,,
11508,"Detray, Dn",Dn Detray,Dennis deTray,Male,,
4382,"Figlio, Dn",Dn Figlio,David Figlio,Male,,
2611,"Laband, Dn",Dn Laband,David N. Laband,Male,,
4137,"Macdonald, Dn",Dn Macdonald,?,?,,
9507,"Manning, Dn",Dn Manning,?,?,,
4266,"Mccloskey, Dn",Dn Mccloskey,?,?,?,
1758,"Weil, Dn",Dn Weil,David N. Weil,Male,,
3620,"Bell, Dnf",Dnf Bell,David N.F. Bell,Male,,
2269,"Parsons, Do",Do Parsons,Donald O. Parsons,Male,,
8749,"Staiger, Do",Do Staiger,Douglas O. Staiger,Male,,
13876,"Wood, Do",Do Wood,?,?,,
6391,"Berga, Dolors",Dolors Berga,Dolors Berga Colom,Female,,
10547,"Ferraro, Domenico",Domenico Ferraro,Domenico Ferraro,Male,,
5163,"Gagliardo, Domenico",Domenico Gagliardo,Domenico Gagliardo,Male,,
10269,"Giannone, Domenico",Domenico Giannone,Domenico Giannone,Male,,
12442,"Tabasso, Domenico",Domenico Tabasso,Domenico Tabasso,Male,,
7483,"Parker, Dominic P.",Dominic P. Parker,Dominic P. Parker,Male,,
12425,"Rohner, Dominic",Dominic Rohner,Dominic Rohner,Male,,
12251,"Sachs, Dominik",Dominik Sachs,Dominik Sachs,Male,,
13130,"Kryczka, Dominika",Dominika Kryczka,Dominika Kryczka,Female,,
928,"Goux, Dominique",Dominique Goux,Dominique Goux,Female,,
8663,"De Walle, Dominique Van",Dominique Van De Walle,Dominique Van De Walle,Female,,
5256,"Humphrey, Don D.",Don D. Humphrey,?,?,,
1113,"Mar, Don",Don Mar,?,?,,
8067,"Patinkin, Don",Don Patinkin,Don Patinkin,Male,,
7957,"Williams, Don",Don Williams,?,?,,
8422,"Moore, Donald A.",Donald A. Moore,Donald A. Moore,Male,,
2877,"Walker, Donald A.",Donald A. Walker,Donald A. Walker,Male,,
5007,"Marsh, Donald B.",Donald B. Marsh,Donald B. Marsh,Male,,
8221,"Miller, Donald C.",Donald C. Miller,Donald C. Miller,Male,,
9165,"Carlisle, Donald",Donald Carlisle,Donald Carlisle,Male,,
441,"Dewey, Donald",Donald Dewey,Donald Dewey,Male,,
445,"Gordon, Donald F.",Donald F. Gordon,Donald F. Gordon,Male,,
765,"Freeman, Donald G.",Donald G. Freeman,Donald G. Freeman,Male,,
5540,"Wallace, Donald H.",Donald H. Wallace,Donald H. Wallace,Male,,
9303,"Innis, Donald",Donald Innis,Donald Innis,Male,,
8357,"Dewey, Donald J.",Donald J. Dewey,Donald J. Dewey,Male,,
5499,"Fort, Donald M.",Donald M. Fort,Donald M. Fort,Male,,
352,"Macdougall, Donald",Donald Macdougall,Donald Macdougall,Male,,
10488,"Davis, Donald R.",Donald R. Davis,Donald R. Davis,Male,,
9215,"Kaldor, Donald R.",Donald R. Kaldor,Donald R. Kaldor,Male,,
4953,"Tucker, Donald S.",Donald S. Tucker,Donald S. Tucker,Male,,
5005,"Gilbert, Donald W.",Donald W. Gilbert,Donald W. Gilbert,Male,,
5285,"Wallace, Donald",Donald Wallace,Donald Wallace,Male,,
14607,"Wittman, Donald",Donald Wittman,Donald Wittman,Male,,
6226,"Choi, Dong Beom",Dong Beom Choi,Dong Beom Choi,Male,,
12847,"Song, Dongho",Dongho Song,Dongho Song,Male,,
12423,"Zhu, Dongni",Dongni Zhu,Dongni Zhu,Female,,
11170,"Ginther, Donna K.",Donna K. Ginther,Donna K. Ginther,Female,,
11195,"Gicheva, Dora",Dora Gicheva,Dora Gicheva,Female,,
721,"Ruffino, Doriana",Doriana Ruffino,Doriana Ruffino,Female,,
11028,"Deeg, Dorly J. H.",Dorly J. H. Deeg,Dorly J. H. Deeg,Female,,
12621,"Cengiz, Doruk",Doruk Cengiz,Doruk Cengiz,Male,,
10749,"Persitz, Dotan",Dotan Persitz,Dotan Persitz,Male,,
6402,"Almond, Douglas",Douglas Almond,Douglas Almond,Male,,
14616,"Cumming, Douglas",Douglas Cumming,Douglas Cumming,Male,,
11207,"Evanoff, Douglas D.",Douglas D. Evanoff,Douglas D. Evanoff,Male,,
8013,"Eldridge, Douglas H.",Douglas H. Eldridge,Douglas H. Eldridge,Male,,
6514,"Hanley, Douglas",Douglas Hanley,Douglas Hanley,Male,,
14663,"Miller, Douglas L.",Douglas L. Miller,Douglas L. Miller,Male,,
1023,"Gale, Douglas M.",Douglas M. Gale,Douglas M. Gale,Male,,
6320,"Oxley, Douglas",Douglas Oxley,Douglas Oxley,Male,,
910,"Rivers, Douglas",Douglas Rivers,Douglas Rivers,Male,,
6200,"Staiger, Douglas",Douglas Staiger,Douglas O. Staiger,Male,,
12961,"Diamond, Douglas W.",Douglas W. Diamond,Douglas W. Diamond,Male,,
396,"North, Douglass C.",Douglass C. North,Douglass C. North,Male,,
2036,"Baron, Dp",Dp Baron,David P. Baron,Male,,
11964,"Coady, Dp",Dp Coady,David Coady,Male,,
9561,"Mann, Dp",Dp Mann,?,?,,
9631,"Obrien, Dp",Dp Obrien,Denis Patrick O'Brien,Male,,
4814,"Rice, Dp",Dp Rice,?,?,,
3434,"Tucker, Dp",Dp Tucker,?,?,,
6016,"Mills, Dq",Dq Mills,?,?,,
7626,"Appleyard, Dr",Dr Appleyard,Dennis R Appleyard,Male,,
2840,"Byerlee, Dr",Dr Byerlee,Derek Byerlee,Male,,
13997,"Capozza, Dr",Dr Capozza,Dennis R. Capozza,Male,,
14145,"Collie, Dr",Dr Collie,David Collie,Male,,
1944,"Davis, Dr",Dr Davis,Donald R. Davis,Male,,
5952,"Edwards, Dr",Dr Edwards,?,?,,
14038,"Feenberg, Dr",Dr Feenberg,Daniel Feenberg,Male,,
2211,"Fusfeld, Dr",Dr Fusfeld,Daniel Fusfeld,Male,,
11991,"Hodgman, Dr",Dr Hodgman,?,?,,
3650,"Jones, Dr",Dr Jones,?,?,,
7646,"Kamerschen, Dr",Dr Kamerschen,David R. Kamerschen,Male,,
13477,"Kazmer, Dr",Dr Kazmer,Daniel R Kazmer,Male,,
14303,"Khatkhate, Dr",Dr Khatkhate,Deena Khatkhate,Male,,
4884,"Lee, Dr",Dr Lee,?,?,,
11463,"Leimer, Dr",Dr Leimer,Dean R. Leimer,Male,,
8534,"Lewis, Dr",Dr Lewis,?,?,,
11412,"Nelson, Dr",Dr Nelson,?,?,,
3740,"Osborn, Dr",Dr Osborn,?,?,,
3800,"Reiley, Dr",Dr Reiley,?,?,,
262,"Roberts, Dr",Dr Roberts,?,?,,
3963,"Shaller, Dr",Dr Shaller,?,?,,
14022,"Sharpe, Dr",Dr Sharpe,?,?,,
2772,"Sherk, Dr",Dr Sherk,Donald R. Sherk,Male,,
8586,"Vining, Dr",Dr Vining,?,?,,
8561,"Young, Dr",Dr Young,?,?,,
10507,"Fudenberg, Drew",Drew Fudenberg,Drew Fudenberg,Male,,
3340,"Ball, Ds",Ds Ball,?,?,,
4812,"Bizer, Ds",Ds Bizer,David S. Bizer,Male,,
11382,"Brookshire, Ds",Ds Brookshire,David S. Brookshire,Male,,
3699,"Bullock, Ds",Ds Bullock,David S. Bullock,Male,,
2307,"Dutton, Ds",Ds Dutton,Dean S. Dutton,Male,,
4318,"Evans, Ds",Ds Evans,?,?,,
1924,"Hamermesh, Ds",Ds Hamermesh,Daniel S. Hamermesh,Male,,
5800,"Huang, Ds",Ds Huang,David S. Huang,Male,,
11832,"Kenkel, Ds",Ds Kenkel,Donald S. Kenkel,Male,,
9515,"Landes, Ds",Ds Landes,David Landes,Male,,
11754,"Lee, Ds",Ds Lee,?,?,,
14347,"Lees, Ds",Ds Lees,?,?,,
5771,"Projector, Ds",Ds Projector,?,?,,
3862,"Scharfstein, Ds",Ds Scharfstein,David S. Scharfstein,Male,,
13996,"Sibley, Ds",Ds Sibley,David S. Sibley,Male,,
13857,"Siegel, Ds",Ds Siegel,Donald S Siegel,Male,,
5443,"Turner, Ds",Ds Turner,?,?,,
4204,"West, Ds",Ds West,Douglas S. West,Male,,
9905,"Coe, Dt",Dt Coe,?,?,,
8571,"Dick, Dt",Dt Dick,?,?,,
13649,"Ellwood, Dt",Dt Ellwood,David T. Ellwood,Male,,
11273,"Gantz, Dt",Dt Gantz,?,?,,
1544,"Jack, Dt",Dt Jack,?,?,,
7636,"Kresge, Dt",Dt Kresge,?,?,,
1872,"Mortensen, Dt",Dt Mortensen,Dale T. Mortensen,Male,,
9630,"Nguyen, Dt",Dt Nguyen,Duc-Tho Nguyen,Male,,
9957,"Quah, Dt",Dt Quah,Danny Quah,Male,,
3988,"Scheffman, Dt",Dt Scheffman,David T. Scheffman,Male,,
9916,"Slesnick, Dt",Dt Slesnick,Daniel T. Slesnick,Male,,
129,"Smith, Dt",Dt Smith,Doug Smith,Male,,
6677,"Ulph, Dt",Dt Ulph,D. T. Ulph,Male,,
1596,"Yang, Dt",Dt Yang,?,?,,
5131,"Pergum, Dudley F.",Dudley F. Pergum,Dudley F. Pergum,Male,,
7991,"Seers, Dudley",Dudley Seers,Dudley Seers,Male,,
4699,"Altindag, Duha T.",Duha T. Altindag,Duha T. Altindag,Male,,
7987,"Black, Duncan",Duncan Black,Duncan Black,Male,,
7285,"Gilchrist, Duncan Sheppard",Duncan Sheppard Gilchrist,Duncan Sheppard Gilchrist,Male,,
589,"Thomas, Duncan",Duncan Thomas,Duncan Thomas,Male,,
1951,"Dejong, Dv",Dv Dejong,Douglas V. DeJong,Male,,
11853,"Repin, Dv",Dv Repin,?,?,,
3516,"Bear, Dvt",Dvt Bear,Donald V. T. Bear,Male,,
3876,"Allen, Dw",Dw Allen,?,?,,
9003,"Carlton, Dw",Dw Carlton,Dennis W. Carlton,Male,,
6064,"Caves, Dw",Dw Caves,Douglas W. Caves,Male,,
13861,"Diamond, Dw",Dw Diamond,Douglas W. Diamond,Male,,
10141,"Galenson, Dw",Dw Galenson,David W. Galenson,Male,,
3184,"Gaskins, Dw",Dw Gaskins,?,?,,
10049,"Harless, Dw",Dw Harless,David W. Harless,Male,,
2256,"Henderson, Dw",Dw Henderson,Dale W. Henderson,Male,,
11492,"James, Dw",Dw James,Duncan James,Male,,
9510,"Jansen, Dw",Dw Jansen,Dennis W. Jansen,Male,,
7690,"Johnson, Dw",Dw Johnson,?,?,,
1747,"Jorgenson, Dw",Dw Jorgenson,Dale W. Jorgenson,Male,,
11415,"Mitchell, Dw",Dw Mitchell,?,?,,
7677,"Paden, Dw",Dw Paden,Donald W. Paden,Male,,
11259,"Rasmussen, Dw",Dw Rasmussen,P. Nørregaard Rasmussen,Male,,
14471,"Verry, Dw",Dw Verry,David W. Rasmussen',Male,,
3974,"Webbink, Dw",Dw Webbink,Dinand Webbink,Male,,
1814,"Wilcox, Dw",Dw Wilcox,David W. Wilcox,Male,,
2979,"Benjamin, Dwayne",Dwayne Benjamin,Dwayne Benjamin,Male,,
9311,"Robinson, Dwight E.",Dwight E. Robinson,David T. Robinson,Male,,
1549,"Andrews, Dwk",Dwk Andrews,Donald W. K. Andrews,Male,,
13562,"Xie, Dy",Dy Xie,Danyang Xie,Male,,
13221,"Glover, Dylan",Dylan Glover,Dylan Glover,Male,,
8533,"Allison, E",E Allison,?,?,,
6769,"Alvi, E",E Alvi,Eskander Alvi,Male,,
5879,"Ames, E",E Ames,?,?,,
6100,"Appelbaum, E",E Appelbaum,Elie Appelbaum,Male,,
8959,"Arias, E",E Arias,?,?,,
8467,"Atia, E",E Atia,?,?,,
2819,"Bacha, E",E Bacha,Edmar Lisboa Bacha,Male,,
7679,"Baudier, E",E Baudier,Edmond Baudier,Male,,
7643,"Benoit, E",E Benoit,?,?,,
11997,"Berg, E",E Berg,?,?,,
8520,"Berglas, E",E Berglas,Eitan Berglas,Male,,
3542,"Borensztein, E",E Borensztein,Eduardo Borensztein,Male,,
14503,"Boserup, E",E Boserup,Ester Boserup,Female,,
1962,"Boulding, E",E Boulding,?,?,,
1932,"Brainerd, E",E Brainerd,Elizabeth Brainerd,Female,,
189,"Burger, E",E Burger,?,?,,
2159,"Burmeister, E",E Burmeister,Edwin Burmeister,Male,,
8886,"Carbone, E",E Carbone,Enrica Carbone,Female,,
8837,"Caroli, E",E Caroli,Eve Caroli,Female,,
14048,"Cavin, E",E Cavin,?,?,,
14395,"Clague, E",E Clague,?,?,,
13680,"Clark-Kauffman, E",E Clark-Kauffman,E Clark-Kauffman,Female,,
2508,"Cohn, E",E Cohn,?,?,,
4554,"Dekel, E",E Dekel,Eddie Dekel,Male,,
3397,"Denison, E",E Denison,Edward Fulton Denison,Male,,
4573,"Desli, E",E Desli,Evangelia Desli,Female,,
10035,"Dierker, E",E Dierker,Egbert Dierker,Male,,
14075,"Dimson, E",E Dimson,Elroy Dimson,Male,,
13536,"Dinopoulos, E",E Dinopoulos,Elias Dinopoulos,Male,,
2670,"Dror, E",E Dror,?,?,,
8967,"Duflo, E",E Duflo,Esther Duflo,Female,,
9813,"Engel, E",E Engel,Eduardo M. R. A. Engel,Male,,
7573,"Erickson, E",E Erickson,?,?,,
2794,"Eshag, E",E Eshag,Eprime Eshag,Male,,
9007,"Etro, E",E Etro,?,?,,
13632,"Eyster, E",E Eyster,Erik Eyster,Male,,
2567,"Fehr, E",E Fehr,Ernst Fehr,Male,,
9025,"Feinerman, E",E Feinerman,Eli Feinerman,Male,,
5992,"Foster, E",E Foster,Edward Foster,Male,,
2402,"Gerstner, E",E Gerstner,Eitan Gerstner,Male,,
11822,"Glaeser, E",E Glaeser,Edward L. Glaeser,Male,,
7748,"Glustoff, E",E Glustoff,Errol Glustoff.,?,,
2867,"Gordon, E",E Gordon,?,?,,
4806,"Gramlich, E",E Gramlich,Edward M. Gramlich,Male,,
2690,"Greenberg, E",E Greenberg,Edward Greenberg,Male,,
14138,"Gundlach, E",E Gundlach,Erich Gundlach,Male,,
2710,"Hanushek, E",E Hanushek,Eric A. Hanushek,Male,,
8471,"Harris, E",E Harris,?,?,,
9005,"Haruvy, E",E Haruvy,Ernan Haruvy,Male,,
2141,"Helpman, E",E Helpman,Elhanan Helpman,Male,,
11835,"Henry, E",E Henry,Emeric Henry,Male,,
8503,"Hochman, E",E Hochman,Eithan Hochman,Male,,
11882,"Hoelzl, E",E Hoelzl,Erik Hoelzl,Male,,
6707,"Hoffman, E",E Hoffman,Elizabeth Hoffman,Female,,
13849,"Hurst, E",E Hurst,Erik Hurst,Male,,
4392,"Iossa, E",E Iossa,Elisabetta Iossa,Female,,
4791,"James, E",E James,?,?,,
1926,"Janeba, E",E Janeba,Eckhard Janeba,Male,,
11782,"Johnson, E",E Johnson,Elizabeth Johnson,Female,,
8594,"Kalai, E",E Kalai,Ehud Kalai,Male,,
14020,"Karakitsos, E",E Karakitsos,Elias Karakitsos,Male,,
4345,"Karni, E",E Karni,Edi Karni,Male,,
3892,"Katz, E",E Katz,Eliakim katz,Male,,
3510,"Kleiman, E",E Kleiman,?,?,,
3978,"Koskela, E",E Koskela,Erkki Koskela,Male,,
3388,"Kuh, E",E Kuh,Edwin Kuh,Male,,
8576,"Lazear, E",E Lazear,Edward P. Lazear,Male,,
10152,"Lehrer, E",E Lehrer,Ehud Lehrer,Male,,
257,"Lerdau, E",E Lerdau,Enrique Lerdau,Male,,
9014,"Leuven, E",E Leuven,Edwin Leuven,Male,,
2070,"Levin, E",E Levin,?,?,,
14081,"Levy, E",E Levy,?,?,,
14253,"Ley, E",E Ley,Eduardo Ley,Male,,
6760,"Lichtenberg, E",E Lichtenberg,Erik Lichtenberg,Male,,
13752,"Ligon, E",E Ligon,Ethan Ligon,Male,,
1319,"Lundberg, E",E Lundberg,?,?,,
4908,"Maasoumi, E",E Maasoumi,Esfandiar Maasoumi,Male,,
10156,"Maenner, E",E Maenner,Eliot Maenner,Male,,
2667,"Malinvaud, E",E Malinvaud,Edmond Malinvaud,Male,,
1496,"Mansfield, E",E Mansfield,Edwin Mansfield,Male,,
6699,"Maskin, E",E Maskin,Eric S. Maskin,Male,,
6091,"Mccann, E",E Mccann,?,?,,
4915,"Mccrate, E",E Mccrate,Elaine McCrate,Female,,
7613,"Melichar, E",E Melichar,?,?,,
251,"Miller, E",E Miller,?,?,,
1369,"Mueller, E",E Mueller,?,?,,
2726,"Nadel, E",E Nadel,?,?,,
14317,"Nagel, E",E Nagel,?,?,,
2212,"Nell, E",E Nell,?,?,,
1360,"Neuberger, E",E Neuberger,?,?,,
11606,"Nevin, E",E Nevin,Edward T. Nevin,Male,,
13765,"Nowell, E",E Nowell,?,?,,
91,"Osborn, E",E Osborn,?,?,,
1604,"Ostrom, E",E Ostrom,Elinor Ostrom,Female,,
11485,"Penrose, E",E Penrose,Edith Elura Tilton Penrose,Female,,
2365,"Phimister, E",E Phimister,Euan Phimister,Male,,
9024,"Plug, E",E Plug,Erik Plug,Male,,
7728,"Prescott, E",E Prescott,?,?,,
10148,"Ranguelova, E",E Ranguelova,Elena Ranguelova,Female,,
3811,"Rasell, E",E Rasell,?,?,,
4441,"Richardson, E",E Richardson,?,?,,
14218,"Rose, E",E Rose,Elaina Rose,Female,,
8943,"Rossi-Hansberg, E",E Rossi-Hansberg,Esteban Rossi-Hansberg,Male,,
2536,"Rothschild, E",E Rothschild,?,?,,
1389,"Rotwein, E",E Rotwein,Eugene Rotwein,Male,,
3844,"Sadka, E",E Sadka,Efraim Sadka,Male,,
11736,"Sadoulet, E",E Sadoulet,Elisabeth Sadoulet,Female,,
8731,"Saez, E",E Saez,Emmanuel Saez,Male,,
9664,"Sakakibara, E",E Sakakibara,?,?,,
7641,"Schenker, E",E Schenker,?,?,,
12065,"Schneider, E",E Schneider,?,?,,
2094,"Sclar, E",E Sclar,Elliott Sclar,Male,,
13596,"Sentana, E",E Sentana,Enrique Sentana,Male,,
8993,"Shafir, E",E Shafir,Eldar Shafir,Male,,
8614,"Shapiro, E",E Shapiro,?,?,,
2194,"Sheshinski, E",E Sheshinski,Eytan Sheshinski,Male,,
13541,"Shoesmith, E",E Shoesmith,?,?,,
11536,"Sieper, E",E Sieper,?,?,,
2003,"Silberberg, E",E Silberberg,Eugene Silberberg,Male,,
3424,"Smolensky, E",E Smolensky,Eugene Smolensky,Male,,
32,"Sohmen, E",E Sohmen,Egon Sohmen,Male,,
2489,"Sorensen, E",E Sorensen,?,?,,
4443,"Stallard, E",E Stallard,?,?,,
9968,"Stein, E",E Stein,?,?,,
11603,"Strauss, E",E Strauss,?,?,,
10125,"Strobl, E",E Strobl,Eric Strobl,Male,,
3599,"Stromsdorfer, E",E Stromsdorfer,Ernst Stromsdorfer,Male,,
11903,"Swanson, E",E Swanson,Eric T. Swanson,Male,,
3063,"Symons, E",E Symons,?,?,,
14459,"Tarantelli, E",E Tarantelli,Ezio Tarantelli,Male,,
3894,"Thorbecke, E",E Thorbecke,Erik Thorbecke,Male,,
10012,"Todd, E",E Todd,?,?,,
2657,"Tower, E",E Tower,Edward Tower,Male,,
1922,"Tzavalis, E",E Tzavalis,Elias Tzavalis,Male,,
8920,"Van Wincoop, E",E Van Wincoop,Eric Van Wincoop,Male,,
10086,"Vytlacil, E",E Vytlacil,Edward J. Vytlacil,Male,,
11923,"Washbrook, E",E Washbrook,Elizabeth Washbrook,Male,,
1688,"Wasmer, E",E Wasmer,Etienne Wasmer,Male,,
3676,"Whitehouse, E",E Whitehouse,?,?,,
14012,"Wicker, E",E Wicker,Elmus R. Wicker,Male,,
14098,"Wiesner, E",E Wiesner,Eduardo Wiesner,Male,,
8895,"Winter, E",E Winter,Eyal Winter,Male,,
13933,"Wolff, E",E Wolff,Edward N. Wolff,Male,,
11486,"Wolfstetter, E",E Wolfstetter,Elmar G. Wolfstetter,Male,,
9716,"Zabel, E",E Zabel,Edward Zabel,Male,,
14211,"Zambrano, E",E Zambrano,?,?,,
8776,"Zhuravskaya, E",E Zhuravskaya,Ekaterina Zhuravskaya,Female,,
8005,"Goldenweiser, E. A.",E. A. Goldenweiser,Emanuel Goldenweiser,Male,,
12679,"Andreou, E.",E. Andreou,Elena Andreou,Female,,
5103,"Mcnatt, E. B.",E. B. Mcnatt,?,?,,
329,"Burger, E.",E. Burger,?,?,,
333,"Brown, E. Cary",E. Cary Brown,E. Cary Brown,Male,,
9446,"Jackson, E. F.",E. F. Jackson,?,?,,
5488,"Durbin, E. F. M.",E. F. M. Durbin,Evan Frank Mottram Durbin,Male,,
8053,"Fuerst, E.",E. Fuerst,?,?,,
5701,"Bennion, E. G.",E. G. Bennion,Edward G. Bennion,Male,,
9324,"Dowdell, E. G.",E. G. Dowdell,?,?,,
