"Gollier, C",C Gollier,Christian Gollier,Male
"Gollier, Christian",Christian Gollier,Christian Gollier,Male
"Gourieroux, C.",C. Gourieroux,Christian Gouri?roux,Male
"Hansen, C.",C. Hansen,Christian Hansen,Male
"Hansen, Christian",Christian Hansen,Christian Hansen,Male
"Hellwig, Christian",Christian Hellwig,Christian Hellwig,Male
"Helmers, Christian",Christian Helmers,Christian Helmers,Male
"Lambertz, Christian",Christian Lambertz,Christian Lambertz,Male
"Lininger, Ca",Ca Lininger,Christian Lininger,Male
"Merkl, C",C Merkl,Christian Merkl,Male
"Morrisson, C",C Morrisson,Christian Morrisson,Male
"Moser, C",C Moser,Christian Moser,Male
"Moser, Christian",Christian Moser,Christian Moser,Male
"Brinch, Christian N.",Christian N. Brinch,Christian N. Brinch,Male
"Opp, Christian",Christian Opp,Christian Opp,Male
"Riis, C",C Riis,Christian Riis,Male
"Roessler, Christian",Christian Roessler,Christian Roessler,Male
"Rojas, C",C Rojas,Christian Rojas,Male
"Schluter, C",C Schluter,Christian Schluter,Male
"Schultz, C",C Schultz,Christian Schultz,Male
"Schultz, Christian",Christian Schultz,Christian Schultz,Male
"Seel, Christian",Christian Seel,Christian Seel,Male
"Wey, C",C Wey,Christian Wey,Male
"Zehnder, Christian",Christian Zehnder,Christian Zehnder,Male
"Hilmer, Christiana",Christiana Hilmer,Christiana E. Hilmer,Female
"Stoddard, Christiana",Christiana Stoddard,Christiana Stoddard,Female
"Baumeister, Christiane",Christiane Baumeister,Christiane Baumeister,Female
"Romer, Cd",Cd Romer,Christina D. Romer,Female
"Romer, Christina D.",Christina D. Romer,Christina D. Romer,Female
"Gathmann, Christina",Christina Gathmann,Christina Gathmann,Female
"Paxson, C",C Paxson,Christina H. Paxson,Female
"Paxson, Ch",Ch Paxson,Christina H. Paxson,Female
"Jones, Christina",Christina Jones,Christina Jones,Female
"Dalton, Christina M.",Christina M. Dalton,Christina M. Dalton,Female
"Fong, Christina M.",Christina M. Fong,Christina M. Fong,Female
"Patterson, Christina",Christina Patterson,Christina Patterson,Female
"Paxson, Christina",Christina Paxson,Christina Paxson,Female
"Greenhalgh, C",C Greenhalgh,Christine Anne Greenhalgh,Female
"Binzel, Christine",Christine Binzel,Christine Binzel,Female
"Greenhalgh, Ca",Ca Greenhalgh,Christine Greenhalgh,Female
"Ho, Christine",Christine Ho,Christine Ho,Female
"Jolls, C",C Jolls,Christine Jolls,Female
"Exley, Christine L.",Christine L. Exley,Christine L. Exley,Female
"Oughton, C",C Oughton,Christine Oughton,Female
"Zulehner, Christine",Christine Zulehner,Christine Zulehner,Female
"Hassapis, C",C Hassapis,Christis Hassapis,Male
"Koch, Christoffer",Christoffer Koch,Christoffer Koch,Male
"Basten, Christoph",Christoph Basten,Christoph Basten,Male
"Lulfesmann, Christoph",Christoph Lulfesmann,Christoph Lulfesmann,Male
"Rothe, Christoph",Christoph Rothe,Christoph Rothe,Male
"Schottmuller, Christoph",Christoph Schottmuller,Christoph Schottmuller,Male
"Weiss, Christoph T.",Christoph T. Weiss,Christoph T. Weiss,Male
"Thoenissen, C",C Thoenissen,Christoph Thoenissen,Male
"Trebesch, Christoph",Christoph Trebesch,Christoph Trebesch,Male
"Spaenjers, Christophe",Christophe Spaenjers,Christophe Spaenjers,Male
"Meissner, Christopher A.",Christopher A. Meissner,Christopher A. Meissner,Male
"Neilson, Christopher A.",Christopher A. Neilson,Christopher A. Neilson,Male
"Pissarides, C",C Pissarides,Christopher A. Pissarides,Male
"Pissarides, Ca",Ca Pissarides,Christopher A. Pissarides,Male
"Pissarides, Christopher A.",Christopher A. Pissarides,Christopher A. Pissarides,Male
"Powers, Christopher A.",Christopher A. Powers,Christopher A. Powers,Male
"Sims, Ca",Ca Sims,Christopher A. Sims,Male
"Sims, Christopher A.",Christopher A. Sims,Christopher A. Sims,Male
"Allsopp, Christopher",Christopher Allsopp,Christopher Allsopp,Male
"Barrett, Cb",Cb Barrett,Christopher B. Barrett,Male
"Blattman, Christopher",Christopher Blattman,Christopher Blattman,Male
"Bliss, C",C Bliss,Christopher Bliss,Male
"Bliss, Cj",Cj Bliss,Christopher Bliss,Male
"Afendulis, Cc",Cc Afendulis,Christopher C. Afendulis,Male
"Caton, C",C Caton,Christopher Caton,Male
"Carroll, Cd",Cd Carroll,Christopher D. Carroll,Male
"Parmeter, Christopher F.",Christopher F. Parmeter,Christopher F. Parmeter,Male
"Flinn, Christopher",Christopher Flinn,Christopher Flinn,Male
"Geissler, Christopher",Christopher Geissler,Christopher Geissler,Male
"Gust, Christopher",Christopher Gust,Christopher Gust,Male
"Hanes, C",C Hanes,Christopher Hanes,Male
"Harris, C",C Harris,Christopher Harris,Male
"Harris, C",C Harris,Christopher Harris,Male
"Heady, Christopher",Christopher Heady,Christopher Heady,Male
"Ellis, Christopher J.",Christopher J. Ellis,Christopher J. Ellis,Male
"Ellis, Cj",Cj Ellis,Christopher J. Ellis,Male
"Erceg, Cj",Cj Erceg,Christopher J. Erceg,Male
"Heady, C",C Heady,Christopher J. Heady,Male
"Kurz, Christopher J.",Christopher J. Kurz,Christopher J. Kurz,Male
"Palmer, Christopher J.",Christopher J. Palmer,Christopher J. Palmer,Male
"Ruhm, Cj",Cj Ruhm,Christopher J. Ruhm,Male
"Tyson, Christopher J.",Christopher J. Tyson,Christopher J. Tyson,Male
"Waller, Cj",Cj Waller,Christopher J. Waller,Male
"Jencks, C",C Jencks,Christopher Jencks,Male
"Jepsen, Christopher",Christopher Jepsen,Christopher Jepsen,Male
"Clague, C",C Clague,Christopher K. Clague,Male
"Clague, Ck",Ck Clague,Christopher K. Clague,Male
"Kilby, C",C Kilby,Christopher Kilby,Male
"Cavanagh, Cl",Cl Cavanagh,Christopher L. Cavanagh,Male
"Culp, Christopher L.",Christopher L. Culp,Christopher L. Culp,Male
"Foote, C",C Foote,Christopher L. Foote,Male
"Meissner, Cm",Cm Meissner,Christopher M. Meissner,Male
"Snyder, Cm",Cm Snyder,Christopher M. Snyder,Male
"Mayer, Christopher",Christopher Mayer,Christopher Mayer,Male
"Avery, C",C Avery,Christopher N. Avery,Male
"Otrok, Cm",Cm Otrok,Christopher Otrok,Male
"Chambers, Christopher P.",Christopher P. Chambers,Christopher P. Chambers,Male
"Palmer, Christopher",Christopher Palmer,Christopher Palmer,Male
"Parsons, Christopher",Christopher Parsons,Christopher Parsons,Male
"Phelan, C",C Phelan,Christopher Phelan,Male
"Bollinger, Christopher R.",Christopher R. Bollinger,Christopher R. Bollinger,Male
"Dougherty, C",C Dougherty,Christopher R. S. Dougherty,Male
"Dougherty, Cr",Cr Dougherty,Christopher R. S. Dougherty,Male
"Taber, C",C Taber,Christopher R. Taber,Male
"Taber, Christopher R.",Christopher R. Taber,Christopher R. Taber,Male
"Udry, C",C Udry,Christopher R. Udry,Male
"Walters, Christopher R.",Christopher R. Walters,Christopher R. Walters,Male
"Roth, Christopher",Christopher Roth,Christopher Roth,Male
"Sleet, Christopher",Christopher Sleet,Christopher Sleet,Male
"Taber, Christopher",Christopher Taber,Christopher Taber,Male
"Timmins, Christopher",Christopher Timmins,Christopher Timmins,Male
"Tonetti, Christopher",Christopher Tonetti,Christopher Tonetti,Male
"Udry, Christopher",Christopher Udry,Christopher Udry,Male
"Walters, Christopher",Christopher Walters,Christopher Walters,Male
"Woodruff, C",C Woodruff,Christopher Woodruff,Male
"Woodruff, Christopher",Christopher Woodruff,Christopher Woodruff,Male
"Worswick, C",C Worswick,Christopher Worswick,Male
"Genakos, Christos",Christos Genakos,Christos Genakos,Male
"Kotsogiannis, C",C Kotsogiannis,Christos Kotsogiannis,Male
"Tzamos, Christos",Christos Tzamos,Christos Tzamos,Male
"Giannitsarou, Chryssi",Chryssi Giannitsarou,Chryssi Giannitsarou,Female
"Yang, Cy",Cy Yang,Chun-Yi Yang,Male
"Lee, C",C Lee,Chung H. Lee,Male
"Ai, Hengjie",Hengjie Ai,Chunrong Ai,Male
"Biderman, Ciro",Ciro Biderman,Ciro Biderman,Male
"Wilcox, Clair",Clair Wilcox,Clair Wilcox,Male
"Celerier, Claire",Claire Celerier,Claire Celerier,Female
"Crawford, Claire",Claire Crawford,Claire Crawford,Female
"Friedland, C",C Friedland,Claire Friedland,Female
"Lelarge, Claire",Claire Lelarge,Claire Lelarge,Female
"Lim, Claire S. H.",Claire S. H. Lim,Claire S. H. Lim,Female
"Kulp, Clarence A.",Clarence A. Kulp,Clarence A. Kulp,Male
"Long, Clarence D.",Clarence D. Long,Clarence D. Long,Male
"Ayres, Clarence E.",Clarence E. Ayres,Clarence E. Ayres,Male
"Barber, Clarence L.",Clarence L. Barber,Clarence L. Barber,Male
"Philbrook, Clarence",Clarence Philbrook,Clarence Philbrook,Male
"Efroymson, Clarence W.",Clarence W. Efroymson,Clarence W. Efroymson,Male
"Kerr, Clark",Clark Kerr,Clark Kerr,Male
"Warburton, Clark",Clark Warburton,Clark Warburton,Male
"Daspremont, C",C Daspremont,Claude d'Aspremont,Male
"Fourgeaud, C",C Fourgeaud,Claude Fourgeaud,Male
"Henry, C",C Henry,Claude Henry,Male
"Montmarquette, C",C Montmarquette,Claude Montmarquette,Male
"Oddou, C",C Oddou,Claude Oddou,Male
"Guillebaud, Cw",Cw Guillebaud,Claude William Guillebaud,Male
"Cantabene, Claudia",Claudia Cantabene,Claudia Cantabene,Female
"Goldin, C",C Goldin,Claudia D. Goldin,Female
"Goldin, Claudia",Claudia Goldin,Claudia Goldin,Female
"Olivetti, Claudia",Claudia Olivetti,Claudia Olivetti,Female
"Persico, Claudia",Claudia Persico,Claudia Persico,Female
"Sahm, Claudia R.",Claudia R. Sahm,Claudia R. Sahm,Female
"Senik, C",C Senik,Claudia Senik,Female
"Senik, Claudia",Claudia Senik,Claudia Senik,Female
"Steinwender, Claudia",Claudia Steinwender,Claudia Steinwender,Female
"Gartenberg, Claudine",Claudine Gartenberg,Claudine Gartenberg,Female
"Ferraz, Claudio",Claudio Ferraz,Claudio Ferraz,Male
"Lucinda, Claudio",Claudio Lucinda,Claudio Lucinda,Male
"Mezzetti, Claudio",Claudio Mezzetti,Claudio Mezzetti,Male
"Michelacci, C",C Michelacci,Claudio Michelacci,Male
"Michelacci, Claudio",Claudio Michelacci,Claudio Michelacci,Male
"Frischtak, Cr",Cr Frischtak,Claudio R Frischtak,Male
"Schnabel, Claus",Claus Schnabel,Claus Schnabel,Male
"Kreiner, Claus T.",Claus T. Kreiner,Claus Thustrup Kreiner,Male
"Kreiner, Claus Thustrup",Claus Thustrup Kreiner,Claus Thustrup Kreiner,Male
"Kreiner, Ct",Ct Kreiner,Claus Thustrup Kreiner,Male
"Anderson, Clay J.",Clay J. Anderson,Clay J. Anderson,Male
"Malick, Clay P.",Clay P. Malick,Clay P. Malick,Male
"Featherstone, Clayton R.",Clayton R. Featherstone,Clayton R. Featherstone,Male
"Tricaud, Clemence",Clemence Tricaud,Clemence Tricaud,Female
"Fuest, Clemens",Clemens Fuest,Clemens Fuest,Male
"Hetschko, Clemens",Clemens Hetschko,Clemens Hetschko,Male
"Jobst, Clemens",Clemens Jobst,Clemens Jobst,Male
"Krouse, Cg",Cg Krouse,Clement G. Krouse,Male
"Harriss, C. Lowell",C. Lowell Harriss,Clement Lowell Harriss,Male
"Lloyd, C",C Lloyd,Cliff Lloyd,Male
"Lloyd, Cb",Cb Lloyd,Cliff Lloyd,Male
"Lloyd, Cl",Cl Lloyd,Cliff Lloyd,Male
"Hildreth, Clifford",Clifford Hildreth,Clifford Hildreth,Male
"Durr, Clifford J.",Clifford J. Durr,Clifford J. Durr,Male
"Geertz, C",C Geertz,Clifford James Geertz,Male
"Attfield, Clf",Clf Attfield,Clifford L. F. Attfield,Male
"Winston, C",C Winston,Clifford Winston,Male
"Winston, Clifford",Clifford Winston,Clifford Winston,Male
"Quintana-Domeque, Climent",Climent Quintana-Domeque,Climent Quintana-Domeque,Male
"Bell, C",C Bell,Clive Bell,Male
"Bull, C",C Bull,Clive Bull,Male
"Southey, C",C Southey,Clive Southey,Male
"Granger, Cwj",Cwj Granger,Clive W. J. Granger,Male
"Ferreira, Clodomiro",Clodomiro Ferreira,Clodomiro Ferreira,Male
"Summers, Clyde W.",Clyde W. Summers,Clyde W. Summers,Male
"Teulings, Cn",Cn Teulings,Coen N. Teulings,Male
"Carter, Ca",Ca Carter,Colin A. Carter,Male
"Campbell, Colin D.",Colin D. Campbell,Colin D. Campbell,Male
"Sullivan, Colin D.",Colin D. Sullivan,Colin D. Sullivan,Male
"Ellis, Colin",Colin Ellis,Colin Ellis,Male
"Camerer, C",C Camerer,Colin F. Camerer,Male
"Camerer, Colin F.",Colin F. Camerer,Colin F. Camerer,Male
"Simkin, C. G. F.",C. G. F. Simkin,Colin George Frederick Simkin,Male
"Harbury, Cd",Cd Harbury,Colin Harbury,Male
"Hottman, Colin J.",Colin J. Hottman,Colin J. Hottman,Male
"Stewart, Cd",Cd Stewart,Colin Stewart,Male
"Stewart, Colin",Colin Stewart,Colin Stewart,Male
"Clark, Colin",Colin Clark,Colin W. Clark,Male
"Wright, Colin",Colin Wright,Colin Wright,Male
"Manchester, Colleen Flaherty",Colleen Flaherty Manchester,Colleen Flaherty Manchester,Female
"Payne, Collin R.",Collin R. Payne,Collin R. Payne,Male
"Raymond, Collin",Collin Raymond,Collin Raymond,Male
"Olovsson, Conny",Conny Olovsson,Conny Olovsson,Male
"Blyth, Conrad A.",Conrad A. Blyth,Conrad Alexander Blyth,Male
"Leser, C. E. V.",C. E. V. Leser,Conrad Emanuel Victor Leser,Male
"Miller, Conrad",Conrad Miller,Conrad Miller,Male
"Esteves-Sorenson, Constanca",Constanca Esteves-Sorenson,Constanca Esteves-Sorenson,Female
"Manda, Constantine",Constantine Manda,Constantine Manda,Male
"Daskalakis, Constantinos",Constantinos Daskalakis,Constantinos Daskalakis,Male
"Syropoulos, C",C Syropoulos,Constantinos Syropoulos,Male
"Reimers, Cw",Cw Reimers,Cordelia W Reimers,Female
"Apicella, Coren L.",Coren L. Apicella,Coren L. Apicella,Female
"Trevien, Corentin",Corentin Trevien,Corentin Trevien,Male
"Low, Corinne",Corinne Low,Corinne Low,Female
"Prost, Corinne",Corinne Prost,Corinne Prost,Female
"Grada, Cormac O.",Cormac O. Grada,Cormac O. Grada,Male
"O'Dea, Cormac",Cormac O'Dea,Cormac O'Dea,Male
"Azzi, C",C Azzi,Corry Azzi,Female
"Azzi, Cf",Cf Azzi,Corry Azzi,Female
"Edwards, Corwin D.",Corwin D. Edwards,Corwin D. Edwards,Male
"Ilut, Cosmin",Cosmin Ilut,Cosmin L. Ilut,Male
"Arkolakis, Costas",Costas Arkolakis,Costas Arkolakis,Male
"Azariadis, C",C Azariadis,Costas Azariadis,Male
"Cavounidis, Costas",Costas Cavounidis,Costas Cavounidis,Male
"Meghir, C",C Meghir,Costas Meghir,Male
"Meghir, Costas",Costas Meghir,Costas Meghir,Male
"Lindsay, Cm",Cm Lindsay,Cotton M. Lindsay,Male
"Collins, Courtney A.",Courtney A. Collins,Courtney A. Collins,Female
"Burnside, C",C Burnside,Craig Burnside,Male
"Burnside, Craig",Craig Burnside,Craig Burnside,Male
"Garthwaite, Craig",Craig Garthwaite,Craig Garthwaite,Male
"Mcintosh, Craig",Craig Mcintosh,Craig Mcintosh,Male
"Huse, Cristian",Cristian Huse,Cristian Huse,Male
"Arellano, Cristina",Cristina Arellano,Cristina Arellano,Female
"Borra, Cristina",Cristina Borra,Cristina Borra,Female
"Ridao-Cano, Cristobal",Cristobal Ridao-Cano,Cristobal Ridao-Cano,Male
"Yang, Crystal S.",Crystal S. Yang,Crystal S. Yang,Male
"Taylor, Curtis R.",Curtis R. Taylor,Curtis R. Taylor,Male
"Bansak, Cynthia",Cynthia Bansak,Cynthia Bansak,Female
"Rexroat, C",C Rexroat,Cynthia Rexroat,Female
"Nicholls, Df",Df Nicholls,D. F. Nicholls,Male
"Richardson, Dh",Dh Richardson,D. H. Richardson,Male
"Locklin, D. Philip",D. Philip Locklin,D. Philip Locklin,Male
"Ulph, D",D Ulph,D. T. Ulph,Male
"Ulph, Dt",Dt Ulph,D. T. Ulph,Male
"Xiu, Dacheng",Dacheng Xiu,Dacheng Xiu,Male
"Kim, Daehyun",Daehyun Kim,Daehyun Kim,Male
"Sommervoll, Dag Einar",Dag Einar Sommervoll,Dag Einar Sommervoll,Male
"Dalen, Dm",Dm Dalen,Dag Morten Dalen,Male
"Brito, Dl",Dl Brito,Dagobert L. Brito,Male
"He, Daifeng",Daifeng He,Daifeng He,Female
"Ikeda, Daisuke",Daisuke Ikeda,Daisuke Ikeda,Male
"Oyama, Daisuke",Daisuke Oyama,Daisuke Oyama,Male
"De Silva, Dakshina G.",Dakshina G. De Silva,Dakshina G. De Silva,Male
"Menkhaus, Dj",Dj Menkhaus,Dale J. Menkhaus,Male
"Poirier, Dj",Dj Poirier,Dale J. Poirier,Male
"Osborne, Dk",Dk Osborne,Dale K. Osborne,Male
"Manning, Dale T.",Dale T. Manning,Dale T. Manning,Male
"Mortensen, Dale T.",Dale T. Mortensen,Dale T. Mortensen,Male
"Mortensen, Dt",Dt Mortensen,Dale T. Mortensen,Male
"Henderson, Dw",Dw Henderson,Dale W. Henderson,Male
"Jorgenson, Dale W.",Dale W. Jorgenson,Dale W. Jorgenson,Male
"Jorgenson, Dw",Dw Jorgenson,Dale W. Jorgenson,Male
"Yoder, Dale",Dale Yoder,Dale Yoder,Male
"Marin, D",D Marin,Dalia Marin,Female
"Clarke, Damian",Damian Clarke,Damian Clarke,Male
"Kozbur, Damian",Damian Kozbur,Damian Kozbur,Male
"Neven, Dj",Dj Neven,Damien Neven,Male
"Gujarati, D",D Gujarati,Damodar N. Gujarati,Male
"Clark, D",D Clark,Damon Clark,Male
"Jones, Damon",Damon Jones,Damon Jones,Male
"Ashournia, Damoun",Damoun Ashournia,Damoun Ashournia,Male
"Black, Dan A.",Dan A. Black,Dan A. Black,Male
"Anderberg, Dan",Dan Anderberg,Dan Anderberg,Male
"Bernhardt, D",D Bernhardt,Dan Bernhardt,Male
"Bernhardt, Dan",Dan Bernhardt,Dan Bernhardt,Male
"Bogart, Dan",Dan Bogart,Dan Bogart,Male
"Cao, Dan",Dan Cao,Dan Cao,Male
"Galai, D",D Galai,Dan Galai,Male
"Goldhaber, Dan",Dan Goldhaber,Dan Goldhaber,Male
"Kovenock, D",D Kovenock,Dan Kovenock,Male
"Levin, D",D Levin,Dan Levin,Male
"Levin, Dan",Dan Levin,Dan Levin,Male
"Lovallo, D",D Lovallo,Dan Lovallo,Male
"Silverman, Dan",Dan Silverman,Dan Silverman,Male
"Usher, D",D Usher,Dan Usher,Male
"Rooth, Dan-Olof",Dan-Olof Rooth,Dan-Olof Rooth,Male
"Foarta, Dana",Dana Foarta,Dana Foarta,Female
"Galizia, Dana",Dana Galizia,Dana Galizia,Male
"Heller, Dana",Dana Heller,Dana Heller,Female
"Suskind, Dana L.",Dana L. Suskind,Dana L. Suskind,Female
"Goldman, D",D Goldman,Dana P. Goldman,Male
"Goldman, Dana",Dana Goldman,Dana P. Goldman,Male
"Sisak, Dana",Dana Sisak,Dana Sisak,Female
"Rodrik, D",D Rodrik,Dani Rodrik,Male
"Rodrik, Dani",Dani Rodrik,Dani Rodrik,Male
"Graham, Da",Da Graham,Daniel A. Graham,Male
"Levinthal, Daniel A.",Daniel A. Levinthal,Daniel A. Levinthal,Male
"Nuxoll, Da",Da Nuxoll,Daniel A. Nuxoll,Male
"Aaronson, Daniel",Daniel Aaronson,Daniel Aaronson,Male
"Altman, D",D Altman,Daniel Altman,Male
"Magleby, Daniel B.",Daniel B. Magleby,Daniel B. Magleby,Male
"Nelson, D",D Nelson,Daniel B. Nelson,Male
"Suits, Daniel B.",Daniel B. Suits,Daniel B. Suits,Male
"Barron, Daniel",Daniel Barron,Daniel Barron,Male
"Barth, Daniel",Daniel Barth,Daniel Barth,Male
"Bennett, Daniel",Daniel Bennett,Daniel Bennett,Male
"Bernoulli, Daniel",Daniel Bernoulli,Daniel Bernoulli,Male
"Bjorkegren, Daniel",Daniel Bjorkegren,Daniel Bjorkegren,Male
"Esty, Daniel C.",Daniel C. Esty,Daniel C. Esty,Male
"Carson, Daniel",Daniel Carson,Daniel Carson,Male
"Da Mata, Daniel",Daniel Da Mata,Daniel Da Mata,Male
"Diermeier, Daniel",Daniel Diermeier,Daniel Diermeier,Male
"Ellsberg, D",D Ellsberg,Daniel Ellsberg,Male
"Ellsberg, D.",D. Ellsberg,Daniel Ellsberg,Male
"Garrett, Daniel F.",Daniel F. Garrett,Daniel F. Garrett,Male
"Garrett, I",I Garrett,Daniel F. Garrett,Male
"Spulber, Daniel F.",Daniel F. Spulber,Daniel F. Spulber,Male
"Spulber, Df",Df Spulber,Daniel F. Spulber,Male
"Waggoner, Daniel F.",Daniel F. Waggoner,Daniel F. Waggoner,Male
"Feenberg, Dr",Dr Feenberg,Daniel Feenberg,Male
"Fershtman, Daniel",Daniel Fershtman,Daniel Fershtman,Male
"Fusfeld, Dr",Dr Fusfeld,Daniel Fusfeld,Male
"Sullivan, D",D Sullivan,Daniel G. Sullivan,Male
"Garcia-Macia, Daniel",Daniel Garcia-Macia,Daniel Garcia-Macia,Male
"Gottlieb, Daniel",Daniel Gottlieb,Daniel Gottlieb,Male
"Gros, D",D Gros,Daniel Gros,Male
"Buchanan, Daniel H.",Daniel H. Buchanan,Daniel H. Buchanan,Male
"Heymann, D",D Heymann,Daniel Heymann,Male
"Houser, D",D Houser,Daniel Houser,Male
"Rees, Daniel I.",Daniel I. Rees,Daniel I. Rees,Male
"Benjamin, Daniel J.",Daniel J. Benjamin,Daniel J. Benjamin,Male
"Henderson, Daniel J.",Daniel J. Henderson,Daniel J. Henderson,Male
"Seidmann, Daniel J.",Daniel J. Seidmann,Daniel J. Seidmann,Male
"Seidmann, Dj",Dj Seidmann,Daniel J. Seidmann,Male
"Slottje, Dj",Dj Slottje,Daniel J. Slottje,Male
"Wilson, Daniel J.",Daniel J. Wilson,Daniel J. Wilson,Male
"Fetter, Daniel K.",Daniel K. Fetter,Daniel K. Fetter,Male
"Kahneman, D",D Kahneman,Daniel Kahneman,Male
"Kahneman, Daniel",Daniel Kahneman,Daniel Kahneman,Male
"Kaufmann, D",D Kaufmann,Daniel Kaufmann,Male
"Keniston, Daniel",Daniel Keniston,Daniel Keniston,Male
"Kleinlercher, Daniel",Daniel Kleinlercher,Daniel Kleinlercher,Male
"Chen, D",D Chen,Daniel L. Chen,Male
"Chen, Daniel L.",Daniel L. Chen,Daniel L. Chen,Male
"Millimet, Dl",Dl Millimet,Daniel L. Millimet,Male
"Rubinfeld, Dl",Dl Rubinfeld,Daniel L. Rubinfeld,Male
"Wisecarver, D",D Wisecarver,Daniel L. Wisecarver,Male
"Lafave, Daniel",Daniel Lafave,Daniel Lafave,Male
"Mcfadden, D",D Mcfadden,Daniel Little McFadden,Male
"Raff, Dmg",Dmg Raff,Daniel M. G. Raff,Male
"Holland, Daniel M.",Daniel M. Holland,Daniel M. Holland,Male
"Schydlowsky, Dm",Dm Schydlowsky,Daniel M. Schydlowsky,Male
"Smith, Daniel M.",Daniel M. Smith,Daniel M. Smith,Male
"Martin, Daniel",Daniel Martin,Daniel Martin,Male
"Marx, Daniel, Jr.",Daniel Marx,Daniel Marx,Male
"Mueller, Daniel",Daniel Mueller,Daniel Mueller,Male
"Muhammad, Daniel",Daniel Muhammad,Daniel Muhammad,Male
"Orr, D",D Orr,Daniel Orr,Male
"Paravisini, Daniel",Daniel Paravisini,Daniel Paravisini,Male
"Primont, D",D Primont,Daniel Primont,Male
"Kazmer, Dr",Dr Kazmer,Daniel R Kazmer,Male
"Vincent, D",D Vincent,Daniel R. Vincent,Male
"Rogger, Daniel",Daniel Rogger,Daniel Rogger,Male
"Rubenson, Daniel",Daniel Rubenson,Daniel Rubenson,Male
"Hamermesh, Daniel S.",Daniel S. Hamermesh,Daniel S. Hamermesh,Male
"Hamermesh, Ds",Ds Hamermesh,Daniel S. Hamermesh,Male
"Schunk, Daniel",Daniel Schunk,Daniel Schunk,Male
"Seiver, Da",Da Seiver,Daniel Seiver,Male
"Sgroi, Daniel",Daniel Sgroi,Daniel Sgroi,Male
"Sullivan, Daniel",Daniel Sullivan,Daniel Sullivan,Male
"Slesnick, Dt",Dt Slesnick,Daniel T. Slesnick,Male
"Trefler, D",D Trefler,Daniel Trefler,Male
"Trefler, Daniel",Daniel Trefler,Daniel Trefler,Male
"Treisman, D",D Treisman,Daniel Treisman,Male
"Treisman, Daniel",Daniel Treisman,Daniel Treisman,Male
"Villar, Daniel",Daniel Villar,Daniel Villar,Male
"Waldenstrom, Daniel",Daniel Waldenstrom,Daniel Waldenstrom,Male
"Weiserbs, D",D Weiserbs,Daniel Weiserbs,Male
"Wilhelm, Daniel",Daniel Wilhelm,Daniel Wilhelm,Male
"Xie, Daniel",Daniel Xie,Daniel Xie,Male
"Xu, Daniel Y.",Daniel Y. Xu,Daniel Y. Xu,Male
"Xi, Daniel Yi",Daniel Yi Xi,Daniel Yi Xi,Male
"Gurara, Daniel Zerfu",Daniel Zerfu Gurara,Daniel Zerfu Gurara,Male
"Del Boca, D",D Del Boca,Daniela Del Boca,Female
"Del Boca, Daniela",Daniela Del Boca,Daniela Del Boca,Female
"Maggioni, Daniela",Daniela Maggioni,Daniela Maggioni,Female
"Puzzello, Daniela",Daniela Puzzello,Daniela Puzzello,Female
"Scur, Daniela",Daniela Scur,Daniela Scur,Female
"Condorelli, Daniele",Daniele Condorelli,Daniele Condorelli,Male
"Nosenzo, Daniele",Daniele Nosenzo,Daniele Nosenzo,Male
"Li, Danielle",Danielle Li,Danielle Li,Female
"Quah, D",D Quah,Danny Quah,Male
"Quah, Dt",Dt Quah,Danny Quah,Male
"Yagan, Danny",Danny Yagan,Danny Yagan,Male
"Bahar, Dany",Dany Bahar,Dany Bahar,Male
"Xie, Dy",Dy Xie,Danyang Xie,Male
"Taglioni, Daria",Daria Taglioni,Daria Taglioni,Female
"Cestau, Dario",Dario Cestau,Dario Cestau,Male
"Lakdawalla, D",D Lakdawalla,Darius Lakdawalla,Male
"Chisholm, Dc",Dc Chisholm,Darlene Chisolm,Female
"Acemoglu, D",D Acemoglu,Daron Acemoglu,Male
"Acemoglu, Daron",Daron Acemoglu,Daron Acemoglu,Male
"Duffie, Darrell",Darrell Duffie,Darrell Duffie,Male
"Hueth, D",D Hueth,Darrell Hueth,Male
"Alhadeff, Da",Da Alhadeff,David A Alhadeff,Male
"Alhadeff, David A.",David A. Alhadeff,David A. Alhadeff,Male
"Aschauer, Da",Da Aschauer,David A. Aschauer,Male
"Green, Da",Da Green,David A. Green,Male
"Green, David A.",David A. Green,David A. Green,Male
"Jaeger, David A.",David A. Jaeger,David A. Jaeger,Male
"Keiser, David A.",David A. Keiser,David A. Keiser,Male
"Love, David A.",David A. Love,David A. Love,Male
"Malueg, Da",Da Malueg,David A. Malueg,Male
"Matsa, David A.",David A. Matsa,David A. Matsa,Male
"Mccabe, David A.",David A. Mccabe,David A. Mccabe,Male
"Miller, David A.",David A. Miller,David A. Miller,Male
"Peel, Da",Da Peel,David A. Peel,Male
"Rivers, David A.",David A. Rivers,David A. Rivers,Male
"Schkade, D",D Schkade,David A. Schkade,Male
"Starrett, D",D Starrett,David A. Starrett,Male
"Starrett, Da",Da Starrett,David A. Starrett,Male
"Wilton, Da",Da Wilton,David A. Wilton,Male
"Wise, D",D Wise,David A. Wise,Male
"Wise, Da",Da Wise,David A. Wise,Male
"Aikman, David",David Aikman,David Aikman,Male
"Alary, David",David Alary,David Alary,Male
"Anthoff, David",David Anthoff,David Anthoff,Male
"Arnold, David",David Arnold,David Arnold,Male
"Atkin, David",David Atkin,David Atkin,Male
