"Jin, Ginger Z.",Ginger Z. Jin,Ginger Zhe Jin,Female
"Gancia, Gino",Gino Gancia,Gino Gancia,Male
"Hanoch, G",G Hanoch,Giora Hanoch,Male
"Mion, Giordano",Giordano Mion,Giordano Mion,Male
"Basevi, G",G Basevi,Giorgio Basevi,Male
"Brunello, G",G Brunello,Giorgio Brunello,Male
"Brunello, Giorgio",Giorgio Brunello,Giorgio Brunello,Male
"Primiceri, Giorgio E.",Giorgio E. Primiceri,Giorgio E. Primiceri,Male
"Martini, Giorgio",Giorgio Martini,Giorgio Martini,Male
"Tagliacozzo, Giorgio",Giorgio Tagliacozzo,Giorgio Tagliacozzo,Male
"D'Adda, Giovanna",Giovanna D'Adda,Giovanna D'Adda,Female
"Vallanti, Giovanna",Giovanna Vallanti,Giovanna Vallanti,Female
"Cornia, Ga",Ga Cornia,Giovanni Andrea Cornia,Male
"Boero, G",G Boero,Giovanni Boero,Male
"Caggiano, Giovanni",Giovanni Caggiano,Giovanni Caggiano,Male
"Dell'Ariccia, Giovanni",Giovanni Dell'Ariccia,Giovanni Dell'Ariccia,Male
"Dosi, G",G Dosi,Giovanni Dosi,Male
"Gallipoli, Giovanni",Giovanni Gallipoli,Giovanni Gallipoli,Male
"Immordino, Giovanni",Giovanni Immordino,Giovanni Immordino,Male
"Violante, Giovanni L.",Giovanni L. Violante,Giovanni L. Violante,Male
"Violante, Gl",Gl Violante,Giovanni L. Violante,Male
"Mastrobuoni, Giovanni",Giovanni Mastrobuoni,Giovanni Mastrobuoni,Male
"Peri, Giovanni",Giovanni Peri,Giovanni Peri,Male
"Pica, Giovanni",Giovanni Pica,Giovanni Pica,Male
"Prarolo, Giovanni",Giovanni Prarolo,Giovanni Prarolo,Male
"Gopinath, Gita",Gita Gopinath,Gita Gopinath,Female
"Brancaccio, Giulia",Giulia Brancaccio,Giulia Brancaccio,Female
"Faggio, Giulia",Giulia Faggio,Giulia Faggio,Female
"Zanella, Giulio",Giulio Zanella,Giulio Zanella,Male
"Bertola, G",G Bertola,Giuseppe Bertola,Male
"De Feo, Giuseppe",Giuseppe De Feo,Giuseppe De Feo,Male
"Fiori, Giuseppe",Giuseppe Fiori,Giuseppe Fiori,Male
"Migali, Giuseppe",Giuseppe Migali,Giuseppe Migali,Male
"Moscarini, G",G Moscarini,Giuseppe Moscarini,Male
"Moscarini, Giuseppe",Giuseppe Moscarini,Giuseppe Moscarini,Male
"Nicoletti, Giuseppe",Giuseppe Nicoletti,Giuseppe Nicoletti,Male
"Blakey, Gladys C.",Gladys C. Blakey,Gladys C. Blakey,Female
"Palmer, Gladys L.",Gladys L. Palmer,Gladys L. Palmer,Female
"Quintini, G",G Quintini,Glenda Quintini,Female
"Blomquist, Glenn C.",Glenn C. Blomquist,Glenn C. Blomquist,Male
"Loury, G",G Loury,Glenn C. Loury,Male
"Loury, Gc",Gc Loury,Glenn C. Loury,Male
"Rudebusch, Gd",Gd Rudebusch,Glenn D. Rudebusch,Male
"Rudebusch, Glenn D.",Glenn D. Rudebusch,Glenn D. Rudebusch,Male
"Daily, Glenn",Glenn Daily,Glenn Daily,Male
"Guthrie, Glenn E.",Glenn E. Guthrie,Glenn E. Guthrie,Male
"Mclaughlin, Glenn E.",Glenn E. Mclaughlin,Glenn E. Mclaughlin,Male
"Ellison, G",G Ellison,Glenn Ellison,Male
"Ellison, Glenn",Glenn Ellison,Glenn Ellison,Male
"Burrows, Glenn L.",Glenn L. Burrows,Glenn L. Burrows,Male
"Pfeiffer, Glenn",Glenn Pfeiffer,Glenn Pfeiffer,Male
"Harrison, Glenn W.",Glenn W. Harrison,Glenn W. Harrison,Male
"Harrison, Gw",Gw Harrison,Glenn W. Harrison,Male
"Helfand, Ge",Ge Helfand,Gloria Helfand,Female
"Sheu, Gloria",Gloria Sheu,Gloria Sheu,Female
"Keller, Godfrey",Godfrey Keller,Godfrey Keller,Male
"Barjamovic, Gojko",Gojko Barjamovic,Gojko Barjamovic,Male
"Cisternas, Gonzalo",Gonzalo Cisternas,Gonzalo Cisternas,Male
"Skogh, G",G Skogh,Goran Skogh,Male
"Anderson, G",G Anderson,Gordon Anderson,Male
"Dahl, Gordon B.",Gordon B. Dahl,Gordon B. Dahl,Male
"Rausser, Gc",Gc Rausser,Gordon C. Rausser,Male
"Bloom, Gordon F.",Gordon F. Bloom,Gordon F. Bloom,Male
"Gemmill, G",G Gemmill,Gordon Gemmill,Male
"Hanson, Gh",Gh Hanson,Gordon H. Hanson,Male
"Hanson, Gordon",Gordon Hanson,Gordon H. Hanson,Male
"Hanson, Gordon H.",Gordon H. Hanson,Gordon H. Hanson,Male
"Anderson, Gj",Gj Anderson,Gordon J. Anderson,Male
"Myers, Gordon",Gordon Myers,Gordon M. Myers,Male
"Boals, Gordon P.",Gordon P. Boals,Gordon P. Boals,Male
"Pye, G",G Pye,Gordon Pye,Male
"Tullock, G",G Tullock,Gordon Tullock,Male
"Tullock, Gordon C.",Gordon C. Tullock,Gordon Tullock,Male
"Haberler, G.",G. Haberler,Gottfried Haberler,Male
"Haberler, Gottfried",Gottfried Haberler,Gottfried Haberler,Male
"Haberler, G",G Haberler,Gottfried von Haberler,Male
"Johnson, G. Griffith",G. Griffith Johnson,Gove Griffith Johnson,Male
"Beckett, Grace",Grace Beckett,Grace Beckett,Female
"Gunn, Grace T.",Grace T. Gunn,Grace T. Gunn,Female
"Chichilnisky, G",G Chichilnisky,Graciela Chichilnisky,Female
"Kaminsky, Gl",Gl Kaminsky,Graciela L. Kaminsky,Female
"Dorrance, G. S.",G. S. Dorrance,Graeme S. Dorrance,Male
"Elliott, G",G Elliott,Graham Elliott,Male
"Elliott, G. A.",G. A. Elliott,Graham Elliott,Male
"Loomes, G",G Loomes,Graham Loomes,Male
"Loomes, Graham",Graham Loomes,Graham Loomes,Male
"Pyatt, G",G Pyatt,Graham Pyatt,Male
"Jacobsen, Grant D.",Grant D. Jacobsen,Grant D. Jacobsen,Male
"Graziano, Grant",Grant Graziano,Grant Graziano,Male
"Hillier, G",G Hillier,Grant H. Hillier,Male
"Miller, Glenn W.",Glenn W. Miller,Grant Miller,Male
"Miller, Grant",Grant Miller,Grant Miller,Male
"Reuber, Gl",Gl Reuber,Grant Reuber,Male
"Mizon, Ge",Ge Mizon,Grayham E. Mizon,Male
"Bertocchi, G",G Bertocchi,Graziella Bertocchi,Female
"Gosnell, Greer K.",Greer K. Gosnell,Greer K. Gosnell,Female
"Fischer, Greg",Greg Fischer,Greg Fischer,Male
"Duncan, Gj",Gj Duncan,Greg J. Duncan,Male
"Kaplan, Greg",Greg Kaplan,Greg Kaplan,Male
"Shaffer, Greg",Greg Shaffer,Greg Shaffer,Male
"Yarrow, Gk",Gk Yarrow,Greg Yarrow,Male
"Jarosch, Gregor",Gregor Jarosch,Gregor Jarosch,Male
"Matvos, Gregor",Gregor Matvos,Gregor Matvos,Male
"Sebba, Gregor",Gregor Sebba,Gregor Sebba,Male
"Smith, Gw",Gw Smith,Gregor W. Smith,Male
"Siourounis, Gregorios",Gregorios Siourounis,Gregorios Siourounis,Male
"Chow, Gc",Gc Chow,Gregory C. Chow,Male
"Chow, Gregory C.",Gregory C. Chow,Gregory C. Chow,Male
"Clark, Gregory",Gregory Clark,Gregory Clark,Male
"Corcos, Gregory",Gregory Corcos,Gregory Corcos,Male
"De Walque, Gregory",Gregory De Walque,Gregory De Walque,Male
"Udell, Gf",Gf Udell,Gregory F. Udell,Male
"Grossman, Gregory",Gregory Grossman,Gregory Grossman,Male
"Martin, Gregory J.",Gregory J. Martin,Gregory J. Martin,Male
"Werden, Gj",Gj Werden,Gregory J. Werden,Male
"Jolivet, Gregory",Gregory Jolivet,Gregory Jolivet,Male
"Lewis, Gregory",Gregory Lewis,Gregory Lewis,Male
"Lewis, Gw",Gw Lewis,Gregory Lewis,Male
"Price, Gregory N.",Gregory N. Price,Gregory N. Price,Male
"Crawford, Gregory S.",Gregory S. Crawford,Gregory S. Crawford,Male
"Veramendi, Gregory",Gregory Veramendi,Gregory Veramendi,Male
"Holden, Grenville",Grenville Holden,Grenville Holden,Male
"Edwards, G",G Edwards,Griffin Edwards,Male
"Edwards, Griffin",Griffin Edwards,Griffin Edwards,Male
"Stolper, Guastav",Guastav Stolper,Guastav Stolper,Male
"Barone, Guglielmo",Guglielmo Barone,Guglielmo Barone,Male
"Weber, G",G Weber,Guglielmo Weber,Male
"Weber, Guglielmo",Guglielmo Weber,Guglielmo Weber,Male
"Ascari, G",G Ascari,Guido Ascari,Male
"Kuersteiner, G",G Kuersteiner,Guido Kuersteiner,Male
"Tabellini, G",G Tabellini,Guido Tabellini,Male
"Imbens, Gw",Gw Imbens,Guido W. Imbens,Male
"Daudin, Guillaume",Guillaume Daudin,Guillaume Daudin,Male
"Frechette, Guillaume",Guillaume Frechette,Guillaume Frechette,Male
"Liegey, Guillaume",Guillaume Liegey,Guillaume Liegey,Male
"Plantin, Guillaume",Guillaume Plantin,Guillaume Plantin,Male
"Frechette, Guillaume R.",Guillaume R. Frechette,Guillaume R. Frechette,Male
"Rocheteau, Guillaume",Guillaume Rocheteau,Guillaume Rocheteau,Male
"Calvo, G",G Calvo,Guillermo A. Calvo,Male
"Calvo, Ga",Ga Calvo,Guillermo A. Calvo,Male
"Calvo, Guillermo A.",Guillermo A. Calvo,Guillermo A. Calvo,Male
"Cruces, Guillermo",Guillermo Cruces,Guillermo Cruces,Male
"Marshall, Guillermo",Guillermo Marshall,Guillermo Marshall,Male
"Ordonez, Guillermo",Guillermo Ordonez,Guillermo Ordonez,Male
"Zamarripa, Guillermo",Guillermo Zamarripa,Guillermo Zamarripa,Male
"Friebel, Guldo",Guldo Friebel,Guldo Friebel,Male
"Myrdal, G",G Myrdal,Gunnar Myrdal,Male
"Knapp, Gunnar P.",Gunnar P. Knapp,Gunnar P. Knapp,Male
"Coenen, G",G Coenen,Günter Coenen,Male
"Tan, Gf",Gf Tan,Guofu Tan,Male
"Ofer, G",G Ofer,Gur Ofer,Male
"Papanek, Gf",Gf Papanek,Gustav F. Papanek,Male
"Papanek, Gustav",Gustav Papanek,Gustav F. Papanek,Male
"Ranis, G",G Ranis,Gustav Ranis,Male
"Bobonis, Gustavo J.",Gustavo J. Bobonis,Gustavo J. Bobonis,Male
"Manso, Gustavo",Gustavo Manso,Gustavo Manso,Male
"Schjelderup, Guttorm",Guttorm Schjelderup,Guttorm Schjelderup,Male
"Orcutt, Gh",Gh Orcutt,Guy H. Orcutt,Male
"Lacroix, G",G Lacroix,Guy Lacroix,Male
"Lacroix, Guy",Guy Lacroix,Guy Lacroix,Male
"Laroque, G",G Laroque,Guy Laroque,Male
"Laroque, Guy",Guy Laroque,Guy Laroque,Male
"Michaels, Guy",Guy Michaels,Guy Michaels,Male
"Zoega, G",G Zoega,Gylfi Zoega,Male
"Yi, Gjl",Gjl Yi,Gyoseob Yi,Male
"Hunter, H",H Hunter,H Hunter,H Hunter
"Rey, H",H Rey,H?lène Rey,Female
"Rey, Helene",Helene Rey,H?lène Rey,Female
"Lewis, H. G.",H. G. Lewis,H. Gregg Lewis,Male
"Lewis, H. Gregg",H. Gregg Lewis,H. Gregg Lewis,Male
"Lewis, Hg",Hg Lewis,H. Gregg Lewis,Male
"Keisler, H. Jerome",H. Jerome Keisler,H. Jerome Keisler,Male
"Carmichael, Hl",Hl Carmichael,H. Lorne Carmichael,Male
"Ohta, H",H Ohta,H. Ohta,Male
"Gray, H. Peter",H. Peter Gray,H. Peter Gray,Male
"Young, H. Peyton",H. Peyton Young,H. Peyton Young,Male
"Young, Hp",Hp Young,H. Peyton Young,Male
"Heller, Hr",Hr Heller,H. Robert Heller,Male
"Gordon, H. Scott",H. Scott Gordon,H. Scott Gordon,Male
"Burness, Hs",Hs Burness,H. Stuart Burness,Male
"Hargreaves, H. Walter",H. Walter Hargreaves,H. Walter Hargreaves,Male
"Esfahani, Hs",Hs Esfahani,Hadi Salehi Esfahani,Male
"Hwang, H",H Hwang,Hae-shin Hwang,Male
"Anderson, Haelim",Haelim Anderson,Haelim Anderson,Female
"Fan, Haichao",Haichao Fan,Haichao Fan,Male
"Barkai, H",H Barkai,Haim Barkai,Male
"Levy, H",H Levy,Haim Levy,Male
"Levy, Haim",Haim Levy,Haim Levy,Male
"Ofek, H",H Ofek,Haim Ofek,Male
"Hori, H",H Hori,Hajime Hori,Male
"Miyazaki, H",H Miyazaki,Hajime Miyazaki,Male
"Yazici, Hakki",Hakki Yazici,Hakki Yazici,Male
"Varian, Hal R.",Hal R. Varian,Hal R. Varian,Male
"Varian, Hr",Hr Varian,Hal R. Varian,Male
"Edison, Hj",Hj Edison,Hali J Edison,Female
"Rogers, Halsey",Halsey Rogers,Halsey Rogers,Male
"Ergin, Haluk",Haluk Ergin,Haluk Ergin,Male
"Ergin, Hi",Hi Ergin,Haluk Ergin,Male
"Mehlum, H",H Mehlum,Halvor Mehlum,Male
"Mohtadi, H",H Mohtadi,Hamid Mohtadi,Male
"Sabourian, H",H Sabourian,Hamid Sabourian,Male
"Lankford, H",H Lankford,Hamilton Lankford,Male
"Low, Hamish",Hamish Low,Hamish Low,Male
"Bleichrodt, H",H Bleichrodt,Han Bleichrodt,Male
"Bleichrodt, Han",Han Bleichrodt,Han Bleichrodt,Male
"Jacoby, Hg",Hg Jacoby,Hanan G. Jacoby,Male
"Mansour, Hani",Hani Mansour,Hani Mansour,Male
"Fang, Hanming",Hanming Fang,Hanming Fang,Male
"Fang, Hm",Hm Fang,Hanming Fang,Male
"Postel, Hannah M.",Hannah M. Postel,Hannah M. Postel,Female
"Schildberg-Hoerisch, Hannah",Hannah Schildberg-Hoerisch,Hannah Schildberg-Hoerisch,Female
"Trachtman, Hannah",Hannah Trachtman,Hannah Trachtman,Female
"Mueller, Holger M.",Holger M. Mueller,Hannes Mueller,Male
"Schwandt, Hannes",Hannes Schwandt,Hannes Schwandt,Male
"Ullrich, Hannes",Hannes Ullrich,Hannes Ullrich,Male
"Lustig, Hanno",Hanno Lustig,Hanno Lustig,Male
"Apel, Hans",Hans Apel,Hans Apel,Male
"Binswanger, Hp",Hp Binswanger,Hans Binswanger-Mkhize,Male
"Brems, H",H Brems,Hans Brems,Male
"Brems, Hans",Hans Brems,Hans Brems,Male
"Degryse, Hans",Hans Degryse,Hans Degryse,Male
"Bloemen, Hans G.",Hans G. Bloemen,Hans G. Bloemen,Male
"Seedig, Hans Georg",Hans Georg Seedig,Hans Georg Seedig,Male
"Gersbach, H",H Gersbach,Hans Gersbach,Male
"Gersbach, Hans",Hans Gersbach,Hans Gersbach,Male
"Gronqvist, Hans",Hans Gronqvist,Hans Gronqvist,Male
"Liesner, Hh",Hh Liesner,Hans H. Liesner,Male
"Haller, H",H Haller,Hans Haller,Male
"Herzberger, Hg",Hg Herzberger,Hans Herzberger,Mae
"Kind, Hans Jarle",Hans Jarle Kind,Hans Jarle Kind,Male
"Jaksch, Hj",Hj Jaksch,Hans Jurgen Jaksch,Male
"Hvide, Hans K.",Hans K. Hvide,Hans K. Hvide,Male
"Neisser, H",H Neisser,Hans Neisser,Male
"Neisser, H.",H. Neisser,Hans Neisser,Male
"Neisser, Hans",Hans Neisser,Hans Neisser,Male
"Neisser, Hans P.",Hans P. Neisser,Hans P. Neisser,Male
"Gruener, Hans Peter",Hans Peter Gruener,Hans Peter Gruener,Male
"Gruner, Hp",Hp Gruner,Hans Peter Grüner,Male
"Peters, He",He Peters,Hans Peters,Male
"Koster, Hans R. A.",Hans R. A. Koster,Hans R. A. Koster,Male
"Stoll, Hans R.",Hans R. Stoll,Hans R. Stoll,Male
"Singer, H. W.",H. W. Singer,Hans Singer,Male
"Staehle, Hans",Hans Staehle,Hans Staehle,Male
"Van Kippersluis, Hans",Hans Van Kippersluis,Hans Van Kippersluis,Male
"Van Ophem, H",H Van Ophem,Hans van Ophem,Male
"Brachinger, Hw",Hw Brachinger,Hans Wolfgang Brachinger,Male
"Voth, Hans-Joachim",Hans-Joachim Voth,Hans-Joachim Voth,Male
"Krolzig, Hm",Hm Krolzig,Hans-Martin Krolzig,Male
"Normann, Hans-Theo",Hans-Theo Normann,Hans-Theo Normann,Male
"Normann, Ht",Ht Normann,Hans-Theo Normann,Male
"Li, Hao",Hao Li,Hao Li,Male
"Fadinger, Harald",Harald Fadinger,Harald Fadinger,Male
"Hau, Harald",Harald Hau,Harald Hau,Male
"Lang, H",H Lang,Harald Lang,Male
"Malmgren, Hb",Hb Malmgren,Harald Malmgren,Male
"Uhlig, H",H Uhlig,Harald Uhlig,Male
"Uhlig, Harald",Harald Uhlig,Harald Uhlig,Male
"Nair, Harikesh",Harikesh Nair,Harikesh Nair,Male
"Bhamra, Harjoat S.",Harjoat S. Bhamra,Harjoat S. Bhamra,Male
"Innis, Harold A.",Harold A. Innis,Harold A. Innis,Male
"Pollack, Harold A.",Harold A. Pollack,Harold A. Pollack,Male
"Innis, Harold Adams",Harold Adams Innis,Harold Adams Innis,Male
"Rowe, Harold B.",Harold B. Rowe,Harold B. Rowe,Male
"Koontz, Harold D.",Harold D. Koontz,Harold D. Koontz,Male
"Demsetz, H",H Demsetz,Harold Demsetz,Male
"Demsetz, Harold",Harold Demsetz,Harold Demsetz,Male
"Williamson, Harold F.",Harold F. Williamson,Harold F. Williamson,Male
"Liebhafsky, Hh",Hh Liebhafsky,Harold H Liebhafsky,Male
"Hotelling, Harold",Harold Hotelling,Harold Hotelling,Male
"Kelso, Harold",Harold Kelso,Harold Kelso,Male
"Cole, Harold L.",Harold L. Cole,Harold L. Cole,Male
"Cole, Hl",Hl Cole,Harold L. Cole,Male
"Reed, Harold L.",Harold L. Reed,Harold L. Reed,Male
"Seligman, Harold L.",Harold L. Seligman,Harold L. Seligman,Male
"Nieburg, Hl",Hl Nieburg,Harold Leonard Nieburg,Male
"Lydall, H",H Lydall,Harold Lydall,Male
"Lydall, Harold",Harold Lydall,Harold Lydall,Male
"Groves, Harold M.",Harold M. Groves,Harold M. Groves,Male
"Levinson, Harold M.",Harold M. Levinson,Harold M. Levinson,Male
"Somers, Harold M.",Harold M. Somers,Harold M. Somers,Male
"Carter, Ho",Ho Carter,Harold O. Carter,Male
"Pilvin, Harold",Harold Pilvin,Harold Pilvin,Male
"Shapiro, Harold T.",Harold T. Shapiro,Harold T. Shapiro,Male
"Shapiro, Ht",Ht Shapiro,Harold T. Shapiro,Male
"Watts, Hw",Hw Watts,Harold W. Watts,Male
"Wolozin, H",H Wolozin,Harold Wolozin,Male
"Mumtaz, Haroon",Haroon Mumtaz,Haroon Mumtaz,Male
"Griesinger, H",H Griesinger,Harriet Griesinger,Female
"Dellas, H",H Dellas,Harris Dellas,Male
"Dellas, Harris",Harris Dellas,Harris Dellas,Male
"Schlesinger, H",H Schlesinger,Harris Schlesinger,Male
"Selod, Harris",Harris Selod,Harris Selod,Male
"Bloch, Henri-Simon",Henri-Simon Bloch,Harry Bloch,Male
"Eastman, Harry C.",Harry C. Eastman,Harry C. Eastman,Male
"Pentland, H. C.",H. C. Pentland,Harry Clare Pentland,Male
"Cleaver, Hm",Hm Cleaver,Harry Cleaver Jr.,Male
"Gideonse, Harry D.",Harry D. Gideonse,Harry D. Gideonse,Male
"Frech, He",He Frech,Harry E. Frech,Male
"Guthmann, Harry G.",Harry G. Guthmann,Harry G. Guthmann,Male
"Johnson, H. G.",H. G. Johnson,Harry G. Johnson,Male
"Johnson, Harry G.",Harry G. Johnson,Harry G. Johnson,Male
"Johnson, Hg",Hg Johnson,Harry G. Johnson,Male
"Brown, Harry Gunnison",Harry Gunnison Brown,Harry Gunnison Brown,Male
"Kelejian, Hh",Hh Kelejian,Harry H. Kelejian,Male
"Henig, Harry",Harry Henig,Harry Henig,Male
"Paarsch, Harry J.",Harry J. Paarsch,Harry J. Paarsch,Male
"Markowitz, Hm",Hm Markowitz,Harry M. Markowitz,Male
"Magdoff, Harry",Harry Magdoff,Harry Magdoff,Male
"Markowitz, Harry",Harry Markowitz,Harry Markowitz,Male
"Scheiber, Hn",Hn Scheiber,Harry N. Scheiber,Male
"Norris, Harry",Harry Norris,Harry Norris,Male
"Papapanagos, H",H Papapanagos,Harry Papapanagos,Male
"Hartkemeier, Harry Pelle",Harry Pelle Hartkemeier,Harry Pelle Hartkemeier,Male
"Schwartz, Harry S.",Harry S. Schwartz,Harry S. Schwartz,Male
"Magdoff, H",H Magdoff,Harry Samuel Magdoff,Male
"Schwartz, Harry",Harry Schwartz,Harry Schwartz,Male
"Oshima, Ht",Ht Oshima,Harry T Oshima,Male
"Weiss, Harry",Harry Weiss,Harry Weiss,Male
"Aturupane, H",H Aturupane,Harsha Aturupane,Male
"Alp, Harun",Harun Alp,Harun Alp,Male
"Brazer, He",He Brazer,Harvey E . Brazer,Male
"Lapan, H",H Lapan,Harvey E. Lapan,Male
"Lapan, He",He Lapan,Harvey E. Lapan,Male
"Levin, Hj",Hj Levin,Harvey J. Levin:,Male
"Leibenstein, H",H Leibenstein,Harvey Leibenstein,Male
"Leibenstein, H.",H. Leibenstein,Harvey Leibenstein,Male
"Leibenstein, Harvey",Harvey Leibenstein,Harvey Leibenstein,Male
"Wagner, Hm",Hm Wagner,Harvey M. Wagner,Male
"Pinney, Harvey",Harvey Pinney,Harvey Pinney,Male
"Rosen, Hs",Hs Rosen,Harvey S. Rosen,Male
"Dezhbakhsh, H",H Dezhbakhsh,Hashem Dezhbakhsh,Male
"Benishay, H",H Benishay,Haskel Benishay,Male
"Wald, Haskell Philip",Haskell Philip Wald,Haskell Philip Wald,Male
"Molana, H",H Molana,Hassan Molana,Male
"Tehranian, H",H Tehranian,Hassan Tehranian,Male
"Fisher, Hayley",Hayley Fisher,Hayley Fisher,Fisher
"Leland, H",H Leland,Hayne E. Leland,Male
"Leland, He",He Leland,Hayne E. Leland,Male
"Kyrk, Hazel",Hazel Kyrk,Hazel Kyrk,Female
"Antecol, Heather",Heather Antecol,Heather Antecol,Female
"Sarsons, Heather",Heather Sarsons,Heather Sarsons,Female
"Schofield, Heather",Heather Schofield,Heather Schofield,Female
"Chade, Hector",Hector Chade,Hector Chade,Male
"Robertson, Hm",Hm Robertson,Hector Menteith Robertson,Male
"Lopes, Hedibert F.",Hedibert F. Lopes,Hedibert F. Lopes,Male
"Allen, H",H Allen,Heidi Allen,Female
"Allen, Hl",Hl Allen,Heidi Allen,Female
"Williams, Heidi",Heidi Williams,Heidi L. Williams,Female
"Williams, Heidi L.",Heidi L. Williams,Heidi L. Williams,Female
"Rantakari, Heikki",Heikki Rantakari,Heikki Rantakari,Male
"Karle, Heiko",Heiko Karle,Heiko Karle,Male
"Stueber, Heiko",Heiko Stueber,Heiko Stueber,Male
"Hock, Heinrich",Heinrich Hock,Heinrich Hock,Male
"Ursprung, Hw",Hw Ursprung,Heinrich W. Ursprung,Male
"Arndt, H. W.",H. W. Arndt,Heinz Arndt,Male
"Arndt, Hw",Hw Arndt,Heinz Arndt,Male
"Neudecker, H",H Neudecker,Heinz Neudecker,Male
"Paechter, Heinz",Heinz Paechter,Heinz Paechter,Male
"Tang, Heiwai",Heiwai Tang,Heiwai Tang,Male
"Vasconcelos, Helder",Helder Vasconcelos,Helder Vasconcelos,Male
"Bernhard, Helen",Helen Bernhard,Helen Bernhard,Female
"Cooke, Helen J. Mellon",Helen J. Mellon Cooke,Helen J. Mellon Cooke,Female
"Makower, H.",H. Makower,Helen Makower,Female
"Simpson, Helen",Helen Simpson,Helen Simpson,Female
"Tauchen, H",H Tauchen,Helen Tauchen,Female
"Weeds, Helen",Helen Weeds,Helen Weeds,Female
"Wright, Helen",Helen Wright,Helen Wright,Female
"Holmlund, Helena",Helena Holmlund,Helena Holmlund,Female
"Nielsen, Helena Skyt",Helena Skyt Nielsen,Helena Skyt Nielsen,Female
"Couprie, Helene",Helene Couprie,Helene Couprie,Female
"Turon, Helene",Helene Turon,Helene Turon,Female
"Fehr-Duda, Helga",Helga Fehr-Duda,Helga Fehr-Duda,Female
"Herrera, Helios",Helios Herrera,Helios Herrera,Male
"Bunzel, H",H Bunzel,Helle Bunzel,Female
"Bester, H",H Bester,Helmut Bester,Male
"Bester, Helmut",Helmut Bester,Helmut Bester,Male
"Rainer, Helmut",Helmut Rainer,Helmut Rainer,Male
"Cremer, H",H Cremer,Helmuth Cremer,Male
"Hettige, H",H Hettige,Hemamala Hettige,Female
"Houthakker, H. S.",H. S. Houthakker,Hendrik Samuel Houthakker,Male
"Houthakker, Hs",Hs Houthakker,Hendrik Samuel Houthakker,Male
"Bohn, H",H Bohn,Henning Bohn,Male
"Weber, Henning",Henning Weber,Henning Weber,Male
"Lorie, Hr",Hr Lorie,Henri R. Lorie,Male
"Sterdyniak, H",H Sterdyniak,Henri Sterdyniak,Male
"Theil, H",H Theil,Henri Theil,Male
"Theil, H.",H. Theil,Henri Theil,Male
"Theil, Hh",Hh Theil,Henri Theil,Male
"Cronqvist, H",H Cronqvist,Henrik Cronqvist,Male
"Horn, H",H Horn,Henrik Horn,Male
"Kleven, Henrik",Henrik Kleven,Henrik Jacobsen Kleven,Male
"Kleven, Henrik J.",Henrik J. Kleven,Henrik Jacobsen Kleven,Male
"Kleven, Henrik Jacobsen",Henrik Jacobsen Kleven,Henrik Jacobsen Kleven,Male
"Jensen, H",H Jensen,Henrik Jensen,Male
"Basso, Henrique S.",Henrique S. Basso,Henrique S. Basso,Male
"Latane, Ha",Ha Latane,Henry A. Latané,Male
"Aaron, H",Henry Aaron,Henry Aaron,Male
"Aaron, Henry",Henry Aaron,Henry Aaron,Male
"Aaron, Hj",Henry Aaron,Henry Aaron,Male
"Mann, Henry B.",Henry B. Mann,Henry B. Mann,Male
"Mann, H. B.",H. B. Mann,Henry Berthold Mann,Male
"Simons, Henry C.",Henry C. Simons,Henry C. Simons,Male
"Wallich, Henry C.",Henry C. Wallich,Henry C. Wallich,Male
"Chappell, Hw",Hw Chappell,Henry Chappell,Male
"Wallich, H. C.",H. C. Wallich,Henry Christopher Wallich,Male
"Wallich, Hc",Hc Wallich,Henry Christopher Wallich,Male
"Clay, Henry",Henry Clay,Henry Clay,Male
"Dickinson, H. D.",H. D. Dickinson,Henry Douglas Dickinson,Male
"Aubrey, Henry G.",Henry G. Aubrey,Henry G. Aubrey,Male
"Grabowski, H",H Grabowski,Henry G. Grabowski,Male
"Grabowski, Hg",Hg Grabowski,Henry G. Grabowski,Male
"Overman, Henry G.",Henry G. Overman,Henry G. Overman,Male
"Grayson, Henry",Henry Grayson,Henry Grayson,Male
"Villard, Henry H.",Henry H. Villard,Henry H. Villard,Male
"Bittermann, Henry J.",Henry J. Bittermann,Henry J. Bittermann,Male
"Bruton, Henry J.",Henry J. Bruton,Henry J. Bruton,Male
"Bruton, Hj",Hj Bruton,Henry J. Bruton,Male
"Deimel, Henry L.",Henry L. Deimel,Henry L. Deimel,Male
"Oliver, Henry M., Jr.",Henry M. Oliver,Henry M. Oliver,Male
"Peskin, Hm",Hm Peskin,Henry M. Peskin,Male
"Hyatt, Henry R.",Henry R. Hyatt,Henry R. Hyatt,Male
"Rosovsky, H",H Rosovsky,Henry Rosovsky,Male
"Dennison, Henry S.",Henry S. Dennison,Henry S. Dennison,Male
"Farber, Henry S.",Henry S. Farber,Henry S. Farber,Male
"Farber, Hs",Hs Farber,Henry S. Farber,Male
"Miller, Henry S.",Henry S. Miller,Henry S. Miller,Male
"Schneider, Henry S.",Henry S. Schneider,Henry S. Schneider,Male
"Shavell, Henry",Henry Shavell,Henry Shavell,Male
"Balgooyen, Henry W.",Henry W. Balgooyen,Henry W. Balgooyen,Male
"Broude, Henry W.",Henry W. Broude,Henry W. Broude,Male
"Riecken, Hw",Hw Riecken,Henry W. Riecken,Male
"Wan, H",H Wan,Henry Y. Wan,Male
"Wan, Hy",Hy Wan,Henry Y. Wan,Male
