index,InstID,ArticleID,AuthorID
4049,5,4139,6088
4050,70,4140,1450
4051,70,4140,2002
4052,194,4140,2002
4053,194,4140,4115
4054,390,4140,5389
4055,2,4141,108
4056,1,4141,1133
4057,1,4141,4070
4058,11,4142,686
4059,494,4142,686
4060,249,4143,4600
4061,502,4143,4600
4062,249,4143,6653
4063,249,4143,6817
4064,527,4144,2569
4065,289,4144,2569
4066,494,4144,6036
4067,4,4144,6036
4068,24,4145,397
4069,19,4145,1764
4070,347,4146,435
4071,228,4146,787
4072,561,4146,787
4073,561,4146,5132
4074,228,4146,5132
4075,11,4147,4925
4076,242,4147,4984
4077,8,4148,1912
4078,13,4148,2616
4079,6,4148,3374
4080,170,4148,3811
4081,16,4149,7937
4082,4,4149,7937
4083,79,4150,916
4084,340,4150,916
4085,3,4151,2457
4086,542,4151,2457
4087,3,4152,1492
4088,16,4153,2973
4089,252,4153,2973
4090,16,4153,3730
4091,9,4153,4802
4092,1,4154,1285
4093,2,4155,187
4094,40,4155,2823
4095,2,4156,3800
4096,500,4157,1284
4097,2,4157,5785
4098,412,4158,49
4099,412,4158,1234
4100,2,4159,1614
4101,174,4159,4373
4102,542,4160,2457
4103,494,4160,2457
4104,3,4160,2457
4105,217,4160,2653
4106,494,4160,2653
4107,636,4160,3992
4108,3,4160,4187
4109,32,4161,661
4110,9,4161,4653
4111,494,4161,4653
4112,163,4161,5492
4113,32,4161,5492
4114,3,4162,3553
4115,3,4162,5497
4116,169,4163,4999
4117,169,4163,5734
4118,2,4164,2776
4119,17,4164,2829
4120,2,4164,4811
4121,504,4165,4266
4122,411,4165,4266
4123,17,4165,4266
4124,411,4165,4303
4125,6,4166,3464
4126,252,4166,3858
4127,3,4167,5688
4128,494,4167,5688
4129,494,4168,462
4130,542,4168,462
4131,3,4168,462
4132,494,4169,1103
4133,5,4169,1103
4134,5,4169,3710
4135,494,4169,3710
4136,494,4170,915
4137,30,4170,915
4138,495,4171,1903
4139,11,4171,1903
4140,18,4171,4665
4141,504,4172,239
4142,263,4172,239
4143,255,4172,239
4144,494,4172,1983
4145,4,4172,1983
4146,3,4173,5471
4147,542,4173,5471
4148,9,4173,5520
4149,38,4174,107
4150,413,4174,5821
4151,2,4175,885
4152,2,4175,1205
4153,494,4175,1205
4154,494,4175,1484
4155,2,4175,1484
4156,4,4175,6281
4157,2,4176,98
4158,255,4176,1531
4159,494,4177,1527
4160,38,4177,1527
4161,16,4178,100
4162,247,4178,5647
4163,504,4178,5647
4164,1,4179,24
4165,1,4179,1669
4166,494,4180,3677
4167,4,4180,3677
4168,1,4180,5227
4169,494,4180,5227
4170,3,4180,7032
4171,578,4180,7032
4172,494,4181,4294
4173,1,4181,4294
4174,39,4182,2166
4175,39,4182,5151
4176,5,4183,6414
4177,495,4183,6414
4178,3,4184,191
4179,578,4185,17
4180,494,4185,2552
4181,1,4185,2552
4182,504,4185,2552
4183,1,4186,1133
4184,11,4186,2414
4185,498,4187,1290
4186,501,4187,1290
4187,557,4187,3839
4188,527,4187,3839
4189,264,4187,3839
4190,262,4187,3839
4191,247,4187,3839
4192,2,4188,746
4193,494,4188,746
4194,494,4189,1412
4195,1,4189,1412
4196,9,4189,3856
4197,617,4190,743
4198,494,4191,3727
4199,3,4191,3727
4200,494,4192,1750
4201,2,4192,1750
4202,504,4193,98
4203,494,4193,98
4204,2,4193,98
4205,59,4193,1581
4206,548,4194,2077
4207,504,4194,2077
4208,257,4194,2077
4209,548,4194,4386
4210,504,4194,4386
4211,347,4194,4386
4212,257,4194,4386
4213,494,4195,3996
4214,2,4195,3996
4215,1,4195,3996
4216,1,4195,4294
4217,494,4195,4294
4218,2,4196,263
4219,2,4196,4281
4220,3,4196,4975
4221,504,4197,2045
4222,255,4197,2045
4223,257,4197,2077
4224,504,4197,2077
4225,548,4197,2077
4226,338,4197,5789
4227,2,4197,5789
4228,504,4197,5789
4229,494,4197,5789
4230,25,4198,5088
4231,578,4198,5959
4232,578,4199,4566
4233,121,4199,5430
4234,18,4199,5430
4235,1,4200,24
4236,5,4201,2836
4237,3,4201,5471
4238,542,4201,5471
4239,6,4202,1965
4240,332,4202,1965
4241,504,4202,1965
4242,617,4202,4363
4243,494,4202,4363
4244,16,4203,1502
4245,494,4203,5041
4246,4,4203,5041
4247,504,4203,5041
4248,16,4204,317
4249,494,4204,317
4250,114,4204,4985
4251,494,4205,3344
4252,9,4205,3344
4253,12,4205,4974
4254,494,4205,4974
4255,1,4206,1133
4256,338,4206,1711
4257,2,4207,2612
4258,494,4207,2612
4259,4,4207,2647
4260,494,4207,2647
4261,2,4207,3422
4262,494,4207,3422
4263,13,4208,2022
4264,52,4208,2666
4265,21,4208,2666
4266,13,4208,4419
4267,51,4209,667
4268,494,4210,1175
4269,11,4210,1175
4270,215,4210,5680
4271,494,4210,5680
4272,4,4211,2868
4273,48,4211,5865
4274,5,4212,1492
4275,504,4213,3553
4276,3,4213,3553
4277,494,4213,3553
4278,494,4213,4684
4279,3,4213,4684
4280,494,4214,263
4281,2,4214,263
4282,2,4214,1484
4283,494,4214,1484
4284,1,4214,5328
4285,494,4215,3677
4286,4,4215,3677
4287,504,4215,3677
4288,494,4215,5227
4289,1,4215,5227
4290,13,4216,1070
4291,5,4216,1255
4292,4,4217,4956
4293,494,4217,4956
4294,494,4218,2746
4295,8,4218,2746
4296,6,4218,5505
4297,494,4218,5505
4298,3,4219,5608
4299,4,4219,6281
4300,494,4220,663
4301,13,4220,663
4302,30,4220,1052
4303,527,4221,5026
4304,262,4221,5026
4305,5,4222,4080
4306,3,4222,4200
4307,494,4222,4200
4308,3,4222,5608
4309,585,4223,823
4310,494,4223,3001
4311,13,4223,3001
4312,412,4224,777
4313,413,4224,5821
4314,16,4225,299
4315,38,4225,2904
4316,2,4226,1205
4317,11,4227,3876
4318,19,4227,5628
4319,28,4228,760
4320,123,4228,4563
4321,28,4228,5290
4322,10,4228,5986
4323,1,4229,24
4324,14,4229,5039
4325,494,4230,296
4326,8,4230,296
4327,2,4230,4400
4328,494,4230,4400
4329,36,4231,608
4330,36,4231,5630
4331,12,4232,2419
4332,37,4232,3503
4333,3,4233,651
4334,686,4233,1333
4335,494,4234,746
4336,2,4234,746
4337,8,4235,913
4338,504,4235,1192
4339,411,4235,1192
4340,494,4235,1192
4341,11,4236,606
4342,1,4236,2940
4343,494,4236,2940
4344,504,4237,4726
4345,16,4237,4726
4346,494,4237,4726
4347,68,4237,4826
4348,494,4237,4826
4349,3,4238,3595
4350,169,4238,5734
4351,494,4239,4669
4352,17,4239,4669
4353,1,4240,1195
4354,494,4240,1195
4355,503,4241,1690
4356,502,4241,1690
4357,247,4241,1690
4358,524,4241,2905
4359,170,4241,2905
4360,585,4242,655
4361,17,4243,4266
4362,411,4243,4266
4363,411,4243,4303
4364,2,4244,263
4365,2,4244,1484
4366,1,4245,1133
4367,11,4245,2414
4368,1,4245,5328
4369,2,4246,4139
4370,2,4246,4768
4371,1,4247,4294
4372,494,4247,4294
4373,504,4247,4991
4374,263,4247,4991
4375,504,4248,1778
4376,498,4248,1778
4377,509,4248,1778
4378,3,4248,3677
4379,504,4248,3677
4380,494,4248,3677
4381,169,4249,4999
4382,169,4249,5734
4383,1,4250,2572
4384,249,4250,2572
4385,247,4250,2572
4386,504,4250,7014
4387,247,4250,7014
4388,4,4251,67
4389,637,4251,5355
4390,41,4252,4627
4391,6,4252,6524
4392,2,4253,263
4393,6,4253,1750
4394,2,4253,4675
4395,578,4253,5318
4396,2,4254,1922
4397,494,4254,1922
4398,31,4254,3282
4399,1,4254,4891
4400,494,4254,4891
4401,2,4255,1525
4402,540,4255,1525
4403,412,4255,1525
4404,4,4255,1888
4405,504,4256,3677
4406,494,4256,3677
4407,3,4256,3677
4408,1,4256,4372
4409,494,4256,5227
4410,1,4256,5227
4411,638,4257,1153
4412,494,4257,4209
4413,8,4257,4209
4414,5,4258,5538
4415,494,4258,5538
4416,542,4259,2457
4417,3,4259,2457
4418,494,4259,2457
4419,494,4259,2836
4420,5,4259,2836
4421,8,4259,4549
4422,494,4259,4549
4423,3,4260,1917
4424,494,4260,1917
4425,9,4260,2770
4426,3,4260,4696
4427,42,4260,4696
4428,524,4261,1982
4429,504,4261,1982
4430,170,4261,1982
4431,1,4262,1633
4432,8,4262,3513
4433,5,4262,5730
4434,581,4263,734
4435,580,4263,2053
4436,18,4263,2053
4437,2,4264,98
4438,2,4264,4904
4439,11,4265,292
4440,2,4265,2608
4441,16,4266,1422
4442,265,4266,6014
4443,512,4266,6014
4444,2,4267,3261
4445,11,4267,3896
4446,11,4268,292
4447,581,4268,4295
4448,25,4269,2865
4449,494,4269,2865
4450,504,4270,1964
4451,581,4270,1964
4452,616,4270,3836
4453,263,4270,4991
4454,504,4270,4991
4455,1,4271,1133
4456,1,4271,2552
4457,411,4272,4168
4458,581,4272,4362
4459,411,4272,6068
4460,494,4273,5227
4461,1,4273,5227
4462,11,4274,3876
4463,42,4275,1865
4464,11,4275,3876
4465,249,4276,2572
4466,527,4276,2572
4467,247,4276,2572
4468,1,4276,2572
4469,262,4276,2572
4470,4,4276,5041
4471,494,4276,5041
4472,504,4276,5041
4473,9,4277,3453
4474,9,4277,5038
4475,266,4278,2582
4476,347,4278,5336
4477,1,4279,3037
4478,494,4279,3037
4479,494,4280,1567
4480,2,4280,1567
4481,5,4281,2949
4482,1,4282,1934
4483,494,4283,81
4484,36,4283,81
4485,580,4283,372
4486,587,4283,635
4487,18,4284,1977
4488,5,4284,4590
4489,2,4285,263
4490,6,4285,1750
4491,2,4285,4675
4492,578,4285,5318
4493,494,4286,1412
4494,1,4286,1412
4495,73,4286,3856
4496,8,4287,3146
4497,17,4288,279
4498,2,4288,3752
4499,617,4289,646
4500,494,4289,4993
4501,1,4289,4993
4502,53,4290,3657
4503,17,4291,5761
4504,31,4292,483
4505,31,4292,1425
4506,31,4292,5224
4507,494,4293,368
4508,1,4293,368
4509,504,4293,368
4510,504,4293,3677
4511,494,4293,3677
4512,3,4293,3677
4513,21,4294,1916
4514,11,4294,3876
4515,19,4294,5628
4516,2,4295,1440
4517,1,4295,1996
4518,1,4296,1195
4519,494,4296,1195
4520,1,4296,1799
4521,494,4296,4811
4522,2,4296,4811
4523,2,4297,1911
4524,494,4297,1911
4525,2,4298,4626
4526,504,4299,380
4527,265,4299,380
4528,265,4299,2276
4529,504,4299,2276
4530,2,4300,2916
4531,172,4300,3066
4532,494,4301,1578
4533,10,4301,1578
4534,10,4301,2530
4535,494,4301,2530
4536,213,4302,4569
4537,494,4303,1567
4538,2,4303,1567
4539,503,4303,5691
4540,262,4303,5691
4541,18,4304,2761
4542,1,4305,1042
4543,1,4305,1439
4544,21,4305,1916
4545,494,4306,296
4546,8,4306,296
4547,2,4306,3060
4548,2,4306,4400
4549,494,4306,4400
4550,494,4307,1195
4551,1,4307,1195
4552,494,4307,3727
4553,3,4307,3727
4554,504,4308,2403
4555,338,4308,2403
4556,578,4308,2403
4557,6,4309,1750
4558,604,4309,2058
4559,2,4309,4675
4560,22,4310,903
4561,16,4311,120
4562,12,4311,2260
4563,494,4311,2260
4564,510,4312,4300
4565,346,4312,4300
4566,510,4312,4475
4567,494,4312,4475
4568,504,4312,4475
4569,346,4312,4475
4570,346,4312,4496
4571,510,4312,4496
4572,13,4313,2616
4573,334,4313,3129
4574,180,4313,3129
4575,11,4314,1567
4576,494,4314,1567
4577,494,4314,1669
4578,1,4314,1669
4579,2,4315,625
4580,3,4315,5471
4581,542,4315,5471
4582,255,4316,1770
4583,494,4316,1770
4584,504,4316,1770
4585,494,4316,4294
4586,1,4316,4294
4587,1,4317,1360
4588,5,4317,2655
4589,5,4317,4518
4590,16,4318,2654
4591,494,4318,2672
4592,2,4318,2672
4593,494,4318,3601
4594,2,4318,3601
4595,16,4319,299
4596,505,4319,2767
4597,16,4319,2904
4598,101,4320,107
4599,5,4320,4131
4600,413,4320,5821
4601,3,4320,5821
4602,285,4321,50
4603,524,4321,50
4604,170,4321,4306
4605,494,4321,4306
4606,524,4321,4306
4607,11,4322,3266
4608,3,4322,3966
4609,11,4323,5382
4610,5,4323,5817
4611,338,4324,2403
4612,578,4324,2403
4613,504,4324,2403
4614,578,4324,4846
4615,252,4325,377
4616,286,4325,1783
4617,494,4326,98
4618,2,4326,98
4619,504,4326,98
4620,2,4326,1772
4621,540,4326,4578
4622,2,4326,4578
4623,2,4327,187
4624,335,4327,3587
4625,335,4327,5624
4626,2,4328,215
4627,494,4328,215
4628,16,4329,120
4629,8,4329,4224
4630,3,4330,156
4631,494,4330,775
4632,411,4331,1597
4633,504,4331,1597
4634,504,4331,3576
4635,411,4331,3576
4636,504,4331,5862
4637,411,4331,5862
4638,494,4332,4510
4639,6,4332,4510
4640,494,4333,4873
4641,5,4333,4873
4642,1,4334,1133
4643,1,4334,3042
4644,494,4335,1275
4645,11,4335,1275
4646,494,4335,1578
4647,11,4335,1578
4648,11,4335,3866
4649,273,4336,3550
4650,504,4336,3550
4651,496,4336,3550
4652,494,4336,3553
4653,3,4336,3553
4654,504,4336,3553
4655,494,4336,4357
4656,504,4336,4357
4657,13,4336,4357
4658,16,4337,1963
4659,32,4337,1998
4660,219,4337,5100
4661,2,4338,5043
4662,494,4338,5043
4663,3,4338,5471
4664,494,4339,3770
4665,2,4339,3770
4666,133,4339,5610
4667,23,4340,3874
4668,283,4340,5140
4669,494,4341,46
4670,4,4341,46
4671,9,4341,4689
4672,494,4341,4689
4673,23,4342,983
4674,473,4342,3094
4675,425,4342,3094
4676,11,4342,5626
4677,105,4343,4088
4678,639,4344,3006
4679,2,4345,1922
4680,494,4345,1922
4681,494,4345,5688
4682,3,4345,5688
4683,628,4346,579
4684,617,4346,1398
4685,8,4346,4557
4686,59,4346,4557
4687,494,4346,4557
4688,617,4347,137
4689,38,4347,4887
4690,494,4347,4887
4691,617,4347,4887
4692,494,4348,1275
4693,11,4348,1275
4694,494,4348,2802
4695,14,4348,2802
4696,504,4349,1718
4697,278,4349,1718
4698,16,4349,2197
4699,504,4349,2197
4700,506,4350,58
4701,506,4350,1515
4702,504,4350,1515
4703,494,4351,263
4704,2,4351,263
4705,6,4351,1750
4706,494,4351,1750
4707,6,4351,3070
4708,51,4351,4675
4709,494,4351,4675
4710,578,4351,5318
4711,617,4352,115
4712,16,4352,115
4713,38,4352,964
4714,169,4352,4726
4715,504,4352,4726
4716,16,4352,4726
4717,494,4352,4726
4718,18,4353,734
4719,2,4353,3261
4720,18,4354,2761
4721,494,4354,2761
4722,169,4355,4999
4723,556,4355,4999
4724,556,4355,5734
4725,169,4355,5734
4726,10,4356,379
4727,6,4356,2320
4728,6,4357,508
4729,504,4358,1287
4730,338,4358,1287
4731,6,4359,4126
4732,1,4359,4126
4733,1,4360,1669
4734,494,4360,1669
4735,504,4360,1669
4736,494,4360,3677
4737,3,4360,3677
4738,504,4360,3677
4739,494,4360,5227
4740,1,4360,5227
4741,338,4361,1371
4742,51,4362,2562
4743,2,4363,1484
4744,494,4363,1484
4745,494,4364,368
4746,1,4364,368
4747,2,4364,3032
4748,494,4364,3032
4749,617,4365,535
4750,9,4365,2567
4751,494,4365,2567
4752,4,4365,4621
4753,51,4366,1429
4754,494,4366,1429
4755,51,4366,3179
4756,494,4366,3179
4757,4,4367,2647
4758,494,4367,2647
4759,21,4367,2666
4760,52,4367,2666
4761,2,4367,3422
4762,494,4367,3422
4763,494,4368,2672
4764,2,4368,2672
4765,8,4369,2849
4766,48,4369,4197
4767,494,4369,4197
4768,169,4369,4726
4769,16,4369,4726
4770,5,4370,2949
4771,5,4370,5506
4772,507,4371,1243
4773,17,4371,4544
4774,2,4371,4578
4775,504,4372,2118
4776,623,4372,2118
4777,4,4372,2236
4778,504,4372,2236
4779,494,4372,2236
4780,271,4372,2568
4781,172,4372,2568
4782,308,4372,2568
4783,504,4372,4116
4784,263,4372,4116
4785,169,4373,1972
4786,540,4374,1525
4787,2,4374,1525
4788,4,4374,1888
4789,14,4375,1004
4790,14,4375,2243
4791,2,4376,4670
4792,2,4376,4904
4793,2,4377,448
4794,3,4377,453
4795,2,4378,1484
4796,494,4378,1484
4797,2,4378,1959
4798,494,4378,2696
4799,3,4378,2696
4800,92,4379,2640
4801,10,4379,5717
4802,13,4380,697
4803,75,4381,1553
4804,2,4382,263
4805,494,4382,263
4806,3,4382,754
4807,494,4382,754
4808,22,4383,903
4809,36,4384,4
4810,11,4384,4801
4811,11,4384,5249
4812,494,4384,5249
4813,1,4385,2552
4814,8,4386,5410
4815,169,4386,5734
4816,1,4387,3996
4817,173,4388,3239
4818,173,4388,3924
4819,494,4389,3553
4820,3,4389,3553
4821,494,4389,5497
4822,3,4389,5497
4823,12,4390,2847
4824,14,4390,4050
4825,581,4390,4753
4826,588,4391,3258
4827,617,4391,3721
4828,90,4391,5728
4829,105,4392,2802
4830,1,4392,3137
4831,5,4393,211
4832,4,4393,1518
4833,1,4393,4479
4834,347,4394,2523
4835,347,4394,5821
4836,11,4395,88
4837,5,4395,211
4838,4,4395,1085
4839,3,4395,4805
4840,4,4396,1085
4841,350,4396,4527
4842,10,4396,4697
4843,23,4397,983
4844,21,4397,1916
4845,21,4397,3487
4846,3,4397,4805
4847,2,4398,1205
4848,179,4399,164
4849,179,4399,671
4850,179,4399,864
4851,179,4399,2248
4852,179,4399,4958
4853,2,4400,1440
4854,10,4400,6703
4855,14,4401,1697
4856,494,4401,1697
4857,494,4401,3855
4858,14,4401,3855
4859,494,4401,4074
4860,14,4401,4074
4861,494,4401,4859
4862,14,4401,4859
4863,337,4402,5787
4864,15,4403,1351
4865,21,4403,5311
4866,1,4404,538
4867,249,4404,2572
4868,247,4404,2572
4869,527,4404,2572
4870,504,4405,1329
4871,1,4405,1329
4872,255,4405,1718
4873,337,4405,4069
4874,3,4406,754
4875,3,4406,1875
4876,51,4407,718
4877,640,4407,3342
4878,78,4408,1094
4879,101,4408,3712
4880,641,4408,4968
4881,31,4408,5263
4882,2,4409,1233
4883,494,4409,1233
4884,2,4409,1484
4885,494,4409,1484
4886,20,4410,1856
4887,20,4410,2747
4888,13,4411,663
4889,494,4411,663
4890,494,4411,4381
4891,51,4411,4381
4892,181,4412,4108
4893,17,4413,4632
4894,169,4414,2867
4895,191,4414,2867
4896,2,4414,4281
4897,182,4415,3284
4898,174,4415,3579
4899,171,4415,5059
4900,6,4416,2247
4901,542,4416,5471
4902,3,4416,5471
4903,1,4417,1133
4904,1,4417,3137
4905,542,4418,462
4906,3,4418,462
4907,494,4418,462
4908,13,4419,4434
4909,504,4420,55
4910,347,4420,55
4911,548,4420,55
4912,284,4420,3652
4913,555,4420,3652
4914,504,4420,3652
4915,494,4421,769
4916,4,4421,769
4917,494,4421,4311
4918,4,4421,4311
4919,494,4422,915
4920,30,4422,915
4921,2,4423,3800
4922,183,4424,533
4923,183,4424,7528
4924,504,4425,3553
4925,3,4425,3553
4926,494,4425,3553
4927,3,4425,4684
4928,494,4425,4684
4929,494,4426,1233
4930,2,4426,1233
4931,589,4426,5172
4932,61,4427,2708
4933,5,4427,6066
4934,4,4428,470
4935,10,4428,2855
4936,84,4429,2232
4937,494,4429,4757
4938,40,4429,4757
4939,4,4430,769
4940,494,4430,769
4941,524,4431,2256
4942,170,4431,2256
4943,524,4431,7229
4944,170,4431,7229
4945,494,4432,638
4946,2,4432,638
4947,494,4432,2612
4948,2,4432,2612
4949,175,4433,2960
4950,148,4433,4401
4951,494,4434,961
4952,2,4434,961
4953,494,4434,3422
4954,2,4434,3422
4955,3,4435,4684
4956,1,4435,5508
4957,5,4436,2135
4958,5,4436,6066
4959,2,4437,920
4960,27,4438,2123
4961,76,4438,3222
4962,4,4439,535
4963,494,4439,535
4964,265,4439,2276
4965,504,4439,2276
4966,52,4440,2501
4967,411,4440,5186
4968,494,4440,5186
4969,6,4440,5339
4970,42,4441,2147
4971,122,4442,1027
4972,2,4442,1233
4973,494,4442,1233
4974,494,4442,3018
4975,2,4442,3018
4976,5,4442,3710
4977,494,4442,3710
4978,617,4443,2411
4979,426,4443,2965
4980,17,4444,1251
4981,494,4444,1251
4982,494,4444,5556
4983,14,4444,5556
4984,1,4445,1133
4985,504,4446,3030
4986,411,4446,3030
4987,5,4447,804
4988,617,4447,2789
4989,1,4448,3996
4990,494,4449,67
4991,4,4449,67
4992,2,4449,1195
4993,494,4449,3422
4994,2,4449,3422
4995,524,4450,2905
4996,170,4450,2905
4997,11,4450,2905
4998,169,4450,5435
4999,170,4450,5435
5000,38,4451,1527
5001,494,4451,1527
5002,494,4451,2779
5003,14,4451,2779
5004,170,4451,5435
5005,169,4451,5435
5006,642,4452,1225
5007,643,4452,2281
5008,617,4452,4407
5009,11,4453,3774
5010,338,4454,450
5011,337,4454,2977
5012,338,4454,5392
5013,78,4455,2741
5014,11,4455,3876
5015,494,4456,804
5016,5,4456,804
5017,5,4456,4873
5018,494,4456,4873
5019,6,4457,2660
5020,494,4457,2660
5021,578,4458,1086
5022,18,4458,2945
5023,624,4459,1990
5024,624,4459,3550
5025,504,4459,3550
5026,581,4460,2272
5027,625,4460,5016
5028,51,4461,1429
5029,494,4461,1429
5030,1,4461,2940
5031,494,4461,2940
5032,494,4461,4587
5033,102,4461,4587
5034,11,4462,2278
5035,2,4463,3800
5036,494,4464,1996
5037,1,4464,1996
5038,494,4464,3090
5039,3,4464,3090
5040,494,4465,2916
5041,2,4465,2916
5042,2,4465,3558
5043,4,4466,67
5044,494,4466,67
5045,1,4467,3037
5046,494,4467,3037
5047,411,4467,5862
5048,617,4468,5158
5049,24,4469,852
5050,30,4469,3743
5051,24,4469,5483
5052,617,4470,1615
5053,617,4470,1893
5054,59,4470,2738
5055,617,4470,2738
5056,617,4471,137
5057,617,4471,3955
5058,494,4471,4887
5059,617,4471,4887
5060,25,4471,4887
5061,2,4472,1059
5062,4,4473,6507
5063,4,4473,7411
5064,1,4474,6008
5065,11,4475,3876
5066,19,4475,5628
5067,341,4476,1653
5068,343,4476,3312
5069,38,4477,891
5070,262,4477,891
5071,14,4478,2008
5072,494,4478,2008
5073,36,4478,4863
5074,494,4478,4863
5075,494,4479,29
5076,82,4479,29
5077,518,4479,4799
5078,518,4479,4941
5079,2,4479,4941
5080,4,4480,1275
5081,644,4481,103
5082,494,4481,1484
5083,2,4481,1484
5084,44,4482,1109
5085,494,4482,1109
5086,617,4483,4557
5087,3,4483,4717
5088,494,4483,4717
5089,2,4484,4904
5090,254,4485,308
5091,9,4485,308
5092,578,4485,841
5093,134,4485,3659
5094,254,4485,3659
5095,254,4485,5052
5096,16,4485,5052
5097,494,4486,1750
5098,2,4486,1750
5099,494,4486,4675
5100,2,4486,4675
5101,504,4487,98
5102,2,4487,98
5103,1,4487,98
5104,494,4487,98
5105,11,4487,4762
5106,578,4487,5959
5107,20,4488,944
5108,5,4488,2866
5109,19,4489,4035
5110,1,4489,4891
5111,1,4490,24
5112,582,4490,4578
5113,170,4490,4578
5114,503,4490,5691
5115,527,4490,5691
5116,504,4491,4991
5117,9,4491,4991
5118,3,4492,2212
5119,5,4493,1492
5120,494,4494,1057
5121,513,4494,1057
5122,494,4494,1132
5123,513,4494,1132
5124,494,4494,4183
5125,513,4494,4183
5126,617,4495,245
5127,617,4495,514
5128,106,4495,1724
5129,11,4496,147
5130,2,4497,4904
5131,13,4498,1978
5132,494,4498,1978
5133,2,4499,457
5134,4,4499,457
5135,3,4500,3861
5136,494,4501,1461
5137,6,4501,1461
5138,338,4502,230
5139,253,4502,1640
5140,338,4502,4067
5141,1,4503,215
5142,494,4503,215
5143,51,4504,667
5144,494,4504,667
5145,494,4505,1428
5146,36,4505,1428
5147,494,4505,2666
5148,52,4505,2666
5149,477,4506,1652
5150,2,4506,4673
5151,32,4506,5214
5152,617,4507,4072
5153,169,4507,5316
5154,504,4507,5316
5155,617,4508,1904
5156,238,4508,1904
5157,238,4508,2204
5158,617,4508,2204
5159,351,4509,525
5160,399,4509,525
5161,351,4509,4316
5162,399,4509,4316
5163,504,4510,243
5164,169,4510,243
5165,527,4510,2386
5166,249,4510,2386
5167,504,4510,3556
5168,3,4510,3556
5169,11,4511,804
5170,494,4511,804
5171,494,4511,4873
5172,5,4511,4873
5173,613,4512,3305
5174,169,4512,3305
5175,509,4512,3305
5176,336,4512,3305
5177,509,4512,4420
5178,181,4512,4420
5179,504,4512,4420
5180,10,4512,5158
5181,509,4512,5158
5182,494,4512,5158
5183,23,4513,1721
5184,2,4513,5043
5185,494,4513,5043
5186,2,4514,108
5187,494,4514,108
5188,494,4514,4070
5189,1,4514,4070
5190,494,4515,1767
5191,169,4515,1767
5192,504,4515,1767
5193,51,4515,2450
5194,215,4516,4164
5195,540,4516,4164
5196,504,4517,1669
5197,1,4517,1669
5198,494,4517,1669
5199,504,4517,5038
5200,2,4517,5038
5201,16,4518,1120
5202,9,4518,1791
5203,390,4518,3172
5204,390,4518,4114
5205,338,4519,1287
5206,338,4519,5658
5207,614,4519,5658
5208,170,4520,2280
5209,173,4520,2323
5210,169,4520,4310
5211,17,4521,4169
5212,5,4522,1625
5213,5,4522,1641
5214,494,4522,3124
5215,8,4522,3124
5216,509,4522,3124
5217,504,4522,3124
5218,11,4523,38
5219,11,4523,4688
5220,494,4523,4688
5221,11,4524,1487
5222,2,4524,3996
5223,46,4525,3503
5224,494,4525,4131
5225,5,4525,4131
5226,101,4526,7032
5227,617,4526,7032
5228,1,4527,2317
5229,3,4527,4956
5230,338,4528,1671
5231,11,4528,5382
5232,494,4528,5382
5233,1,4529,24
5234,1,4529,1669
5235,9,4529,3451
5236,1,4529,3451
5237,2,4529,5274
5238,17,4530,1251
5239,494,4530,1251
5240,2,4531,3104
5241,494,4531,3104
5242,2,4532,4960
5243,1,4533,2317
5244,494,4534,1636
5245,3,4534,1636
5246,15,4534,3708
5247,9,4535,6013
5248,494,4536,353
5249,13,4536,353
5250,1,4536,3966
5251,494,4536,3966
5252,5,4536,4434
5253,494,4536,4434
5254,38,4537,2080
5255,38,4537,4371
5256,38,4537,5849
5257,1,4537,6008
5258,494,4537,6008
5259,2,4538,1205
5260,494,4538,1205
5261,1,4538,6008
5262,494,4538,6008
5263,3,4539,868
5264,617,4539,868
5265,9,4539,1180
5266,494,4539,1180
5267,213,4540,1355
5268,494,4540,1355
5269,252,4540,1355
5270,504,4540,1355
5271,504,4540,2159
5272,169,4540,2159
5273,533,4540,3658
5274,213,4540,3847
5275,1,4541,1316
5276,6,4541,1316
5277,2,4541,4176
5278,3,4541,5928
5279,2,4542,1563
5280,5,4542,2311
5281,9,4542,4739
5282,9,4542,5278
5283,249,4543,2572
5284,527,4543,2572
5285,1,4543,2572
5286,4,4543,5041
5287,494,4543,5041
5288,504,4543,5041
5289,18,4544,254
5290,98,4544,1001
5291,494,4544,2761
5292,3,4544,2761
5293,93,4544,3987
5294,98,4544,4203
5295,504,4545,2905
5296,494,4545,2905
5297,169,4545,2905
5298,494,4545,4214
5299,5,4545,4214
5300,169,4545,4214
5301,17,4546,641
5302,19,4546,5410
5303,524,4547,2256
5304,170,4547,2256
5305,524,4547,5734
5306,540,4547,5734
5307,169,4547,5734
5308,529,4548,246
5309,11,4548,246
5310,494,4548,1175
5311,11,4548,1175
5312,494,4548,4688
5313,11,4548,4688
5314,2,4549,1627
5315,494,4549,1627
5316,494,4550,625
5317,2,4550,625
5318,83,4550,3378
5319,509,4551,3677
5320,494,4551,3677
5321,3,4551,3677
5322,504,4551,3677
5323,16,4551,4754
5324,494,4551,5227
5325,2,4551,5227
5326,578,4551,5318
5327,8,4552,3269
5328,76,4552,5294
5329,9,4553,337
5330,9,4553,755
5331,5,4553,3192
5332,498,4554,953
5333,501,4554,953
5334,1,4554,1133
5335,341,4554,1711
5336,169,4554,2905
5337,2,4554,4578
5338,9,4555,5997
